n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_activities,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,n_urls,n_api_calls,n_used_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSystemService,suspicious_getPackageInfo,suspicious_Base64,n_receivers,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_BOOT_COMPLETED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_accessibilityservice_AccessibilityService,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getDeviceId,label
23,1,1,1,6,1,8,9,16,8,1,1,1,1,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
2,0,0,0,1,0,0,1,15,7,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,3,0,0,1,15,6,0,1,0,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,3,0,0,21,24,7,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6,0,0,0,25,0,21,24,14,7,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,0,21,0,0,22,13,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
20,0,0,0,14,0,7,70,54,13,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
5,0,0,0,18,0,6,36,16,6,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
11,1,1,1,9,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8,0,1,0,11,0,2,12,21,7,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
13,0,0,0,5,0,1,16,14,6,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
14,0,0,0,11,0,4,41,22,13,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
7,0,0,1,7,0,1,23,16,6,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,4,15,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5,0,0,0,3,0,0,24,13,5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13,1,1,0,98,0,4,187,51,14,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
9,0,1,0,38,0,10,83,32,14,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
27,1,1,1,63,0,3,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
6,0,1,0,20,0,6,58,27,8,0,1,1,1,10,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
3,0,0,0,1,0,1,1,15,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,0,1,0,8,0,12,15,26,10,1,1,1,1,8,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
8,0,0,0,8,0,2,34,18,8,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
3,0,0,0,1,0,0,33,18,9,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12,0,1,0,8,0,0,8,24,13,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
8,0,1,0,4,0,3,22,23,9,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
16,0,1,0,51,1,5,42,25,8,1,1,1,1,7,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
42,1,1,1,342,0,24,725,93,19,1,1,1,1,7,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
13,0,0,0,8,0,7,31,27,11,1,1,1,1,3,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
9,0,0,1,20,1,5,176,23,11,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
4,0,0,0,4,0,0,33,28,10,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
10,1,0,1,12,0,0,32,21,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6,0,1,0,9,0,0,21,18,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
15,0,0,0,7,0,1,42,23,10,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
4,0,0,0,9,0,3,24,16,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,0,0,0,12,0,8,20,18,8,1,1,1,1,4,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
30,0,1,1,2,0,6,5,19,10,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
2,0,0,0,7,0,0,25,12,5,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
15,1,0,0,12,0,1,30,34,8,1,1,1,1,3,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,2,17,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
38,1,1,1,342,1,28,0,0,0,1,0,0,0,9,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0
14,0,0,0,67,0,11,75,30,15,0,1,1,1,13,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0
5,0,0,0,11,0,0,69,51,21,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
23,0,0,0,4,0,3,23,17,6,0,1,1,1,4,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0
17,0,1,0,0,0,1,0,22,8,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
18,0,0,0,19,1,5,58,20,8,0,1,1,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
2,0,0,0,5,0,0,8,5,4,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
63,1,1,1,571,1,52,138,28,11,1,1,1,1,23,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
28,1,0,0,4,0,14,43,21,7,0,1,1,1,11,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
3,0,0,0,4,0,0,20,43,13,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
71,1,1,1,27,1,11,0,0,0,1,0,0,0,6,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
19,0,0,0,10,0,4,16,39,12,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
16,0,1,0,26,0,2,68,39,9,1,1,1,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
12,0,1,0,46,0,14,78,20,9,1,1,1,1,5,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,16,0,1,60,25,13,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,6,0,5,28,21,9,1,1,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
14,1,1,1,6,0,0,42,33,9,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
25,0,0,0,7,0,15,40,25,10,0,1,1,1,7,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
2,0,0,0,2,0,0,8,6,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
17,0,1,1,28,0,9,59,10,8,1,1,1,1,10,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
10,0,1,0,2,0,5,6,16,8,1,1,1,1,6,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
2,0,0,0,4,0,0,9,18,7,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,1,0,1,0,1,2,24,9,0,1,1,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
10,1,0,0,22,0,8,50,23,10,1,1,1,1,16,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
5,0,0,0,49,0,0,25,15,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,0,1,0,8,0,19,38,29,10,1,1,1,1,8,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
14,1,1,1,9,1,3,8,23,9,1,1,1,0,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
12,0,0,1,86,0,4,39,28,9,1,1,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
6,0,0,1,4,0,0,30,31,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
9,0,1,0,17,0,12,41,19,8,1,1,1,1,10,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
8,0,0,0,5,0,5,25,19,7,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5,0,0,0,3,0,3,58,21,5,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3,0,0,0,13,0,0,25,18,7,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
