perm_android_permission_ACCESS_WIFI_STATE,n_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,n_used_permissions,suspicious_Ljava_lang_System___load,suspicious_getPackageInfo,suspicious_Base64,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getExternalStorageDirectory,suspicious_getSystemService,suspicious_Cipher,suspicious_getDeviceId,n_services,suspicious_Ljava_lang_Runtime___exec,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_PACKAGE_ADDED,n_activities,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_SEARCH,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_system_bin_su,label
1,11,0,0,0,0,204,30,10,1,1,1,1,1,1,1,1,16,1,0,1,0,1,0,64,1,0,1,1,0,0
0,4,0,0,0,0,23,18,10,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,0,0,0,16,16,7,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,4,0,0,0,0,44,8,3,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
0,13,0,0,0,0,130,66,29,1,1,1,0,1,1,1,1,17,1,1,0,0,1,1,69,1,0,0,1,0,0
0,2,0,0,0,0,1,17,6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,2,0,0,0,0,2,17,6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,30,0,0,0,0,23,19,10,0,1,1,1,1,1,1,0,9,0,0,1,0,1,0,5,1,0,1,1,0,0
0,6,0,0,0,0,118,40,11,0,1,1,1,1,1,1,1,10,0,0,1,0,0,0,38,0,0,1,1,0,0
1,20,1,1,0,1,74,33,14,1,1,1,1,1,1,1,1,18,1,0,1,0,0,1,29,0,0,0,0,1,0
1,17,1,0,0,1,0,22,8,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,26,0,0,0,0,35,59,18,1,1,1,1,1,1,1,1,4,1,0,1,0,1,0,5,0,0,1,1,0,0
1,5,0,0,0,0,32,14,7,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,11,0,0,0,0,0,0
0,2,0,0,0,0,28,15,6,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,11,0,0,0,0,0,0
0,14,0,0,0,0,121,45,16,1,1,1,1,1,1,1,1,9,1,0,1,0,1,0,13,1,0,1,1,1,0
0,4,0,0,0,0,39,24,11,1,1,1,0,1,1,1,1,4,0,0,1,0,1,0,6,0,0,0,0,0,0
0,1,0,0,0,0,5,19,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
1,14,1,1,1,0,8,23,9,1,1,0,1,1,1,1,1,3,1,1,1,0,0,1,9,0,0,0,0,0,0
1,13,0,0,0,0,21,19,10,1,1,1,1,1,1,1,1,8,1,0,1,0,1,0,10,1,0,1,1,0,0
0,2,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,14,1,0,0,0,58,13,7,1,1,1,1,1,1,1,1,15,0,0,1,1,1,0,41,1,0,1,1,0,0
1,8,0,0,0,0,15,18,7,0,1,1,1,1,1,1,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0
0,6,0,0,0,0,157,40,12,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,12,0,0,1,1,0,0
0,9,0,0,0,0,63,7,5,0,1,1,1,1,1,1,1,2,1,0,1,0,1,0,18,0,0,1,1,0,0
1,24,1,1,1,0,62,40,14,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,0,0,1,1,0,0
1,16,1,1,1,1,0,2,2,1,0,0,1,0,1,0,1,2,0,1,1,0,0,0,5,0,0,0,0,0,1
0,9,0,0,1,0,176,23,11,1,1,1,1,1,1,1,1,5,0,1,1,0,0,0,20,0,0,1,1,1,0
1,5,0,0,0,0,30,21,8,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,9,0,0,0,0,0,0
0,6,1,0,0,0,21,23,6,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1
0,2,0,0,0,0,16,13,6,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0
1,23,1,1,1,1,9,16,8,1,1,1,1,1,1,1,1,8,0,1,1,0,0,0,6,0,0,0,0,0,0
0,3,0,0,0,0,11,13,5,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
1,27,1,1,1,1,81,39,14,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,58,0,0,0,0,0,1
0,11,0,0,0,0,7,12,5,0,1,1,1,1,1,1,1,5,0,0,1,0,0,0,16,0,0,1,1,0,0
0,10,1,0,0,0,27,13,6,1,1,1,1,1,1,1,1,7,0,0,1,0,0,0,25,1,0,1,1,0,0
1,28,1,0,0,1,88,61,17,1,1,1,1,1,1,1,1,5,1,0,1,1,0,0,40,0,0,0,0,0,0
1,18,1,0,0,0,27,29,13,1,1,1,1,1,1,1,1,11,0,0,1,0,1,0,50,1,1,1,1,0,0
1,38,1,1,1,1,75,29,9,1,1,1,1,1,1,1,1,10,1,1,1,1,1,0,11,0,0,0,0,0,0
1,11,0,0,0,0,12,23,9,0,1,1,1,1,1,1,1,6,0,0,1,0,1,0,7,1,0,1,1,0,0
1,10,0,0,0,0,39,32,12,1,1,1,0,1,1,1,1,7,0,0,1,0,1,0,12,1,0,1,1,0,0
0,13,0,0,0,0,63,18,6,1,1,1,1,1,1,1,1,8,0,0,1,0,1,0,12,1,0,1,1,0,0
0,11,0,0,0,0,18,27,12,1,1,1,1,1,1,1,1,5,0,0,1,0,1,0,9,1,0,1,1,0,0
0,4,0,0,0,0,18,19,10,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1
1,11,0,0,0,0,44,22,9,1,1,1,1,1,1,1,1,6,0,0,1,0,1,0,14,0,1,1,1,0,0
0,15,1,1,0,0,27,35,10,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,4,0,0,1,1,0,1
0,3,0,0,0,0,33,19,11,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0
0,5,0,0,0,0,23,18,7,0,1,1,0,1,1,1,1,2,1,0,1,0,1,0,4,0,0,1,1,0,0
0,2,0,0,0,0,29,20,7,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,3,0,0,0,0,1,1
0,26,0,0,0,0,6,16,5,0,1,1,1,1,1,1,0,4,1,0,1,0,1,0,3,0,0,1,1,0,0
0,3,0,0,0,0,22,22,9,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0
0,5,0,0,0,0,46,28,13,1,1,1,0,1,1,1,0,4,1,0,1,0,1,0,5,0,0,1,1,0,0
0,3,0,0,0,0,41,39,11,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
0,5,0,0,0,0,4,17,6,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0
1,11,1,0,0,1,9,25,9,1,1,1,1,1,1,1,1,4,0,0,1,0,0,0,23,0,0,0,0,0,0
0,2,0,0,0,0,22,21,6,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,4,1,0,0,0,10,17,6,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,46,0,0,0,0,0,0
0,13,1,1,0,0,58,20,8,1,1,1,1,1,1,1,1,4,1,0,1,0,0,0,25,0,0,1,1,0,0
0,1,0,0,0,0,1,12,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,27,1,1,0,1,83,66,17,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,44,0,0,0,0,1,0
0,2,0,0,0,0,34,13,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,5,0,0,0,0,22,19,9,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0
0,3,0,0,0,0,1,3,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,0,0,0,0,10,18,7,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0
1,14,1,1,1,1,30,23,7,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0
1,25,1,0,1,1,131,75,18,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,13,0,0,0,0,1,0
0,27,1,1,0,0,42,15,7,1,1,1,1,1,1,1,1,7,1,0,1,0,0,0,23,0,0,1,1,0,0
1,13,1,0,0,0,6,8,6,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0
0,2,0,0,0,0,21,20,9,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0
1,31,1,1,1,1,353,35,13,1,1,1,1,1,1,1,1,12,1,0,1,1,0,0,109,0,0,0,0,1,0
1,6,0,0,0,0,4,5,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0
0,3,0,0,0,0,37,19,10,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,9,0,0,0,0,0,0
0,4,0,0,0,0,37,26,8,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0
0,2,0,0,0,0,13,15,5,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
