n_api_calls,perm_android_permission_READ_PHONE_STATE,suspicious_getCellLocation,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,n_providers,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_SEND_SMS,suspicious_Ldalvik_system_PathClassLoader_,perm_com_sec_android_provider_badge_permission_WRITE,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_android_permission_CHANGE_NETWORK_STATE,intent_android_intent_action_ACTION_POWER_DISCONNECTED,perm_android_permission_ACCESS_WIFI_STATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_sec_android_provider_badge_permission_READ,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_USER_PRESENT,n_permissions,n_services,n_receivers,perm_android_permission_RECEIVE_SMS,label
24,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,28,11,6,0,0
20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,2,0,0
16,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18,7,2,0,1
43,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2,3,0,0
25,1,1,0,1,0,0,0,1,1,1,0,4,0,0,1,0,0,0,0,1,1,0,0,1,0,23,12,6,0,0
26,1,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,12,8,5,0,0
42,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,12,5,0,0
57,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,13,9,9,0,1
48,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,2,1,1,1
36,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,21,5,3,0,0
47,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,25,7,7,1,1
31,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,1,1,0,1
39,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,17,6,5,0,1
56,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,23,1,0,0,1
45,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,26,7,4,0,0
45,1,1,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,14,12,9,0,1
22,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,22,10,9,0,0
35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2,0,0,1
37,0,0,0,0,0,1,0,1,1,0,1,5,0,0,1,1,1,0,0,1,1,1,1,0,0,27,15,11,0,0
44,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,10,25,25,0,1
23,1,1,1,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,15,14,10,0,0
32,0,1,1,0,0,0,0,1,1,0,1,4,0,0,1,1,1,0,0,0,1,1,1,1,0,31,15,9,0,0
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
22,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,10,6,0,0
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
44,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,5,0,1
59,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,40,13,9,0,1
32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,0,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
49,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,23,3,5,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
48,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,1,0,0,1
42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,3,2,0,0
21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,0
19,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,19,0,2,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
46,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,10,6,4,0,1
31,1,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,1,1,1,1,1,0,33,7,5,0,0
19,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2,2,0,0
45,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,31,3,0,1,1
42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,5,0,0,1
22,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,18,12,4,0,0
27,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,11,10,10,0,0
23,0,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,17,18,12,0,0
56,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,24,7,3,0,1
39,0,0,0,0,0,1,0,1,1,1,1,6,0,0,1,0,0,0,0,1,1,0,0,0,0,10,11,7,0,0
28,1,1,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,1,16,5,6,0,1
33,0,0,1,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,9,6,10,0,0
30,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,9,5,1,1
30,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,9,5,1,1
28,1,0,0,0,0,0,0,1,1,1,1,5,0,0,1,1,1,0,0,1,0,1,1,0,0,28,13,7,0,0
36,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7,4,0,0,1
28,1,0,0,0,0,0,0,1,1,1,1,5,0,0,1,1,1,0,0,1,0,1,1,0,0,28,13,7,0,0
20,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,7,10,5,0,0
43,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,16,3,9,0,1
18,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,20,9,7,0,0
34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,1,0,0
44,1,0,0,0,0,0,0,1,1,1,1,8,0,0,1,0,0,0,0,1,1,0,0,0,0,17,6,6,0,0
24,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,16,16,13,0,0
24,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,16,16,13,0,0
33,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,13,3,2,0,0
23,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,18,2,2,1,1
