n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,n_activities,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,intent_android_intent_action_BOOT_COMPLETED,n_api_calls,n_used_permissions,n_urls,suspicious_getSystemService,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_Base64,intent_android_intent_action_PACKAGE_ADDED,suspicious_getExternalStorageDirectory,n_receivers,intent_android_intent_action_USER_PRESENT,perm_android_permission_RECEIVE_BOOT_COMPLETED,suspicious_getPackageInfo,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_MODIFY_AUDIO_SETTINGS,intent_com_google_vr_vrcore_ACTION_NONE,suspicious_Cipher,suspicious_getDeviceId,perm_com_android_launcher_permission_READ_SETTINGS,label
10,0,1,2,0,0,5,0,16,8,6,1,1,1,0,1,6,0,0,1,0,1,0,0,0,0,0,1,1,0,0
13,0,0,10,0,0,5,0,26,11,111,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
38,1,1,342,1,1,28,1,0,0,0,0,1,0,0,0,9,1,1,0,0,1,0,1,1,1,0,0,0,1,0
27,0,0,18,0,1,6,0,19,8,35,1,1,1,0,1,2,0,0,1,1,1,0,1,0,0,0,1,1,0,0
9,0,0,12,0,0,0,0,16,7,104,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
3,0,0,3,0,0,0,0,24,7,21,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,2,0,0,0,0,12,5,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4,0,0,5,0,0,0,0,19,8,17,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,5,0,0,0,0,19,9,24,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,1,0,0,0,0,18,9,33,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
11,0,0,7,0,0,4,0,5,5,7,1,1,1,0,1,4,0,0,1,0,0,1,1,0,0,0,1,1,0,0
2,0,0,8,0,0,0,0,18,7,10,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,0,0,2,0,0,1,0,20,9,46,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
10,0,1,32,0,0,3,0,13,6,4,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
11,0,0,38,0,0,12,0,24,9,87,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
120,1,1,148,1,1,36,1,49,21,271,1,1,1,1,1,25,1,1,1,1,1,0,1,1,1,0,1,1,1,0
23,0,0,4,0,0,3,1,17,6,23,1,1,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0
19,0,1,50,0,0,10,0,27,11,118,1,1,1,0,1,5,0,0,1,0,1,0,0,0,1,0,1,1,0,0
4,0,0,2,0,0,0,0,18,10,23,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,0,0,5,0,0,0,0,24,8,34,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
38,1,1,159,1,0,12,1,69,19,221,1,1,1,0,1,6,1,1,1,0,1,0,1,1,1,0,1,1,0,0
8,0,0,15,0,0,1,0,29,11,64,1,1,1,1,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,0,25,10,7,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
5,0,0,5,0,0,1,1,19,8,5,1,1,0,0,1,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,3,0,0,0,0,21,9,23,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4,0,0,11,0,0,1,0,21,5,53,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,0,0,46,0,0,3,0,35,12,78,1,1,1,1,1,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0
11,0,1,20,0,0,1,0,24,7,33,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,7,0,0,0,0,13,6,17,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9,0,0,5,0,0,6,0,17,8,9,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6,0,0,9,0,0,0,0,19,7,23,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
3,0,0,3,0,0,0,0,4,3,32,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
16,0,1,35,0,0,14,1,43,15,83,1,1,1,0,1,10,0,1,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,4,0,0,0,0,18,7,13,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,17,7,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,0,0,6,0,0,0,0,18,7,14,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
31,1,1,61,1,1,10,1,43,16,151,1,1,1,0,1,9,0,0,1,0,1,0,1,0,0,0,1,1,0,0
2,0,0,4,0,0,0,0,17,9,20,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
12,0,1,4,0,0,4,0,21,7,14,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0
9,0,0,12,0,0,2,0,26,8,23,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,1,0,0,0,0,16,6,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3,0,0,2,0,0,0,0,43,15,45,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
56,0,1,19,0,1,4,1,18,8,34,1,1,1,0,1,3,0,1,1,0,1,0,0,0,0,0,1,1,1,0
10,0,0,13,0,0,8,1,25,11,44,1,1,1,0,1,3,0,1,1,0,1,0,1,0,0,0,1,1,0,0
12,0,0,7,0,0,2,0,19,7,20,1,1,1,0,1,4,0,0,1,0,1,1,0,0,0,0,1,1,0,0
15,1,1,16,1,0,4,1,53,12,65,1,1,1,1,1,4,1,0,1,0,1,0,1,1,0,0,1,1,0,1
9,0,0,17,0,0,1,0,14,6,54,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
186,1,1,74,1,1,10,1,47,16,55,1,1,1,1,1,7,1,1,1,1,1,0,1,1,0,0,1,1,1,0
2,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0,0,14,0,0,5,1,32,11,50,1,1,1,1,1,6,0,1,1,0,1,0,1,0,0,0,1,1,0,0
6,0,1,3,0,0,0,0,4,3,32,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,5,0,0,3,0,24,13,39,1,1,1,0,1,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0
9,0,1,12,0,0,2,1,25,9,47,1,1,1,0,1,4,1,1,1,0,1,0,0,0,0,0,1,1,0,0
9,0,1,3,0,0,1,0,19,7,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
3,0,0,11,0,0,0,0,12,5,30,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
30,1,1,115,1,0,4,1,51,14,97,1,1,1,0,1,6,1,1,1,0,1,0,1,0,1,0,1,1,0,0
3,0,0,4,0,0,0,0,25,8,38,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,23,0,0,0,0,18,7,10,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,12,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10,1,0,41,0,0,11,0,20,11,56,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,6,0,0,0,0,18,7,20,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
14,0,0,17,1,1,3,1,43,10,90,1,1,1,0,1,3,0,1,1,1,1,0,0,0,0,0,1,1,0,0
3,0,0,3,0,0,0,0,18,8,22,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
10,1,1,3,1,1,5,1,0,0,0,1,1,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,5,0,0,0,0,6,5,22,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
4,0,0,4,0,0,1,0,21,10,6,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6,0,0,5,0,0,2,1,21,8,18,1,1,1,0,1,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0
12,0,1,10,1,0,3,0,15,7,7,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8,0,0,10,0,0,2,0,18,7,24,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,3,0,0,1,0,16,7,16,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
7,0,0,12,0,0,5,0,12,9,52,1,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0
17,0,0,98,0,0,19,0,17,8,104,1,1,1,0,1,8,0,1,1,0,1,1,0,0,0,0,1,1,0,0
5,0,0,9,0,0,1,0,8,3,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
