n_services,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,suspicious_getDeviceId,suspicious_getSubscriberId,suspicious_Ldalvik_system_DexClassLoader_,n_urls,n_permissions,perm_android_permission_SET_WALLPAPER,intent_android_appwidget_action_APPWIDGET_UPDATE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_READ_PHONE_STATE,suspicious_Ljava_lang_System___loadLibrary,perm_com_android_vending_BILLING,n_api_calls,n_receivers,suspicious_Ldalvik_system_PathClassLoader_,n_activities,n_used_permissions,perm_android_permission_ACCESS_FINE_LOCATION,n_providers,intent_android_intent_action_SEND,perm_android_permission_READ_EXTERNAL_STORAGE,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getExternalStorageDirectory,suspicious_getPackageInfo,suspicious_Cipher,intent_android_intent_action_MAIN,suspicious_getSystemService,label
0,0,1,0,0,0,1,21,4,0,0,0,0,0,0,19,0,1,3,7,0,2,0,1,0,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,1,1,1,1,0,1,23,5,0,0,0,0,1,1,19,1,0,6,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,22,3,0,0,0,0,0,0,18,0,1,5,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,1,1,0,0,1,22,5,0,0,0,0,1,0,18,0,1,5,9,1,0,0,0,0,1,1,1,1,1,0
0,0,1,1,1,0,1,22,3,0,0,0,0,1,0,20,1,1,2,11,0,1,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,22,5,0,0,0,0,0,0,19,0,1,3,10,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,23,2,0,0,0,0,1,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,22,2,0,0,0,0,0,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,21,5,0,0,0,0,0,0,19,0,1,4,9,1,0,0,0,1,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,1,0,1,0,1,20,4,0,0,0,0,0,0,18,0,1,4,7,0,0,0,0,0,1,1,1,1,1,0
0,0,1,1,1,0,1,22,4,0,0,1,0,1,0,21,0,0,5,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,22,2,0,0,0,0,0,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,2,0,0,0,0,1,0,19,0,1,3,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,1
0,1,0,0,1,0,1,24,3,0,0,0,0,0,0,19,0,1,3,9,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,22,5,0,0,0,0,0,0,19,0,1,3,10,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,22,3,0,0,0,0,1,0,20,0,1,5,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,23,2,0,0,0,0,1,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,21,4,0,0,0,0,1,0,20,0,1,5,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,3,0,0,0,0,1,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,19,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,0,1,0,0,0,1,23,4,0,0,0,0,0,0,20,1,1,2,9,0,2,1,0,0,1,1,1,1,1,0
0,1,0,0,0,0,1,22,4,0,0,0,0,0,1,20,0,1,2,9,0,1,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,22,5,0,0,0,0,0,0,18,0,1,4,7,1,0,0,0,1,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,22,3,0,0,0,0,0,0,20,0,0,4,6,0,0,0,0,0,1,1,1,1,1,0
0,0,1,1,0,0,1,24,4,0,0,0,0,1,1,18,0,1,4,8,0,1,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,2,0,0,0,0,1,0,19,0,1,3,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,21,4,0,0,0,0,1,1,18,1,1,4,10,0,1,0,0,0,1,1,1,1,1,0
0,0,1,0,1,0,1,23,3,0,0,1,0,0,0,21,0,1,3,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,22,2,0,0,0,0,0,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,1
0,1,0,1,1,0,1,24,3,0,0,0,0,1,0,20,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,1,0,1,1,0,1,20,4,0,0,0,0,1,0,21,1,1,3,9,0,1,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,0,0,1,22,4,0,0,0,0,0,1,20,0,1,2,9,0,1,0,0,0,1,1,1,1,1,0
0,0,1,0,1,0,1,22,5,0,0,0,0,0,0,20,0,0,2,6,0,0,0,1,0,0,1,1,1,1,0
2,0,0,0,0,0,1,22,5,0,0,0,0,0,0,19,0,1,4,9,1,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,2,0,0,0,0,1,0,19,0,1,3,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,23,3,0,0,0,0,1,0,21,0,1,2,9,0,0,0,0,0,1,1,1,1,1,0
0,1,0,0,0,0,1,22,4,0,0,0,0,0,1,20,0,1,2,9,0,1,0,0,0,1,1,1,1,1,1
0,0,0,0,1,0,1,22,2,0,0,0,0,0,0,18,0,1,2,7,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,18,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,23,2,0,0,0,0,0,0,19,0,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,22,4,0,0,0,0,0,0,21,0,1,3,9,0,1,0,0,0,1,1,1,1,1,0
0,1,0,0,0,0,1,22,4,0,0,0,0,0,1,20,0,1,2,9,0,1,0,0,0,1,1,1,1,1,0
0,1,1,1,1,0,1,21,6,0,0,0,0,1,1,21,2,1,3,9,0,1,0,0,0,1,1,1,1,1,0
1,0,0,0,1,0,1,21,4,0,0,0,1,0,0,21,1,1,4,9,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,21,2,0,0,0,0,0,0,18,0,1,2,8,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,2,0,0,0,0,1,0,19,0,1,2,8,0,0,0,0,0,1,1,1,1,1,1
1,0,0,1,1,0,1,21,2,0,0,0,0,1,0,19,0,1,2,10,0,1,0,0,0,1,1,1,1,1,0
1,0,0,0,1,0,1,21,4,0,0,0,0,0,0,19,0,1,5,9,0,0,0,0,0,1,1,1,1,1,0
0,0,1,0,1,0,1,24,3,0,0,0,0,0,0,19,0,0,5,9,0,0,0,0,0,1,1,1,1,1,0
3,0,1,0,0,0,1,22,6,0,1,0,0,0,0,19,2,1,4,8,1,0,0,0,0,1,1,1,1,1,0
0,0,1,1,0,0,1,24,5,0,0,0,0,1,1,19,0,1,4,8,0,1,0,0,0,1,1,1,1,1,0
0,0,0,1,0,0,1,20,2,0,0,0,0,1,0,19,0,1,3,7,0,0,0,0,0,1,1,1,1,1,0
0,0,1,1,0,0,1,24,5,0,0,0,0,1,1,19,0,1,4,8,0,1,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,21,2,0,0,0,0,0,0,18,0,1,2,8,0,0,0,0,0,1,1,1,1,1,0
