perm_android_permission_GET_TASKS,suspicious_getSubscriberId,perm_android_permission_SEND_SMS,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getCellLocation,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_READ_SMS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_WRITE_SETTINGS,suspicious_sendTextMessage,suspicious_getWifiState,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,n_permissions,perm_android_permission_KILL_BACKGROUND_PROCESSES,intent_com_baidu_location_service_v2_2,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_READ_PHONE_STATE,intent_com_phonemetra_turbo_launcher_icons_ACTION_PICK_ICON,intent_com_gridappsinc_launcher_theme_apk_action,intent_com_gtp_nextlauncher_theme,intent_com_lge_launcher2_THEME,n_activities,intent_android_intent_action_USER_PRESENT,intent_com_google_android_c2dm_intent_REGISTRATION,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,0,0,0,0,1,0,0,0,0,14,0,1,0
1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,24,1,0,0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,0,0,0,0,1,0,0,0,0,14,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,1,1,0,0,0,0,19,0,0,0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,27,0,0,1,1,1,0,0,0,0,25,1,0,0
1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,17,0,0,0,0,1,0,0,0,0,24,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,11,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,1,0,0,0,0,29,0,0,0
0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,21,0,0,0,0,1,0,0,0,0,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,1,1,1,1,10,0,0,0
1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,21,0,0,1,1,1,0,0,0,0,14,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,28,0,0,1,0,1,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,11,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,4,0,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,23,0,0,1
1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,19,0,0,0,0,1,0,0,0,0,11,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,0,0,0,0,1,0,0,0,0,11,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,18,0,0,0
0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,12,0,0,0,1,1,0,0,0,0,10,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,21,0,0,0,0,1,0,0,0,0,12,0,0,0
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,11,0,0,1,0,1,0,0,0,0,12,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,21,0,0,0,0,1,0,0,0,0,12,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,28,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,28,0,1,0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,19,0,0,0,0,1,0,0,0,0,11,1,1,0
0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,19,0,0,0,1,1,0,0,0,0,18,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18,0,0,1,0,1,0,0,0,0,18,1,0,0
0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,18,0,0,0,0,1,0,0,0,0,7,0,0,0
0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,18,0,0,0,0,1,0,0,0,0,7,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,1,0,0,0,0,6,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,15,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,0,5,0,1,0
1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,18,0,0,0,1,1,0,0,0,0,21,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,4,0,1,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,22,0,0,0,0,0,0,0,0,0,3,0,0,0
1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,13,0,0,0,1,1,0,0,0,0,22,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,1,0,0,0,0,12,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,7,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,9,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,20,0,0,0,0,1,0,0,0,0,26,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,15,0,0,0
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,25,0,0,0,1,1,0,0,0,0,24,1,0,0
1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,16,0,0,0,0,1,0,0,0,0,28,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,14,0,0,1,0,1,0,0,0,0,22,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,6,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,6,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,18,0,0,0
