perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,suspicious_Base64,suspicious_Cipher,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,suspicious_getDeviceId,suspicious_Ljava_lang_System___load,suspicious_getSystemService,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_PACKAGE_ADDED,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_USER_PRESENT,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,suspicious_system_bin_su,intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,label
0,0,2,0,18,11,4,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,279,23,12,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,2,0,42,17,7,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,0,0,16,6,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,12,0,22,21,8,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,5,0,0,0,0
0,0,2,0,19,18,7,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,147,30,10,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,16,1,0,0,0
0,0,2,0,25,19,9,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,18,15,6,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,43,19,8,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,37,0,123,41,17,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,11,1,0,0,0
0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,31,32,13,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,140,35,14,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,13,0,0,0,0
0,0,7,0,51,7,4,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,28,0,29,20,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,5,0,16,18,7,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,130,66,29,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,17,0,0,0,0
1,1,13,1,0,9,5,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0
0,0,9,0,9,15,7,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,4,0,0,0,0
0,0,3,0,2,17,7,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,23,25,10,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1
0,0,10,0,27,22,8,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,0,0
0,0,4,0,33,26,8,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,43,26,14,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,5,0,0,0,1
0,0,2,0,27,22,8,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,13,0,33,12,5,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
0,0,4,0,17,14,7,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,26,27,11,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,107,19,8,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,18,0,0,0,0
0,0,13,0,45,14,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0
0,0,5,0,11,19,8,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,14,3,3,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,6,0,0,0,0
1,1,48,1,3,4,3,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,8,1,0,0,0
0,0,12,0,74,28,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,5,1,0,1,0
0,0,4,0,1,11,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,10,0,27,13,6,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,7,0,0,0,0
0,0,2,0,8,5,4,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,21,20,8,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,130,23,11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,10,0,1,1,0
0,0,5,0,10,29,8,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,44,14,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0
0,0,11,0,61,20,8,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,6,0,0,0,0
1,0,10,0,81,25,12,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,10,0,0,0,0
0,0,5,0,30,21,8,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,6,5,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,26,21,9,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,128,14,6,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0
0,0,4,0,22,4,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
1,0,15,0,183,22,11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0,0
0,0,7,0,16,23,11,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,3,0,10,21,9,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,1,53,40,10,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,35,24,10,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,0
0,0,23,0,49,22,10,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
0,0,9,0,29,19,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
0,0,2,0,24,19,10,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4,0,33,26,8,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,8,0,5,6,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,50,22,12,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,13,0,0,0,0
0,0,4,0,35,9,4,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,29,27,12,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
1,0,17,0,56,24,15,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,6,0,0,1,0
0,0,4,0,32,20,11,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,13,0,58,38,13,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,10,0,0,0,0
0,0,5,0,27,22,9,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0
1,1,11,0,10,26,9,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1
0,0,2,0,15,12,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,21,19,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,17,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,3,0,1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,21,1,30,30,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
0,0,3,0,4,18,8,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,12,11,5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
