intent_android_net_wifi_WIFI_STATE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_sendTextMessage,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_ACCESS_FINE_LOCATION,suspicious_getSimCountryIso,perm_android_permission_ACCESS_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,intent_android_app_action_DEVICE_ADMIN_ENABLED,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_PHONE_STATE,n_activities,perm_android_permission_SEND_SMS,suspicious_Landroid_telephony_SmsMessage___getMessageBody,n_providers,n_urls,n_services,perm_android_permission_RECEIVE_SMS,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_USER_PRESENT,suspicious_setWifiEnabled,suspicious_getSystemService,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ldalvik_system_DexClassLoader_,suspicious_Base64,label
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,67,0,0,1,62,4,0,1,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,48,0,0,5,68,13,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7,0,0,1,45,6,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,35,0,0,3,52,9,0,1,0,0,1,0,0,1,1
0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,13,6,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,14,0,0,5,66,9,0,1,0,0,1,0,1,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,72,0,0,0,35,1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,0,0,1,29,2,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,2,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,2,29,4,0,1,0,0,1,0,1,1,1
0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,90,0,0,4,68,32,0,0,1,1,1,1,1,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0,0,1,48,10,0,1,0,0,1,0,1,1,1
0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,7,1,0,0,0,12,1,0,1,0,0,1,1,0,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,6,0,0,2,50,13,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,19,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,30,3,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,40,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,11,1,0,1,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,1,1,49,0,0,0,0,0,1,0,1,1,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14,0,0,4,56,4,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,78,0,0,1,33,4,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,18,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,36,3,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,32,2,0,0,0,0,1,0,1,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,11,0,0,3,24,8,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,17,3,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30,0,0,2,41,7,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,33,1,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,7,0,0,3,22,7,0,1,0,0,1,0,0,1,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,73,0,0,2,0,6,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,16,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,17,0,0,0,1,2,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,8,0,0,0,29,5,0,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,5,58,10,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0,0,4,15,6,0,1,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,4,44,9,0,1,0,0,1,0,0,1,0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,38,0,0,3,79,7,0,1,0,0,1,1,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,3,6,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,6,0,0,5,24,7,0,1,0,0,1,0,0,1,0
0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,104,0,0,5,133,9,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,3,27,11,0,1,0,0,1,0,1,1,0
0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,9,0,0,2,57,5,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,8,0,0,3,77,7,0,1,0,0,1,0,0,1,0
0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,7,1,0,0,0,12,1,0,1,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,2,42,2,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,70,0,0,0,118,7,0,1,0,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,1,65,1,0,0,0,0,1,1,1,1,0
0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,51,0,0,6,113,14,0,1,0,0,1,0,1,1,0
0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,28,0,0,4,132,23,0,1,0,0,1,0,1,1,0
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,30,0,0,2,69,10,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,24,1,0,0,0,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,20,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0,47,2,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,20,0,0,3,44,8,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,0,0,3,83,10,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,8,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,27,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,40,1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,15,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,8,0,0,0,27,6,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,31,1,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,1,0,1,1,0
