intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_REMOVED,n_api_calls,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_GET_TASKS,intent_cryopiggy_start,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_QUICKBOOT_POWERON,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_COARSE_LOCATION,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_PACKAGE_REPLACED,intent_android_app_action_DEVICE_ADMIN_ENABLED,intent_android_intent_action_ACTION_POWER_CONNECTED,intent_android_intent_action_EXTERNAL_APPLICATIONS_AVAILABLE,perm_android_permission_CHANGE_NETWORK_STATE,n_urls,n_activities,n_receivers,n_services,n_used_permissions,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_VIEW,label
0,0,0,0,0,19,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,86,11,5,9,8,1,1,1,0
0,0,0,0,0,10,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24,19,4,3,6,1,0,0,0
0,0,0,0,0,32,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,63,13,5,9,12,1,1,0,0
0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,1,7,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,5,1,0,0,0
0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,1,0,6,0,0,0,0
0,0,0,0,0,56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,56,4,9,17,1,0,1,0
0,0,0,0,0,19,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,9,3,6,10,7,1,0,0,0
0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,9,0,0,0,0
1,1,0,1,1,18,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,8,11,2,8,6,0,0,0,0
0,0,0,0,0,28,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,46,16,4,9,10,1,1,1,0
0,1,0,0,1,26,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,78,37,9,3,11,0,1,0,0
0,1,0,0,1,22,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,32,11,2,1,11,0,0,0,0
0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,1,0,8,0,0,0,0
0,0,0,0,0,28,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,133,51,8,12,9,1,1,1,0
0,0,0,0,0,36,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,98,36,5,8,11,1,1,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,1,0
1,0,0,0,0,22,4,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,89,52,7,11,10,1,1,1,0
0,0,0,0,0,23,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,48,19,1,6,9,1,0,1,0
0,0,0,0,0,12,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,132,18,7,10,7,1,1,0,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,6,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0,9,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,33,76,4,11,5,1,1,1,0
1,0,0,0,0,23,6,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,48,13,14,10,9,1,1,0,0
0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,1,0,12,0,0,0,0
0,0,0,0,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,6,4,5,10,1,1,1,0
0,0,0,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,9,2,3,10,0,1,1,0
0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,8,0,0,1,0
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,1,7,0,0,0,0
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,5,0,0,0,1
0,0,0,0,0,26,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,50,33,3,9,14,1,1,1,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,19,0,0,9,0,0,0,0
1,0,1,0,0,13,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,7,6,5,6,4,0,1,0,1
0,0,0,0,0,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,7,5,6,7,1,1,1,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,6,0,0,0,0
0,0,0,0,0,17,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,31,11,7,10,6,1,1,0,0
0,0,0,0,0,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,2,3,13,1,0,0,0
1,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,6,1,8,0,0,0,0
0,0,0,0,0,26,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,45,20,8,15,13,1,1,0,0
0,0,0,0,0,22,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,58,14,4,9,9,1,1,1,0
0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,9,0,0,0,0
0,0,0,0,0,21,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52,21,4,8,8,1,0,1,0
0,0,0,0,0,18,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,71,15,6,12,7,1,1,1,0
0,0,0,0,0,32,5,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,202,64,12,16,11,1,1,1,0
0,0,0,0,0,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,26,4,5,11,1,1,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,6,0,0,0,0
0,0,0,0,0,43,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,146,16,1,1,11,0,0,1,0
0,0,0,0,0,7,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,586,710,3,8,6,1,1,0,0
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,4,12,0,0,0,0,0
0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,1,8,0,0,0,1
0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,11,0,0,7,0,0,1,0
0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,4,0,0,9,0,0,0,0
0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0
0,0,0,0,0,14,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,47,6,7,5,1,0,1,0
0,0,0,0,0,23,4,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,124,10,6,10,10,1,1,0,1
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,8,0,0,0,0
1,1,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,1,1,7,0,0,0,0
0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,9,2,1,6,0,0,0,1
0,0,0,0,0,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,5,4,2,9,1,1,0,0
1,0,1,0,0,34,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,41,37,10,23,16,1,1,0,0
0,0,0,0,0,30,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44,22,8,10,11,1,1,1,0
0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,4,4,6,0,0,0,0
0,0,0,0,0,25,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,27,7,5,12,13,1,0,0,1
0,0,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,24,2,6,5,1,0,0,0
0,0,0,0,0,21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,53,43,2,3,10,1,0,1,0
0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,13,0,0,0,0
0,0,0,0,0,19,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,62,22,5,9,7,1,1,1,0
0,0,0,0,0,25,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,72,10,6,10,11,1,1,1,0
0,0,0,0,0,45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,1,3,13,1,0,0,0
0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,8,0,0,0,0
1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,116,15,24,0,0,0,1,0
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0
0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,0,0,11,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,1,2,10,1,0,0,0
0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,1,2,7,1,0,0,0
0,0,0,0,0,28,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,59,16,4,9,11,1,0,0,0
