n_urls,n_api_calls,perm_android_permission_READ_PHONE_STATE,n_activities,suspicious_getDeviceId,suspicious_getExternalStorageDirectory,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getSubscriberId,suspicious_Ldalvik_system_DexClassLoader_,n_providers,suspicious_sendTextMessage,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_System___loadLibrary,suspicious_getPackageInfo,n_services,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_VIEW,n_receivers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_SET_WALLPAPER,n_permissions,perm_android_permission_SEND_SMS,perm_android_permission_FLASHLIGHT,intent_com_google_android_gms_measurement_UPLOAD,intent_show_lock_set_email,perm_android_permission_READ_CELL_BROADCASTS,label
26,8,1,9,1,1,6,1,0,1,2,0,0,0,0,0,1,3,0,1,0,3,1,0,9,0,0,0,0,0,0
17,15,0,7,0,1,6,1,0,1,0,0,0,1,0,1,1,3,1,1,0,4,1,0,19,0,0,0,0,0,1
52,9,0,17,0,1,4,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
40,34,0,2,1,1,15,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0
124,45,0,13,1,1,16,1,1,0,5,0,0,1,1,1,1,9,0,1,1,5,1,0,14,0,0,0,0,0,0
63,48,1,24,1,1,13,1,1,1,1,0,0,1,0,1,1,14,0,0,0,12,1,0,44,1,0,1,0,0,0
17,16,0,5,1,1,8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
16,20,1,2,1,1,8,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0
32,20,0,11,1,1,9,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0
49,34,0,17,1,1,12,1,0,1,0,0,0,0,1,0,1,5,0,0,0,3,0,1,7,0,0,0,0,0,0
73,23,0,18,1,1,9,1,0,1,1,0,0,0,1,0,1,18,0,1,1,9,1,0,30,0,0,0,0,0,1
103,31,0,14,1,1,14,1,0,0,6,0,0,1,1,1,1,12,0,1,0,13,1,0,9,0,0,0,0,0,0
33,12,1,11,1,1,5,1,0,1,1,0,0,0,0,0,1,2,0,0,0,2,1,0,13,0,0,1,0,0,0
27,11,0,12,1,1,5,1,0,0,3,0,1,1,1,1,1,9,1,1,1,9,1,0,11,0,0,0,0,0,0
5,11,0,4,0,1,4,1,0,0,0,0,0,0,1,0,1,3,0,1,0,4,1,0,21,0,0,0,0,0,0
6,19,0,3,1,1,8,1,0,0,0,0,0,0,0,0,1,6,0,0,0,3,0,0,4,0,0,0,0,0,0
41,23,0,15,1,1,12,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
34,20,0,2,1,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,30,1,8,1,1,9,1,0,1,1,0,0,1,0,1,1,3,0,0,1,2,0,0,13,0,0,0,0,0,1
21,18,0,3,1,1,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,14,0,18,1,1,7,1,0,0,2,0,0,0,0,0,1,7,0,1,1,3,1,0,6,0,0,1,0,0,1
59,43,1,13,1,1,12,1,0,1,1,0,0,1,0,1,1,3,0,0,0,6,1,0,12,0,0,1,0,0,0
188,71,1,142,1,1,16,1,1,0,1,0,0,1,0,1,1,9,0,0,1,5,0,0,39,1,1,0,0,0,1
94,1,0,7,1,0,1,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0
9,19,0,5,0,1,6,1,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,4,0,0,0,0,0,0
54,21,1,24,1,1,7,1,0,1,3,0,0,0,1,0,1,11,1,1,1,6,1,0,16,0,0,0,0,0,0
37,34,1,17,1,1,11,1,1,0,2,0,0,1,0,1,1,5,0,0,1,4,0,0,19,0,0,0,0,0,0
51,21,1,16,1,1,7,1,0,1,1,0,0,0,1,0,1,6,0,1,0,5,1,0,10,0,0,0,0,0,0
19,19,0,5,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
62,26,0,16,1,1,11,1,0,1,2,0,0,1,1,1,1,3,0,0,0,0,0,1,10,0,0,0,0,0,0
78,24,0,10,1,1,11,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0
15,18,0,7,1,1,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
21,18,0,4,1,1,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
18,19,1,4,1,1,7,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,12,0,0,0,0,0,0
20,22,0,5,1,1,8,1,0,0,4,0,0,0,1,0,1,6,0,1,0,4,1,0,5,0,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,26,1,8,1,1,12,1,0,1,0,0,1,1,0,1,1,3,0,0,0,3,0,0,20,0,0,0,0,0,1
23,18,0,3,0,1,8,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
9,19,0,3,0,1,8,1,0,0,1,0,0,0,1,0,1,10,0,1,0,6,1,0,25,0,0,0,0,0,1
1,16,0,2,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
48,29,0,6,1,1,11,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
9,5,0,5,0,1,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
38,14,0,7,1,1,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
119,38,0,43,1,1,12,1,1,1,3,0,0,1,1,1,1,12,0,1,0,5,1,0,7,0,0,0,0,0,0
26,17,1,10,0,1,7,1,0,1,0,0,0,1,0,1,1,3,0,1,1,6,1,0,16,0,1,0,0,0,0
80,29,0,18,1,1,12,1,0,1,1,0,0,1,1,1,1,14,0,1,0,12,1,0,26,0,0,0,0,0,1
6,13,0,4,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4,1,1,7,1,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0
118,14,0,70,1,1,6,1,0,1,0,0,0,0,0,0,1,7,0,1,1,5,1,0,12,0,0,0,0,0,0
35,26,0,2,1,1,10,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0
167,26,1,53,1,1,10,1,1,1,2,0,0,1,1,1,1,13,0,1,1,9,1,0,17,0,0,0,0,0,0
34,19,0,9,1,1,7,1,0,0,2,0,0,0,0,0,1,8,0,1,0,7,1,0,9,0,0,1,0,0,0
1,6,1,1,0,1,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
36,27,0,7,1,1,14,1,0,1,2,0,0,0,1,0,1,5,0,1,1,5,1,0,7,0,0,0,0,0,0
25,19,0,2,0,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
18,15,0,6,0,1,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0
2,13,0,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
113,14,1,39,1,1,7,1,0,1,3,0,0,1,1,1,1,13,0,1,1,7,1,0,19,0,0,1,0,0,0
58,42,1,8,1,1,12,1,0,1,1,0,0,1,0,1,1,7,0,1,1,5,1,0,17,0,0,0,0,0,0
23,21,0,10,1,1,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,7,0,0,0,0,0,0
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,15,0,5,1,1,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0
13,21,1,5,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
116,44,0,43,1,1,16,1,0,1,0,0,0,1,0,1,1,1,1,0,1,2,0,0,11,0,0,0,0,0,0
31,6,0,10,1,1,5,1,0,1,1,0,0,0,1,0,1,2,0,1,0,4,1,1,6,0,0,0,0,0,0
36,20,0,3,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1
28,15,0,10,1,1,6,1,0,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,6,0,0,0,0,0,0
1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
10,18,0,4,1,1,7,1,0,0,0,0,0,0,1,0,1,3,0,1,0,4,1,0,17,0,0,0,0,0,0
146,17,1,116,1,1,8,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,11,0,0,0,0,0,0
