intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_ACTION_POWER_CONNECTED,n_api_calls,intent_android_intent_action_QUICKBOOT_POWERON,n_providers,n_used_permissions,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_SEND_SMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,n_urls,n_permissions,n_services,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_NFC,perm_android_webkit_permission_PLUGIN,intent_android_intent_action_DOWNLOAD_COMPLETE,label
0,0,0,0,0,0,0,26,0,2,14,0,1,0,0,1,0,0,0,1,1,1,0,56,8,7,0,0,0,0,0
0,0,0,0,1,0,0,20,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0
0,0,0,0,0,1,0,15,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,43,15,1,0,0,0,0,0
0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,0,0,0,0,0
0,0,0,0,1,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0
0,0,0,0,0,1,1,19,0,1,7,1,1,0,0,1,0,0,1,1,1,1,1,62,12,8,1,0,0,0,1
0,0,0,0,0,0,0,26,0,1,10,0,1,0,0,1,0,0,1,1,0,1,1,55,7,5,1,0,0,0,0
0,0,0,0,0,0,0,22,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,43,9,2,1,0,0,0,0
0,0,0,0,1,0,0,23,1,1,9,0,0,0,0,1,0,0,1,0,1,0,0,59,7,11,1,0,0,0,0
0,0,0,0,0,0,0,22,0,1,7,0,1,0,0,1,0,0,1,1,1,1,1,57,15,6,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,43,9,2,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,43,9,2,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,43,9,2,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,43,9,2,1,0,0,0,0
0,0,0,0,0,0,0,27,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0
0,0,0,0,0,1,0,21,0,3,11,0,1,0,0,1,0,0,0,1,1,1,0,42,11,4,0,0,0,0,0
1,1,0,0,1,1,0,15,0,1,6,0,1,0,0,0,0,0,0,1,0,0,0,47,13,3,0,0,0,0,1
0,0,0,0,0,0,0,20,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,3,10,0,1,0,0,1,0,0,0,1,1,1,0,45,7,7,0,0,0,0,0
0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,41,8,1,1,0,0,0,0
0,0,0,0,0,0,0,9,0,2,6,0,0,0,0,1,0,0,0,0,1,0,0,41,5,2,0,0,0,0,0
0,0,0,0,0,0,0,25,0,2,12,0,0,0,0,1,0,0,1,0,1,0,0,62,6,3,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,0,0,0,22,1,2,8,0,1,0,0,1,0,0,1,1,0,1,1,47,10,8,1,0,0,0,0
0,0,0,0,1,0,0,22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,2,9,0,1,0,0,1,0,0,0,1,1,1,0,40,6,4,0,0,0,0,0
0,0,0,0,0,0,0,7,0,2,6,0,1,0,0,1,0,0,0,1,1,1,1,43,7,7,0,0,0,0,0
0,0,0,0,0,0,0,25,0,3,15,0,1,0,0,1,0,0,0,1,1,1,0,47,10,6,0,0,0,0,0
0,0,0,0,1,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,1
0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,9,1,0,0,0,0,1
0,0,0,0,0,1,0,11,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,45,16,2,0,0,0,0,1
0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0
0,0,0,0,0,0,0,14,1,1,6,0,1,0,0,0,0,0,1,1,1,0,0,49,19,7,1,0,0,0,0
0,0,0,0,0,0,0,24,1,1,11,0,0,0,0,1,0,0,1,1,0,0,0,55,14,6,1,0,0,0,0
0,0,0,0,0,0,0,23,1,2,10,0,1,0,0,1,0,0,1,1,0,1,1,48,9,8,1,0,0,0,0
0,0,0,0,0,0,0,14,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,39,7,2,0,0,0,0,0
0,1,0,0,0,1,0,13,0,1,5,0,1,0,0,1,0,0,1,1,1,0,0,60,14,2,1,0,0,0,0
0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0
0,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,1
0,0,0,0,0,0,0,16,0,1,7,0,0,0,0,1,0,0,0,0,1,0,0,42,2,4,0,0,0,0,0
0,0,0,0,1,0,0,28,0,1,11,0,1,0,0,1,0,0,0,1,1,1,0,49,6,4,0,0,0,0,0
0,0,0,0,0,0,0,23,0,2,10,0,1,0,0,0,0,0,0,1,1,0,0,45,15,2,0,0,0,0,0
0,0,0,0,0,0,0,24,0,2,10,0,1,0,0,1,0,0,1,1,1,1,0,43,8,6,1,0,0,0,0
0,0,0,0,0,0,0,16,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,42,3,1,0,0,0,0,0
0,0,0,0,0,1,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,11,1,0,0,0,0,0
0,1,0,0,0,0,1,25,0,1,10,1,1,0,0,1,1,0,1,1,1,1,0,59,10,8,1,0,0,0,1
0,1,0,0,0,0,1,25,0,1,10,1,1,0,0,1,1,0,1,1,1,1,0,59,10,8,1,0,0,0,1
0,0,0,0,0,0,0,15,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,50,14,2,1,0,0,0,0
0,0,0,0,0,0,0,20,0,0,11,0,0,0,0,1,0,0,1,1,0,0,0,40,7,1,1,0,0,0,0
0,0,0,0,0,0,0,21,0,2,12,0,0,0,0,1,0,0,0,0,0,0,0,41,6,1,0,0,0,0,0
0,0,0,0,0,1,0,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,13,3,0,0,0,1,1
0,0,0,0,0,0,0,22,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0
0,0,0,0,0,1,0,22,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,42,11,0,0,0,0,0,1
0,0,0,0,0,1,0,24,0,3,15,0,1,0,0,1,0,0,0,1,1,0,1,47,13,5,0,0,0,0,0
0,1,0,0,0,0,0,14,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,66,6,4,1,0,0,0,0
0,0,0,0,0,0,0,24,1,1,10,0,1,0,0,1,0,0,1,1,1,1,0,63,9,3,1,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,44,8,1,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,44,8,1,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,44,8,1,0,0,0,0,0
0,0,0,0,0,1,0,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0
0,0,0,0,0,0,0,28,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,53,5,2,0,0,0,0,0
0,0,0,0,0,0,0,22,0,2,9,0,1,0,0,1,0,0,1,1,1,1,0,44,11,6,1,0,0,0,0
0,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,1
0,0,0,0,0,0,0,27,0,1,7,0,1,0,0,1,0,0,0,1,0,0,0,44,10,4,0,0,0,0,0
0,0,0,0,0,1,0,13,0,1,7,0,1,0,0,0,0,0,0,1,1,0,0,43,12,3,0,0,0,0,0
0,0,0,0,0,0,0,15,0,2,7,0,1,0,0,1,1,0,0,1,1,1,1,66,11,7,0,0,0,0,0
0,0,0,0,1,0,0,20,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,61,2,2,0,0,0,0,0
0,0,0,0,0,0,0,23,0,3,9,0,1,0,0,1,0,0,0,1,0,1,1,48,13,6,0,0,0,0,0
0,0,0,0,0,0,0,12,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0
0,0,0,0,0,0,0,14,1,1,6,0,1,0,0,0,0,0,1,1,1,0,0,49,20,6,1,0,0,0,0
0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,1,5,0,1,0,0,1,0,0,0,1,1,1,1,66,8,7,0,0,0,0,0
