perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_SEND_SMS,perm_com_android_browser_permission_WRITE_HISTORY_BOOKMARKS,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_sendTextMessage,perm_android_permission_READ_LOGS,suspicious_getCellLocation,n_api_calls,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_permissions,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_PACKAGE_INSTALL,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_WRITE_SMS,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PHONE_STATE,perm_com_google_android_c2dm_permission_RECEIVE,n_providers,n_services,intent_aspire_iap_SMS_SEND_ACTIOIN,label
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,1,12,0,1,0,0,0,0,0,1,0,7,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,8,0,1,0,0,0,0,0,0,1,4,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,27,0,7,0,0,0,1,0,0,0,1,4,16,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19,1,23,0,0,0,1,0,0,0,1,2,6,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,6,0,0,0,1,0,0,0,1,3,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,1,16,0,0,0,0,0,0,0,1,1,5,0,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,39,1,11,0,1,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,1,11,0,0,0,0,0,0,0,1,7,6,0,0
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33,1,10,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26,0,11,0,0,0,1,0,0,0,1,3,10,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,1,10,0,0
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,24,1,15,0,1,0,1,0,0,0,1,7,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,32,0,23,0,0,0,0,0,0,0,1,0,3,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,17,1,28,0,0,0,0,0,0,0,1,0,5,0,0
1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,61,1,26,1,1,0,0,0,1,0,0,1,12,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18,0,8,0,1,0,1,0,0,0,1,1,8,0,0
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27,1,16,0,0,0,1,0,0,0,1,3,7,0,0
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,59,1,145,1,1,0,0,1,1,0,1,9,19,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22,1,9,0,0,0,1,0,0,0,1,2,8,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,1,15,0,1,0,1,0,1,0,1,1,6,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,6,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24,0,17,0,1,0,0,0,0,0,1,0,3,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,1,6,0,0,0,1,0,0,0,1,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,0,0,0,0,0,0,0,0,2,1,0,0
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,28,0,12,0,1,0,1,0,0,0,1,7,10,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,1,9,0,0,0,1,0,0,0,1,1,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,9,0,1,0,1,0,0,0,1,2,3,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30,1,13,0,1,0,0,0,0,0,1,2,3,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,0,21,0,0,0,1,0,0,0,1,1,6,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,1,18,1,1,0,0,0,1,0,0,2,10,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,66,1,34,1,1,0,0,0,1,0,0,2,24,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,1,9,0,0,0,1,0,0,0,1,2,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,6,0,1,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,9,0,1,0,0,0,0,0,0,0,2,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,1,6,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,15,0,1,0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25,1,31,0,1,0,1,0,0,0,1,3,9,0,0
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,1,7,0,1
1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,43,1,1,0,0,1,1,0,0,0,13,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20,1,16,0,1,0,1,0,0,0,1,2,8,0,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,36,1,6,0,0,0,0,0,0,0,0,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,8,0,1,0,1,0,0,0,1,2,3,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,1,4,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,1,15,0,0,0,1,0,0,0,1,1,6,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,8,0,0,0,0,0,0,0,0,2,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31,1,14,0,1,0,0,0,0,0,1,1,4,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,1,8,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,0,9,0,1,0,1,0,0,0,1,1,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,12,0,1,0,0,0,0,0,1,1,3,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,25,0,1,0,0,0,0,0,1,2,3,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,0,7,0,0,0,1,0,0,0,1,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,1,5,0,1,0,0,0,0,0,0,0,1,0,0
