n_api_calls,intent_android_intent_action_PACKAGE_ADDED,suspicious_getExternalStorageDirectory,n_activities,suspicious_getDeviceId,n_permissions,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,suspicious_Ljava_lang_System___load,n_used_permissions,n_providers,intent_android_net_wifi_WIFI_STATE_CHANGED,n_receivers,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_Ldalvik_system_PathClassLoader_,n_services,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ljava_lang_System___loadLibrary,perm_com_android_vending_BILLING,n_urls,intent_android_net_wifi_STATE_CHANGE,intent_android_intent_action_MEDIA_UNMOUNTED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_ANY_DATA_STATE,label
24,0,1,15,1,5,0,0,0,1,8,0,1,2,1,1,2,0,0,0,0,0,1,0,38,0,0,0,0,0,0
20,0,1,6,1,9,1,0,1,0,9,2,0,3,0,1,4,1,1,0,1,1,0,1,31,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1,4,0,5,0,0,0,0,10,0,0,2,0,1,3,0,0,0,1,0,0,0,23,0,0,0,0,0,0
27,0,1,11,1,10,1,0,0,0,9,1,0,2,0,1,3,0,0,1,1,0,0,0,24,0,0,0,0,0,0
23,0,1,13,1,5,0,0,0,1,10,0,0,2,0,1,1,0,0,1,0,0,1,1,16,0,0,0,0,0,0
8,0,1,1,1,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
15,0,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
19,0,1,21,1,18,1,0,0,1,8,1,0,7,0,1,6,1,1,1,1,1,1,0,46,0,0,0,1,0,0
28,0,1,19,1,5,0,0,0,1,12,2,0,4,0,1,2,0,0,0,0,0,1,1,39,0,0,0,1,0,0
17,0,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,1,19,1,12,0,1,1,0,19,2,0,8,1,1,14,0,1,1,1,1,0,0,55,0,0,0,0,0,0
11,0,1,34,1,9,0,0,0,0,7,0,0,2,0,0,2,0,0,1,0,0,0,0,47,0,0,0,0,0,0
22,0,1,8,0,22,0,0,0,0,7,0,0,2,0,0,3,0,1,0,0,1,0,0,16,0,0,0,0,0,0
27,0,1,19,1,19,0,0,0,0,11,3,0,9,0,0,10,1,1,1,1,1,0,0,83,0,0,1,0,0,0
0,0,0,1,0,19,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,1,13,1,18,0,0,0,0,8,6,0,5,0,1,13,1,1,0,1,1,0,0,54,0,0,0,0,0,0
29,0,1,7,1,4,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
18,0,1,10,1,19,0,0,0,1,9,0,0,8,1,0,4,0,1,1,0,1,1,0,4,0,0,1,0,0,0
32,0,1,67,1,37,0,0,0,1,15,2,0,8,0,1,21,1,1,0,1,1,1,0,152,0,0,0,0,0,0
0,0,0,62,0,46,1,0,1,1,0,2,0,1,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21,0,1,40,1,28,1,0,1,1,11,5,1,9,1,1,9,1,1,1,1,1,1,0,81,1,0,0,1,0,0
0,0,0,11,0,9,1,0,1,1,0,1,0,2,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,0,1,4,0,4,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,1,0,0
17,0,1,2,0,8,0,0,0,0,5,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,1,3,1,3,0,0,0,1,6,0,0,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0
29,0,1,11,1,20,1,1,1,1,10,1,0,0,0,0,2,0,0,0,0,0,1,0,39,0,0,0,1,0,0
25,0,1,9,0,31,0,0,0,0,12,3,0,12,0,1,9,1,1,1,1,1,0,0,40,0,0,0,0,0,0
31,0,1,5,1,11,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0
23,0,1,2,1,8,0,0,0,1,11,1,0,1,0,0,1,0,1,1,0,1,0,0,46,0,0,1,0,0,0
4,0,1,6,1,4,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0
8,0,0,5,1,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,0,1,26,1,15,0,0,0,1,10,0,0,1,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0
13,0,1,20,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1
20,0,1,12,1,11,0,0,0,0,8,1,0,6,0,1,10,1,1,1,1,1,0,0,71,0,0,1,0,0,1
1,0,1,8,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0
17,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,1,6,1,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
32,0,1,145,1,18,0,0,0,1,11,2,0,3,0,0,11,0,1,0,0,1,1,0,174,0,0,1,0,0,0
30,0,1,169,1,29,0,0,1,1,16,5,0,10,0,1,13,1,1,1,1,1,1,1,115,0,0,0,0,0,1
30,0,1,13,1,10,0,0,0,1,12,6,0,4,0,1,7,1,1,0,1,1,1,1,55,0,0,0,0,0,0
21,0,1,5,0,7,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
32,0,1,14,1,26,1,0,0,1,17,5,0,14,0,1,14,1,1,1,1,1,1,1,70,0,0,0,0,0,0
12,0,1,36,1,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0
14,0,1,14,1,30,0,0,0,0,7,4,0,7,0,1,13,1,1,1,1,1,0,0,33,0,0,0,0,0,0
12,0,1,5,1,9,0,0,0,0,6,1,0,1,0,0,1,0,1,1,0,1,0,0,22,0,0,1,0,0,0
12,0,1,1,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,1,45,1,25,1,1,1,1,12,0,0,3,0,0,9,0,0,1,0,0,1,0,81,0,0,0,1,0,0
14,0,1,44,1,15,0,0,0,1,5,3,0,6,0,0,6,0,1,0,0,1,1,0,44,0,0,0,0,0,0
19,0,1,18,1,8,0,0,0,0,8,3,0,8,0,1,10,1,1,0,1,1,0,0,75,0,0,1,0,0,1
19,0,1,6,1,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
29,0,1,5,1,26,1,0,0,1,12,1,0,4,0,1,9,1,1,0,1,1,1,0,45,0,0,0,0,0,1
37,0,1,19,1,20,0,0,0,0,12,3,0,2,0,1,7,0,1,1,0,1,0,0,22,0,0,0,0,0,0
47,0,1,11,1,22,0,0,0,1,12,0,0,5,0,1,5,0,1,1,0,1,1,0,46,0,0,0,0,0,0
21,0,1,3,0,4,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
7,0,1,5,1,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
43,0,1,4,1,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
19,0,1,5,0,4,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,1,0,9,0,0,0,0,0,0
28,0,1,6,1,30,1,0,0,1,11,3,0,6,0,1,6,1,1,1,1,1,1,0,77,0,0,0,0,0,0
17,0,1,116,1,11,0,0,0,0,8,0,0,1,0,0,1,0,1,1,0,1,0,0,146,0,0,1,0,0,0
18,0,1,27,0,4,0,0,0,0,6,0,0,1,0,0,25,0,0,0,0,0,0,0,17,0,0,0,0,0,0
24,0,1,2,1,7,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
17,0,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,0,1,93,1,2,0,0,0,0,7,1,0,1,0,1,2,0,0,0,1,0,0,0,37,0,0,0,0,0,0
17,0,1,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
24,0,1,5,1,12,0,0,0,0,10,3,0,9,1,1,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0
14,0,1,7,0,2,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0
19,0,1,5,1,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
58,0,1,36,1,16,0,1,1,1,15,0,0,3,0,0,1,0,0,1,0,0,1,0,67,0,0,0,0,0,0
31,0,1,13,1,12,0,0,0,1,8,1,0,4,0,1,7,1,1,0,1,1,1,1,53,0,0,1,0,0,1
19,0,1,10,1,15,0,0,0,0,8,1,0,4,0,1,4,1,1,0,1,1,0,0,36,0,0,1,0,0,0
52,0,1,4,1,10,0,0,0,1,15,0,0,5,0,0,3,0,1,0,1,1,0,1,52,0,0,1,0,0,0
