n_permissions,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,suspicious_sendTextMessage,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_SEND_SMS,perm_android_permission_ACCESS_WIFI_STATE,n_receivers,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ldalvik_system_DexClassLoader_,intent_android_intent_action_PHONE_STATE,suspicious_getCellLocation,intent_android_intent_action_USER_PRESENT,perm_android_permission_READ_LOGS,perm_android_permission_INSTALL_PACKAGES,n_api_calls,intent_android_provider_Telephony_SMS_RECEIVED,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_DELETE_PACKAGES,intent_com_amir_nightjar_service_BUFFER_SERVICES,suspicious_Base64,n_activities,n_urls,n_used_permissions,perm_android_permission_RECEIVE_SMS,intent_android_intent_action_MAIN,label
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,5,5,0,1,0
9,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,6,0,0,0,0,1,4,2,4,0,1,1
9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,3,1,5,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,4,5,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,2,3,6,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,10,4,5,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,1,0
4,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,4,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,6,3,4,0,1,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,3,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,5,9,4,0,1,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,4,6,0,1,0
7,0,0,1,2,0,1,0,1,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,1,4,4,3,0,1,0
6,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,11,0,0,0,0,1,2,1,8,0,1,0
2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,6,9,4,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,4,8,2,0,1,0
3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,3,2,6,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,2,3,4,0,1,0
4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,2,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0
9,0,1,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,6,0,1,0,0,1,3,2,3,0,1,1
7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,1,9,4,5,0,1,0
9,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,0,3,0,1,1
2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
8,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,1
9,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,5,1,2,0,1,1
3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1
4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,1
7,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,1,0,1,8,0,0,0,0,1,4,3,3,0,1,1
9,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,2,2,3,0,1,1
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,3,4,0,1,0
9,1,1,1,1,0,1,0,0,0,1,2,1,1,0,0,1,1,0,6,0,1,0,0,1,5,3,4,0,1,1
6,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,5,7,6,0,1,1
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,0,6,5,6,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,2,6,0,1,0
4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,9,1,6,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,6,9,3,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,2,1,6,0,1,0
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,1,3,2,5,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1
4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,9,3,0,1,1
7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,4,4,1,1,1
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,4,4,0,1,0
7,0,0,1,1,0,0,0,1,1,0,2,1,0,1,0,1,0,1,3,0,0,1,0,0,2,0,1,0,1,1
