suspicious_getExternalStorageDirectory,n_urls,n_api_calls,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_activities,suspicious_getDeviceId,n_permissions,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,perm_android_permission_SET_WALLPAPER,n_receivers,perm_android_permission_SEND_SMS,suspicious_sendTextMessage,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSubscriberId,n_services,n_providers,perm_android_permission_CAMERA,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,perm_android_permission_ACCESS_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_GET_TASKS,intent_com_kingroot_common_ACTION_SWITCH_OUT_DESKTOP,intent_android_intent_action_USER_PRESENT,intent_com_excelliance_open_action_fw,intent_android_intent_action_PUSH_NOTIFY_ALARM,label
1,1,1,1,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,17,6,0,2,1,8,0,0,0,4,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,62,34,10,0,28,1,9,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,321,57,20,1,156,1,43,1,1,0,13,0,0,1,1,20,4,1,1,1,1,1,1,1,1,0,0,0,0,0
1,36,32,10,1,4,1,7,1,1,0,5,0,0,0,0,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1,20,19,9,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,155,62,18,0,92,1,32,1,1,1,12,0,0,1,1,9,0,1,1,0,0,0,1,0,1,0,1,0,0,0
1,24,5,4,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,17,7,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,30,10,0,3,1,9,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,51,54,16,0,7,1,4,1,1,0,4,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,3,1,1,0,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,26,12,1,17,1,15,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,71,13,5,1,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,12,5,0,2,0,5,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,37,31,9,0,7,1,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,15,17,7,0,3,1,8,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,34,19,9,0,9,1,14,1,1,0,4,0,0,1,0,8,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,49,32,10,0,7,1,8,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,179,46,15,1,57,1,10,1,1,0,15,0,0,1,0,9,3,0,1,1,0,1,0,1,0,0,0,0,0,0
1,22,4,3,1,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,45,11,1,12,1,16,1,1,0,0,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,34,28,8,0,4,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,22,8,1,27,1,15,1,1,0,13,0,0,1,0,15,3,0,0,1,0,0,1,1,0,0,0,0,0,0
1,87,51,12,0,12,1,8,1,1,0,1,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,14,20,8,1,6,1,18,1,1,0,3,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1,24,14,6,0,13,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,16,6,0,7,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,17,8,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,33,14,7,1,14,1,30,0,0,0,7,0,0,1,0,13,4,1,1,1,1,0,0,1,0,0,0,0,0,0
1,7,39,12,1,11,1,14,1,1,0,11,0,1,1,0,13,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1,49,38,12,0,9,1,18,0,0,0,2,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0
1,71,18,7,1,26,1,11,0,0,0,5,0,0,1,0,11,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1,35,27,8,0,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121,17,8,0,108,1,11,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,10,14,6,0,9,1,11,1,1,0,4,0,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,23,18,6,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35,27,8,1,6,1,18,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,18,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,29,8,0,6,1,16,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,38,24,10,1,3,1,2,0,1,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,23,17,9,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,67,42,13,0,21,1,18,1,1,0,6,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,19,20,7,1,19,1,19,1,1,0,6,0,0,1,0,4,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1,53,27,7,1,21,0,22,1,1,0,7,0,0,1,0,6,1,0,1,1,0,0,1,1,1,0,0,0,0,0
1,25,19,9,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17,5,4,1,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,18,8,1,2,1,5,0,0,0,3,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,63,36,15,1,50,1,6,1,1,0,3,0,0,1,0,9,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1,21,20,9,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,22,8,1,7,1,10,1,1,0,4,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,13,23,12,1,69,1,12,1,1,0,1,0,0,0,0,7,2,1,1,0,0,0,0,1,0,0,0,0,0,1
1,36,27,14,1,7,1,7,0,0,0,5,0,0,0,0,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0
1,70,21,10,0,12,1,8,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,8,5,4,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,25,9,0,2,1,5,1,1,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,29,23,10,1,3,1,20,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
1,6,37,10,0,65,0,14,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,19,18,7,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,176,23,11,0,20,1,9,1,1,0,6,0,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,17,4,3,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,11,6,1,31,1,12,1,1,0,3,0,0,1,0,17,12,0,1,0,1,0,0,1,0,0,0,0,0,0
1,39,27,10,0,3,1,29,1,1,0,5,1,1,1,1,8,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,29,38,11,0,5,1,7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,85,53,14,0,37,1,2,1,1,0,10,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,220,28,13,1,33,1,35,1,1,0,8,1,0,1,1,17,1,1,1,0,1,0,1,0,1,0,1,0,0,0
1,12,20,7,1,4,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,11,26,10,1,66,1,13,1,1,0,1,0,0,1,0,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0
1,10,22,8,1,3,1,14,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,39,14,6,1,13,1,6,0,0,0,7,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,24,18,10,1,4,0,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
