perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,n_activities,n_api_calls,n_used_permissions,perm_android_permission_GET_TASKS,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getDeviceId,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_REMOVED,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_adroid_SERVICE,intent_android_intent_action_USER_PRESENT,n_permissions,suspicious_sendTextMessage,perm_android_permission_KILL_BACKGROUND_PROCESSES,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_providers,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_SET_WALLPAPER,perm_com_google_android_c2dm_permission_RECEIVE,n_urls,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_LOGS,intent_android_intent_action_DOWNLOAD_COMPLETE,suspicious_Base64,label
0,0,9,25,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,29,1,1,0,0,1,0
0,0,73,17,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,65,1,0,0,0,1,0
0,0,11,20,10,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,2,1,0,1,21,1,0,0,0,1,0
0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9,1,0,0,0,1,1
0,0,4,6,5,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,22,1,1,0,0,1,0
0,0,4,20,7,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,1,29,1,1,0,0,1,0
0,0,11,15,6,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,54,1,0,0,0,1,0
1,0,6,29,8,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,0,1,0,1,17,1,0,1,0,1,0
0,0,2,17,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,23,1,0,0,0,1,1
0,0,8,21,7,0,0,1,1,0,0,1,0,0,0,0,24,0,0,0,3,1,0,1,12,0,0,0,0,1,0
0,0,10,28,11,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,52,1,0,0,0,1,0
0,0,1,18,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0
0,0,8,14,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,23,1,0,0,0,1,0
0,0,8,27,10,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,37,1,0,0,0,1,0
0,0,6,20,7,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,1,1,0,0,4,0,1,0,0,1,0
0,0,11,41,12,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,37,1,1,0,0,1,0
0,0,26,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,13,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,1,0,0,0,1,0
0,0,48,45,17,0,1,1,1,1,0,1,0,0,0,0,8,0,0,0,2,1,0,0,145,1,1,0,0,1,0
1,1,123,61,16,0,0,0,1,1,0,1,1,1,0,1,23,1,0,0,0,1,0,0,59,0,1,0,0,1,0
0,0,37,53,14,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,85,1,0,0,0,1,0
0,0,9,26,9,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,39,1,1,0,0,1,0
1,0,7,30,11,0,0,0,1,1,0,1,1,0,0,0,34,0,1,1,1,1,1,0,28,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,17,56,13,1,1,0,1,1,1,1,1,1,0,1,35,1,0,1,0,1,0,0,125,1,1,1,0,1,0
0,0,4,25,13,0,0,1,1,0,0,1,1,0,0,0,6,0,0,0,3,1,0,0,22,0,0,0,0,1,1
0,0,2,20,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,34,1,0,0,0,1,0
1,0,29,43,12,1,1,0,1,1,0,1,0,0,0,0,15,1,0,0,2,1,0,1,26,0,1,0,0,1,0
0,0,35,36,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,45,1,1,0,0,1,0
0,0,7,40,10,1,0,0,1,1,0,0,1,0,0,0,8,0,0,0,1,1,0,0,55,1,1,0,0,1,0
1,1,51,42,14,1,1,0,1,1,1,1,1,1,0,0,19,0,0,1,0,1,0,0,166,1,1,0,1,1,0
1,1,9,45,11,1,0,0,1,1,0,1,1,1,0,0,30,0,0,1,0,1,0,0,44,1,1,1,0,1,0
1,0,27,39,10,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,1,1,0,1,61,1,0,0,0,1,1
1,0,7,30,14,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,5,1,0,1,34,0,0,0,0,1,1
0,0,20,23,11,0,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,1,0,1,176,1,0,0,0,1,0
1,1,88,56,19,1,1,0,1,1,1,1,1,1,0,1,181,0,1,1,4,1,0,0,68,1,1,1,0,1,0
1,0,8,32,11,0,0,0,1,0,0,0,1,0,0,0,10,0,0,1,0,1,0,0,31,1,0,0,0,1,0
1,0,10,12,5,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,1,25,1,0,0,0,1,0
0,1,24,30,13,0,1,1,1,1,0,1,0,0,0,0,7,0,0,0,2,1,0,1,103,1,1,0,0,1,0
0,0,29,28,11,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,4,1,0,0,41,0,0,0,0,1,0
0,0,3,14,6,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,17,1,1,0,0,1,0
0,0,10,15,6,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,28,1,1,0,0,1,0
0,0,3,19,8,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,25,1,0,0,0,1,1
1,0,4,28,14,0,0,1,1,0,0,0,1,0,0,0,29,0,0,0,2,1,0,1,58,1,1,0,1,1,0
0,0,3,24,10,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,38,1,0,0,0,1,0
0,0,2,19,9,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,20,1,0,0,0,1,1
0,0,5,20,7,0,1,0,0,1,1,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,17,5,4,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,54,0,0,0,0,1,0
0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,1,36,1,0,0,0,1,0
0,0,6,10,4,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,3,0,1,0,0,0,0
0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,1,42,33,11,0,0,0,1,1,0,0,1,1,0,0,18,0,0,0,1,1,0,0,34,1,1,0,0,1,0
0,0,4,28,9,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,15,1,0,0,0,1,1
0,0,1,53,17,0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,5,1,1,0,0,1,0
1,0,12,29,11,0,0,1,1,0,0,0,1,0,0,0,23,0,0,0,3,1,0,1,31,0,0,0,0,1,0
1,0,7,25,9,0,0,1,1,0,0,1,0,0,0,0,42,0,0,0,5,1,0,1,44,0,0,0,0,1,0
0,0,2,19,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,33,1,0,0,0,1,0
0,0,4,18,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,45,1,0,0,0,1,0
1,0,152,35,11,0,0,0,1,0,0,0,1,0,0,0,22,0,0,0,0,1,0,1,44,1,1,0,0,1,0
0,0,7,18,7,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,17,1,0,0,0,1,0
1,0,1,18,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,31,22,9,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,3,1,0,0,11,0,1,0,0,1,0
0,0,5,20,9,0,0,1,0,0,0,1,0,0,0,0,30,0,0,0,2,1,0,1,25,0,1,0,0,1,0
0,0,15,19,8,0,0,1,1,0,0,0,1,0,0,0,11,0,0,0,3,1,0,1,31,0,0,0,0,1,0
0,0,10,21,11,0,0,1,1,0,0,1,0,0,0,0,10,0,0,0,0,1,0,1,29,0,0,0,0,1,0
1,0,22,36,10,0,0,0,1,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,16,0,1,0,0,0,0
1,0,23,25,10,1,0,1,1,0,1,1,0,0,0,0,25,0,0,1,2,1,0,1,208,1,1,1,1,1,0
0,0,9,19,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,17,1,0,0,0,1,0
0,0,13,21,8,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,57,1,0,0,0,1,0
0,0,6,18,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,1,0,0,0,1,0
0,0,23,22,8,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,1,0,1,80,0,0,0,0,1,0
1,0,42,16,6,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,55,1,1,0,0,1,0
1,0,35,4,3,1,1,1,0,0,1,1,1,1,0,1,31,0,0,0,3,1,0,0,3,0,1,0,1,1,0
0,0,12,32,13,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,52,0,1,0,0,1,0
