intent_android_intent_action_PACKAGE_ADDED,n_urls,n_api_calls,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_permissions,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_activities,n_services,n_providers,suspicious_getSimCountryIso,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_vending_BILLING,perm_android_permission_VIBRATE,perm_android_permission_READ_EXTERNAL_STORAGE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_Runtime___exec,suspicious_system_bin_su,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_RECEIVE_BOOT_COMPLETED,n_receivers,suspicious_Ldalvik_system_DexClassLoader_,suspicious_getDeviceId,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,label
1,46,21,1,1,1,1,5,9,1,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
0,35,18,0,0,0,0,5,7,1,15,2,1,0,1,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,44,20,0,0,0,1,3,9,1,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,44,20,0,0,0,1,3,9,1,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,40,19,1,1,1,0,8,10,1,12,4,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
0,46,21,0,1,1,0,6,10,1,16,5,2,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,35,15,0,0,0,0,2,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,39,14,0,0,0,1,9,6,0,15,2,2,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1
0,43,17,0,0,0,0,6,9,0,9,5,1,0,0,1,1,0,0,0,1,0,0,1,0,4,0,1,1,1,0
0,35,15,1,0,0,1,5,7,1,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,36,16,0,0,0,0,6,10,1,13,5,3,0,1,1,1,0,1,0,1,0,0,0,0,3,1,1,1,1,0
0,39,14,0,0,0,1,6,8,1,9,5,4,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0
0,43,24,1,0,0,0,4,9,1,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,36,20,0,1,1,1,4,8,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,38,21,0,1,1,1,4,10,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,42,23,0,0,0,0,2,10,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,44,15,0,0,0,0,5,7,1,8,6,3,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,46,22,0,1,1,1,4,8,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
0,39,21,0,0,0,0,6,8,1,18,7,1,0,1,1,1,0,1,0,1,0,0,0,0,3,0,1,1,1,0
0,37,18,0,0,0,1,7,7,1,15,2,1,0,1,1,1,1,0,0,1,0,0,0,0,5,1,1,1,1,0
0,44,10,0,1,1,0,6,5,1,16,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,1,0
0,38,22,0,0,0,0,6,9,1,16,4,1,0,1,1,1,1,0,0,1,0,0,0,0,3,1,1,1,1,0
0,34,17,0,0,0,1,5,7,1,14,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,43,15,0,0,0,1,9,7,1,12,6,3,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,1,0
0,44,10,0,1,1,0,6,5,1,16,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,1,0
0,37,20,0,1,1,0,3,8,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,43,16,1,1,1,1,6,7,1,9,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1
1,43,20,1,1,1,1,7,9,0,18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
0,35,15,1,0,0,1,5,6,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,38,23,0,0,0,0,2,7,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,45,16,1,1,1,1,7,7,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0,44,10,0,1,1,0,6,5,1,16,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,1,0
0,45,22,0,1,1,0,3,9,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,11,0,1,1,0,4,4,0,13,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
0,39,16,1,0,0,0,6,8,1,12,5,1,1,1,1,1,0,0,0,1,0,0,1,0,7,1,0,1,1,0
0,44,10,0,1,1,0,6,5,1,16,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,1,0
0,44,10,0,1,1,0,6,5,1,16,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,1,1,0
1,36,19,1,1,1,1,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,36,19,1,1,1,1,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,40,18,1,1,1,1,8,7,0,13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
1,36,19,1,1,1,1,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,46,15,0,0,0,1,8,6,1,11,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,46,19,0,1,1,1,5,11,1,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
1,37,21,1,1,1,1,5,9,1,15,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
0,35,19,0,0,0,0,5,9,1,17,3,1,1,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,37,15,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,37,15,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,13,0,0,0,1,7,5,0,19,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,43,17,1,1,1,1,4,8,1,7,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
0,42,18,0,0,0,1,4,7,1,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,42,18,0,0,0,0,5,7,0,10,9,1,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,39,14,0,0,0,0,6,6,1,13,3,0,0,1,1,1,0,1,0,0,1,0,0,1,7,0,1,1,1,0
0,45,21,0,0,0,1,5,11,1,11,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,35,19,0,1,1,1,4,8,0,14,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
0,46,15,0,0,0,1,8,6,1,11,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,44,15,0,0,0,0,6,6,0,10,8,1,0,1,1,1,0,1,0,1,0,0,0,0,4,1,1,1,1,0
0,37,15,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,21,1,1,1,1,7,11,1,17,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,35,16,1,0,0,1,5,7,1,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,45,18,0,0,0,1,8,8,1,11,4,3,1,1,1,1,0,0,1,1,1,1,0,0,3,1,1,1,1,0
0,49,18,1,0,0,0,4,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,38,13,0,0,0,1,7,5,0,19,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,41,9,0,0,0,1,5,6,1,11,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,37,18,1,1,1,1,7,8,0,16,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0
0,41,9,0,0,0,1,5,6,1,11,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,37,18,1,1,1,1,7,8,0,16,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0
0,36,17,0,0,0,0,3,7,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,35,17,0,0,0,0,7,7,1,14,4,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
