n_api_calls,perm_android_permission_GET_TASKS,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_USER_PRESENT,perm_android_permission_WRITE_SETTINGS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_ADDED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_google_android_c2dm_intent_RECEIVE,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_CHANGE_WIFI_STATE,n_services,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_ACCESS_COARSE_LOCATION,n_permissions,intent_com_lge_launcher2_THEME,intent_com_gridappsinc_launcher_theme_apk_action,intent_com_gtp_nextlauncher_theme,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_com_phonemetra_turbo_launcher_icons_ACTION_PICK_ICON,label
40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,10,1,1,1,1,1,1
40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,10,1,1,1,1,1,1
27,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,13,0,0,31,0,0,0,1,0,0
49,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,14,0,0,0,1,0,1
31,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,1,0,10,0,0,12,0,0,0,1,0,0
23,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,0,0,8,0,0,7,0,0,0,1,0,0
35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0
21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,14,0,0,9,0,0,0,1,0,0
38,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,15,0,0,0,1,0,1
33,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,0,0,0,5,0,0,10,0,0,0,1,0,0
35,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,17,0,0,0,1,0,1
25,1,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,1,1,0,0,6,1,0,6,0,0,0,0,0,0
53,1,1,1,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,6,0,1,21,0,0,0,1,0,1
42,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1
33,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,9,0,0,7,0,0,0,0,0,0
40,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,8,1,1,25,0,0,0,1,0,1
37,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,5,1,1,25,0,0,0,1,0,1
34,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,4,0,1,20,0,0,0,1,0,1
57,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,8,0,1,20,0,0,0,1,0,0
22,1,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,10,1,0,18,0,0,0,1,0,0
36,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,2,0,1,13,0,0,0,1,0,1
59,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,4,0,1,15,0,0,0,1,0,0
25,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,1,0,8,0,0,13,0,0,0,1,0,0
21,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,1,0,7,0,0,11,0,0,0,1,0,0
22,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,10,0,0,5,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,1,0,13,0,0,27,0,0,0,1,0,0
21,1,0,0,0,1,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,12,0,0,11,0,0,0,1,0,0
28,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,0,6,0,0,10,0,0,0,0,0,0
33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,1,0,0
29,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,10,0,0,16,0,0,0,1,0,0
29,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,7,1,1,21,0,0,0,1,0,0
43,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,3,0,0,16,0,0,0,1,0,1
33,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,8,1,1,24,0,0,0,1,0,1
31,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,3,0,0,8,0,0,0,1,0,0
48,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,28,0,0,0,1,0,1
40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0
34,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0
34,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,8,0,0,25,0,0,0,1,0,1
28,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,0,9,0,0,7,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,1,1,0,1,0,8,0,0,15,0,0,0,0,0,0
25,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,5,0,0,8,0,0,0,0,0,0
48,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,3,0,1,17,0,0,0,1,0,0
39,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,5,0,1,11,0,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,6,0,1,11,0,0,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,0,0,0,17,0,0,26,0,0,0,1,0,0
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
27,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6,0,1,22,0,0,0,1,0,1
21,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,12,0,1,10,0,0,0,0,0,0
35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,13,0,0,0,1,0,0
20,0,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,11,0,0,12,0,0,0,1,0,0
45,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,1
33,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,18,0,1,14,0,0,0,1,0,0
40,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,1
28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,15,0,0,0,1,0,0
27,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,0,10,0,0,11,0,0,0,1,0,0
20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,0,0,7,0,0,0,1,0,0
20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,0,0,7,0,0,0,1,0,0
52,0,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2,1,0,12,0,0,0,1,0,1
40,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,11,0,0,0,1,0,1
30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0
27,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,1,0,9,0,0,7,0,0,0,0,0,0
37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,0,0,0,1,0,1
21,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,11,0,1,22,0,0,0,1,0,0
45,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0
52,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,1,19,0,0,0,1,0,1
46,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,21,0,0,0,1,0,1
33,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,5,0,0,0,0,0,0
40,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,1,0,6,0,0,10,0,0,0,1,0,0
42,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,7,0,0,0,1,0,1
43,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,1,1,20,0,0,0,1,0,1
20,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,0,0,0,11,0,1,18,0,0,0,1,0,0
29,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,9,0,0,15,0,0,0,1,0,0
