perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_PHONE_STATE,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,n_permissions,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getExternalStorageDirectory,n_used_permissions,n_activities,suspicious_Ldalvik_system_PathClassLoader_,n_receivers,n_providers,perm_android_permission_READ_EXTERNAL_STORAGE,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_vending_BILLING,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getSimCountryIso,intent_com_google_android_c2dm_intent_RECEIVE,n_urls,n_api_calls,suspicious_getDeviceId,perm_android_permission_ACCESS_FINE_LOCATION,n_services,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_VIBRATE,perm_android_permission_SET_WALLPAPER,label
0,0,0,0,0,1,1,4,0,1,7,3,0,0,0,0,0,1,0,0,0,0,33,18,1,0,0,1,0,0,1
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
0,0,0,0,0,1,1,3,0,1,10,7,1,0,0,0,0,1,0,0,0,0,31,18,0,0,1,1,0,0,0
0,0,0,0,1,0,0,7,0,1,7,7,1,2,0,0,1,0,0,0,0,1,33,19,1,0,2,1,1,0,0
1,1,0,0,1,0,0,8,1,1,9,5,0,1,0,0,0,0,1,0,1,0,34,22,1,0,3,0,0,0,0
1,0,0,0,0,0,0,5,0,1,8,6,1,0,2,0,0,0,1,0,1,0,30,17,1,0,0,1,0,1,0
0,0,0,0,0,0,0,5,1,1,9,3,0,0,0,0,0,0,0,0,0,0,36,20,1,0,0,1,0,1,0
1,0,0,0,0,0,0,8,0,1,10,9,1,1,2,1,0,1,0,0,0,0,33,19,1,0,3,1,0,0,0
1,0,0,0,0,0,0,8,0,1,10,9,1,0,0,0,1,0,1,1,0,0,33,21,1,1,0,1,0,0,1
0,0,0,0,0,0,0,4,0,1,9,5,1,1,2,0,0,0,0,0,0,0,31,22,1,0,0,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,1
1,0,0,0,0,1,1,5,1,1,7,4,0,0,0,0,0,1,1,0,0,0,35,18,1,0,0,1,0,0,1
0,0,0,0,0,0,0,5,0,1,10,6,1,0,0,0,0,1,0,0,0,0,35,22,1,0,0,1,0,0,0
1,0,0,1,0,0,0,8,0,1,12,6,1,3,2,1,1,0,0,0,0,1,33,21,1,0,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,1
0,0,0,0,0,1,1,3,0,1,10,7,1,0,0,0,0,1,0,0,0,0,31,18,0,0,1,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
1,0,0,0,0,0,1,7,1,1,11,2,1,0,1,1,0,0,0,0,0,0,34,24,1,0,0,1,0,1,0
0,0,0,1,0,0,0,9,0,1,10,3,1,3,1,0,1,0,0,1,0,1,30,21,1,1,4,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
1,0,0,0,0,0,0,4,0,1,8,6,1,0,0,0,0,0,0,0,0,0,34,19,1,0,0,1,0,1,0
0,0,0,1,0,0,0,5,0,1,9,3,1,3,1,0,1,0,0,0,0,1,30,19,1,0,3,1,0,0,0
1,0,0,0,0,0,0,8,0,1,10,9,1,0,0,0,1,0,1,1,0,0,33,21,1,1,0,1,0,0,0
0,1,1,1,0,0,0,9,1,1,9,6,1,3,2,0,1,1,0,0,1,1,31,20,1,0,4,1,0,0,0
1,0,0,0,1,1,1,7,1,1,11,6,1,0,1,0,0,0,0,1,1,0,38,19,0,0,1,1,0,0,0
0,0,0,0,0,0,0,6,0,1,7,5,0,1,0,0,0,1,0,0,0,0,33,16,0,0,1,1,1,0,0
1,0,0,0,1,1,1,11,0,1,9,6,1,2,0,0,1,1,1,1,0,1,34,22,1,0,2,1,0,0,0
0,0,0,1,0,0,0,5,0,1,11,3,1,3,2,0,1,0,0,0,0,1,31,20,1,0,4,1,0,0,0
0,0,0,0,0,0,0,3,0,1,12,4,1,0,1,0,0,0,0,0,0,0,30,21,1,0,0,1,0,0,0
1,0,0,1,1,1,1,10,1,1,8,6,0,2,1,1,1,1,0,0,0,0,35,20,1,0,3,0,0,0,0
1,0,0,0,0,0,0,5,0,1,7,7,1,0,1,0,0,0,0,0,0,0,32,18,1,0,0,1,0,0,0
1,0,0,0,0,0,0,6,1,1,7,5,1,1,0,0,0,0,0,0,1,0,30,17,1,0,3,1,0,0,1
1,0,0,0,1,1,1,10,0,1,10,6,1,0,1,1,0,0,0,1,0,0,27,19,1,1,0,1,0,1,0
0,0,0,1,0,1,1,5,0,1,12,5,1,3,2,0,1,0,0,0,0,1,33,22,0,0,3,1,0,0,0
1,0,0,0,1,1,1,13,1,1,10,4,1,0,0,1,0,0,0,0,0,0,34,19,1,1,2,0,0,0,0
1,0,0,0,0,0,0,4,0,1,9,1,0,0,1,1,0,0,0,0,0,0,33,17,1,0,0,1,0,0,0
0,0,0,0,0,0,0,5,0,1,10,4,1,0,1,0,0,0,0,1,0,0,27,19,1,1,0,1,0,0,0
0,0,0,0,0,0,0,3,0,1,9,3,1,0,0,0,0,1,0,0,0,0,30,20,1,0,0,1,0,0,0
1,0,0,1,0,0,0,6,1,1,12,6,1,2,1,1,0,0,0,0,0,0,28,21,1,0,0,1,0,1,0
0,0,0,1,0,0,0,7,1,1,9,5,1,3,1,0,1,0,0,0,0,1,34,22,1,1,3,1,0,0,0
1,0,0,0,0,0,0,4,0,1,9,5,0,0,0,0,0,0,0,0,0,0,35,17,1,0,0,1,0,0,0
0,0,0,1,0,0,0,4,0,1,11,2,1,2,1,0,0,0,0,0,0,0,31,22,0,0,2,1,0,0,0
1,0,0,0,0,1,1,4,0,1,10,8,1,0,1,1,0,0,0,0,0,0,34,19,1,0,0,1,0,0,0
1,0,0,0,0,1,1,3,0,1,8,5,1,0,0,0,0,0,0,0,0,0,30,19,0,0,1,1,0,0,0
1,0,0,0,0,0,0,5,0,1,7,7,1,0,1,0,0,0,0,0,0,0,32,18,1,0,0,1,0,0,0
1,1,1,0,1,0,0,8,1,1,7,7,0,2,0,0,0,0,0,0,1,0,32,20,1,0,0,1,0,0,0
1,0,0,0,0,0,0,5,0,1,11,9,1,0,1,1,0,0,0,0,0,0,32,20,1,0,0,1,0,0,0
0,0,0,1,0,0,0,6,0,1,11,6,1,3,1,0,1,0,0,0,0,1,31,21,1,0,4,1,0,0,0
1,0,0,0,1,0,0,8,0,1,9,9,1,0,1,1,0,0,0,1,0,0,34,20,1,1,0,1,0,0,0
0,0,0,1,0,0,0,5,0,1,11,3,1,3,2,0,1,0,0,0,0,1,31,20,1,0,4,1,0,0,1
1,0,0,1,1,1,1,10,1,1,8,6,0,2,1,1,1,1,0,0,0,0,35,20,1,0,3,0,0,0,1
1,0,0,0,0,0,0,5,1,1,8,7,1,0,1,0,0,0,0,0,1,0,34,17,1,0,0,1,0,1,0
1,0,0,0,0,0,0,5,1,1,8,7,1,0,1,0,0,0,0,0,1,0,34,17,1,0,0,1,0,1,0
0,0,0,1,0,0,0,5,0,1,11,3,1,3,2,0,1,0,0,0,0,1,31,20,1,0,4,1,0,0,0
1,0,0,1,0,0,0,7,0,1,9,7,1,3,1,1,1,0,0,0,0,1,31,21,1,0,3,1,0,0,0
0,0,0,1,0,1,1,4,0,1,10,3,1,2,0,0,0,0,0,0,0,0,34,21,1,0,3,1,0,0,0
0,0,0,0,0,0,0,3,0,1,9,3,1,0,0,0,0,1,0,0,0,0,30,20,1,0,0,1,0,0,0
1,0,0,0,0,0,0,5,0,1,13,4,1,0,1,1,0,0,0,0,0,0,30,23,1,0,0,1,0,0,0
1,1,0,0,0,1,1,8,1,1,9,8,1,1,0,0,0,0,0,0,0,0,29,17,1,0,1,1,1,0,0
0,0,0,0,0,1,1,3,0,1,8,3,0,0,0,0,0,0,0,0,0,0,33,20,1,0,1,1,0,0,0
0,0,0,0,0,0,0,3,1,1,8,5,0,0,0,0,0,0,0,0,0,0,32,19,1,0,0,1,0,0,0
1,0,0,0,0,0,0,5,0,1,8,7,1,0,2,0,0,0,1,0,1,0,30,18,1,0,0,1,0,1,0
0,0,0,1,0,0,0,5,0,1,12,3,1,3,1,0,1,0,0,0,0,0,29,20,1,0,3,1,0,0,0
1,0,0,0,0,0,0,6,0,0,8,4,0,0,0,0,0,0,0,0,0,0,35,22,1,0,0,1,0,0,0
1,0,0,0,0,0,0,6,1,1,7,5,1,1,0,0,0,0,1,0,1,0,30,17,1,0,3,1,0,0,1
0,0,0,0,1,1,1,5,0,1,9,3,1,2,0,0,0,0,0,0,0,0,29,22,1,0,1,1,1,0,0
0,0,0,1,0,0,0,7,0,1,10,6,1,3,1,0,1,1,0,0,0,1,32,22,1,0,4,1,0,0,0
0,0,0,1,0,0,0,5,0,1,12,3,1,3,1,0,1,0,0,0,0,0,29,20,1,0,3,1,0,0,0
0,0,0,0,1,0,1,4,1,1,8,2,1,0,1,0,0,0,0,0,0,0,29,20,1,0,0,1,0,0,0
0,0,0,1,0,0,0,6,1,1,9,6,1,4,1,0,1,0,0,0,0,1,30,19,1,0,2,1,0,0,0
