intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_QUICKBOOT_POWERON,perm_android_permission_ACCESS_COARSE_LOCATION,n_urls,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,n_activities,n_permissions,n_providers,n_api_calls,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,n_services,n_used_permissions,n_receivers,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_VIEW,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,perm_android_permission_READ_LOGS,perm_com_meizu_flyme_push_permission_RECEIVE,intent_com_baidu_autoupdatesdk_ACTION_NEW_UPDATE,suspicious_setWifiEnabled,label
0,0,0,0,0,0,1,52,1,1,6,7,1,16,1,1,1,1,9,6,9,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,56,1,1,10,10,1,16,1,0,1,1,11,7,5,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49,0,0,10,7,3,17,1,1,1,0,7,9,3,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,55,1,0,22,8,1,7,1,0,1,0,9,5,5,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,52,0,0,13,8,1,18,1,0,1,1,9,7,4,0,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,45,0,0,8,9,1,12,1,0,1,0,3,5,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,39,0,0,11,6,3,7,1,1,1,1,8,6,4,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49,0,0,12,6,1,18,1,0,1,1,9,8,4,0,1,1,1,0,0,0,0,0,0
0,0,0,1,0,0,1,41,0,0,9,11,1,12,1,1,1,1,8,7,7,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,7,7,1,12,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,41,0,0,9,9,2,8,1,1,1,0,4,6,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,10,5,2,5,1,1,1,1,6,4,5,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,41,0,0,14,10,1,13,1,0,1,1,10,5,4,0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,1,0,41,1,1,8,6,1,10,1,1,1,1,14,7,8,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,40,1,0,8,10,2,7,1,1,1,1,6,6,5,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,17,11,3,14,1,1,1,1,4,7,3,1,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,43,0,0,12,9,5,14,1,1,1,1,9,9,3,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,10,8,2,16,1,1,1,1,4,7,3,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,1,0,18,7,5,10,1,1,1,1,9,4,3,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,54,0,0,19,13,2,10,1,0,1,1,5,6,4,0,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,55,1,1,10,9,4,16,1,1,1,1,8,9,7,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,17,7,1,9,0,1,0,0,2,8,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,46,1,1,10,10,0,12,0,0,0,0,2,5,2,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,16,9,4,8,1,1,1,1,8,6,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,18,7,3,13,1,1,1,1,4,9,3,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,8,8,1,14,1,1,1,1,4,6,5,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,17,9,1,12,1,0,1,1,5,5,3,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,1,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,1,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,1,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,6,10,3,8,1,1,1,1,4,7,4,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,7,5,1,13,1,0,1,1,9,5,4,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,1,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,6,9,4,12,1,1,1,1,3,8,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,7,8,1,14,1,1,1,1,11,6,5,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,56,0,0,5,11,1,7,1,1,1,1,4,6,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,42,0,1,11,7,1,15,1,1,1,1,12,7,8,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,11,6,2,12,1,0,1,1,2,5,3,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,1,47,0,0,14,10,1,12,0,0,0,0,1,5,3,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,41,0,0,7,6,1,12,1,0,1,1,9,5,4,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59,0,0,11,5,1,14,1,1,1,1,8,6,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,13,3,1,9,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,39,0,0,16,7,2,6,1,1,1,1,8,5,6,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,1,1,50,1,1,5,13,3,13,1,1,1,1,10,9,4,1,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,40,0,0,11,7,2,7,1,1,1,1,4,6,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,9,7,2,13,1,1,1,1,4,6,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,14,11,3,15,1,1,1,1,4,8,5,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,19,9,1,6,1,1,1,1,7,5,6,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,12,10,3,11,1,1,1,1,9,9,3,1,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,50,1,1,2,5,0,9,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,42,0,0,8,6,2,10,0,0,0,0,5,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,1,16,10,0,13,1,0,1,0,3,6,2,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,59,0,0,11,6,3,11,1,1,1,1,4,6,7,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,15,7,4,12,1,1,1,1,7,6,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,21,9,6,10,1,1,1,1,8,9,4,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,9,7,0,12,0,0,0,0,1,8,2,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,45,0,1,17,6,1,8,0,0,0,0,2,7,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,43,0,0,12,9,3,15,1,1,1,0,6,7,3,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,41,1,1,17,11,5,9,1,1,1,1,12,8,6,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,13,5,4,18,1,1,1,1,8,7,4,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,15,4,1,11,0,0,0,0,3,5,0,0,1,0,1,0,0,0,0,0,0
0,0,1,1,1,1,0,43,1,1,16,11,3,13,1,1,1,1,6,7,4,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,5,8,4,12,1,1,1,1,10,6,7,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,8,6,1,12,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,9,5,15,1,1,1,1,8,7,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,9,6,4,15,1,1,1,1,7,11,5,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,3,15,1,1,1,0,9,10,6,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,10,1,16,1,0,1,1,11,7,4,0,1,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,44,1,1,8,10,1,15,1,1,1,1,14,7,8,1,0,1,1,0,0,0,0,0,0
