n_api_calls,suspicious_getExternalStorageDirectory,n_urls,n_activities,suspicious_getDeviceId,n_permissions,n_providers,suspicious_Ljava_lang_System___load,perm_android_permission_GET_TASKS,perm_android_permission_SET_WALLPAPER,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_services,n_receivers,suspicious_Ljava_lang_System___loadLibrary,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_READ_EXTERNAL_STORAGE,intent_android_intent_action_USER_PRESENT,intent_safiap_framework_ACTION_TO_INSTALL,intent_android_intent_action_PHONE_STATE,intent_android_net_wifi_PICK_WIFI_WORK,intent_android_content_SyncAdapter,label
12,1,11,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,10,4,1,3,1,1,0,0,6,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,10,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,10,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,14,4,1,5,1,0,0,0,3,0,6,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,14,4,1,5,1,0,0,0,3,0,6,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13,1,18,1,0,8,1,1,0,0,6,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3,0,14,4,1,5,1,0,0,0,3,0,6,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,14,4,1,5,1,0,0,0,3,0,6,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8,1,10,4,1,0,1,1,0,0,6,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,18,12,1,4,3,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8,1,25,4,1,7,1,0,0,0,7,1,4,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
15,1,23,3,1,4,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
16,1,19,3,1,3,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,29,3,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,25,6,1,5,1,0,0,0,5,1,5,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,1,11,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1,19,7,1,7,2,1,0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,1,24,3,1,8,1,1,0,0,6,1,5,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
12,1,11,5,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,28,2,1,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,12,6,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16,1,18,4,1,2,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,16,8,0,7,0,0,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13,1,16,9,1,5,0,1,0,0,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7,1,29,5,1,3,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,1,26,4,1,5,2,1,0,0,7,1,4,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,1,12,6,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13,1,22,7,1,6,0,0,0,0,6,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,1,14,5,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,22,5,1,5,1,0,0,0,6,0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
14,1,14,5,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,20,4,1,3,0,1,0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1,18,4,1,3,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,22,9,1,9,0,1,0,0,4,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
15,1,14,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,21,7,1,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,23,6,1,2,0,1,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,14,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,14,4,0,2,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,14,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,14,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,9,5,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,20,4,0,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,20,4,0,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,13,9,0,6,1,0,0,0,3,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15,1,14,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,14,4,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,9,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,11,6,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,19,7,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,22,5,1,9,1,0,0,1,6,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
13,1,16,10,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,17,4,1,11,0,0,0,0,5,1,3,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
12,1,22,5,1,9,1,0,0,1,6,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
3,0,26,8,1,5,1,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,1,11,6,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,13,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,9,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,9,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,14,4,0,3,0,1,0,0,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,25,5,0,8,1,0,0,0,5,1,4,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
8,1,9,1,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,9,1,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,18,4,1,3,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1,14,4,0,2,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
