n_urls,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_inmobi_share_id,suspicious_getCellSignalStrength,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,n_providers,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_System___load,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_api_calls,n_activities,suspicious_getSimCountryIso,perm_com_google_android_providers_gsf_permission_READ_GSERVICES,perm_com_android_vending_BILLING,n_used_permissions,n_permissions,n_receivers,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,perm_android_permission_VIBRATE,intent_com_google_android_gms_iid_InstanceID,label
125,1,1,0,0,1,1,0,0,9,1,1,0,1,0,1,0,0,50,9,0,0,0,13,35,4,0,0,1,0,1
115,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,38,36,0,1,0,11,9,3,1,0,0,1,0
107,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,1,0,19,37,0,0,1,8,13,8,1,1,0,0,0
172,0,0,0,0,1,1,1,2,18,1,1,1,1,1,0,1,0,21,32,0,0,0,13,22,15,1,0,1,0,0
111,1,0,1,1,0,1,1,4,3,1,0,0,1,0,0,0,0,37,33,1,0,1,16,11,5,0,0,1,0,0
94,1,0,0,0,1,1,0,0,2,1,1,0,1,1,0,0,0,25,8,1,1,0,9,11,4,0,0,0,0,1
122,0,0,0,0,1,1,1,1,7,1,0,0,1,1,0,0,0,34,43,1,0,1,17,10,6,0,0,0,0,0
96,0,0,0,0,0,0,1,2,7,0,0,1,0,0,0,1,0,28,10,0,1,0,11,7,6,1,1,0,0,0
122,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
132,1,0,0,0,0,1,1,2,12,1,0,1,1,1,0,0,0,29,49,0,1,0,9,17,8,0,0,1,1,0
132,1,0,0,0,0,1,1,2,12,1,0,1,1,1,0,0,0,29,49,0,1,0,9,17,8,0,0,1,1,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,40,0,0,0,11,7,3,1,0,0,1,0
92,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,15,2,0,0,0,6,11,0,0,0,0,0,1
92,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,11,0,1,0,5,11,1,0,0,0,0,0
104,1,0,0,0,0,1,0,0,5,0,1,0,0,1,0,0,0,38,24,0,0,0,11,14,7,0,0,1,0,0
121,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,56,9,0,0,1,16,9,5,1,0,1,0,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
118,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,38,0,0,0,11,7,3,1,0,0,1,0
138,1,1,0,0,1,1,0,5,18,1,1,0,1,1,1,0,0,43,27,1,0,0,16,34,12,0,0,1,0,0
118,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,38,0,0,0,11,6,3,1,0,0,1,0
121,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
179,0,1,0,0,1,1,0,0,6,1,1,0,1,1,0,0,0,23,34,1,0,0,12,13,7,0,0,1,0,0
104,1,1,0,0,0,1,0,0,7,1,0,0,1,0,1,0,0,43,12,0,0,0,11,19,3,0,0,1,0,1
130,1,0,0,0,1,0,1,5,12,1,0,1,1,0,0,1,1,39,43,1,1,1,15,11,5,0,1,1,0,0
95,0,0,0,0,0,0,1,2,12,1,1,1,1,0,0,1,0,20,17,1,0,0,8,10,6,0,1,0,0,0
102,1,0,0,0,0,1,0,0,4,1,0,0,1,0,1,0,0,42,10,0,0,0,12,9,1,0,0,0,0,1
154,1,0,0,1,1,1,0,0,15,1,1,0,1,1,1,0,0,25,43,1,0,0,10,32,12,0,0,1,1,1
120,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,40,0,0,0,11,7,3,1,0,0,1,0
99,0,1,0,0,0,0,1,6,12,1,1,1,1,1,0,0,1,17,28,1,0,0,8,10,7,0,0,0,0,0
139,0,0,0,0,0,1,1,2,5,1,0,0,1,1,0,0,0,53,32,1,0,1,13,7,10,0,0,0,0,0
99,0,0,0,0,1,0,1,4,13,1,0,1,1,0,0,1,1,24,25,1,1,0,9,11,8,0,0,1,0,0
120,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
118,0,1,0,0,0,1,0,1,12,1,1,0,1,1,0,0,0,32,33,0,0,0,10,38,5,0,0,0,0,1
97,0,1,0,0,0,1,1,5,8,1,1,1,1,0,0,1,1,32,9,0,0,0,14,15,4,0,0,1,0,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,41,0,0,0,11,6,3,1,0,0,1,0
116,0,1,0,0,0,1,0,1,8,1,0,0,1,0,1,0,0,45,24,1,0,0,14,30,8,0,0,1,0,1
92,0,0,0,0,0,0,1,2,6,0,0,1,0,0,0,1,0,12,13,0,0,1,8,11,4,1,1,1,0,0
118,1,0,1,1,0,0,1,7,20,1,1,1,1,1,0,1,1,31,34,1,0,1,11,19,20,0,1,0,0,0
99,0,0,0,0,1,1,1,1,8,1,0,1,1,0,1,1,0,21,30,1,0,0,9,11,8,0,0,1,1,0
116,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,54,9,0,0,0,15,2,3,0,0,0,0,0
103,1,0,0,0,0,0,0,1,3,1,1,0,1,1,0,0,0,42,15,1,0,1,16,13,5,1,0,0,0,0
95,1,1,1,1,0,0,1,0,3,1,1,0,1,1,0,0,0,28,17,1,0,1,11,7,4,0,0,1,0,0
112,1,1,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,53,9,1,0,0,13,15,3,0,0,1,0,0
117,1,0,1,1,0,0,1,7,20,1,1,1,1,1,0,1,1,31,34,1,0,1,11,19,20,0,1,0,0,0
106,1,1,0,0,1,1,1,1,15,1,0,0,1,1,1,0,0,25,21,1,0,0,11,35,14,0,0,1,0,1
132,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,45,42,0,0,0,12,6,3,1,0,0,1,0
94,0,0,0,0,1,0,1,0,5,1,1,0,1,1,0,0,0,24,19,1,0,1,12,13,3,0,1,1,0,0
123,0,0,0,0,0,1,1,5,17,1,0,1,1,0,0,1,0,14,41,0,0,0,6,38,8,0,1,0,0,0
91,0,0,0,0,0,1,1,0,3,0,1,0,1,1,0,0,0,20,9,0,1,0,10,13,2,0,0,1,0,0
93,0,0,0,0,0,0,1,1,10,1,0,1,1,0,0,1,0,23,11,1,0,0,10,6,5,0,1,0,0,0
189,0,0,0,0,0,0,1,1,9,0,0,1,0,0,0,1,1,24,13,0,0,1,10,9,5,0,1,0,0,0
124,1,0,1,1,0,0,1,4,8,1,0,1,1,0,0,1,0,54,26,1,0,1,14,7,7,0,0,0,0,0
161,1,0,0,0,1,1,1,1,7,1,1,0,1,1,0,0,0,38,36,1,0,1,13,33,11,0,0,1,0,0
135,1,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,59,24,1,0,0,15,15,1,0,0,0,0,1
136,1,1,0,0,0,1,0,0,12,1,1,0,1,1,0,0,0,54,29,0,0,0,14,20,10,0,0,1,0,1
93,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,24,11,0,0,0,10,23,0,0,0,1,0,0
121,1,1,0,0,1,1,1,0,3,1,1,0,1,0,1,0,0,49,13,0,0,0,14,39,3,0,0,1,0,1
102,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,43,3,0,0,0,12,23,0,0,0,1,0,1
104,1,0,0,1,0,1,0,0,4,1,0,0,1,0,0,0,0,47,9,1,0,0,13,10,0,0,0,0,0,1
98,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,30,26,1,0,1,12,8,3,0,0,1,0,0
111,0,1,0,0,0,1,0,1,8,1,0,0,1,0,1,0,0,46,21,1,0,0,14,27,8,0,0,1,0,1
144,1,1,0,1,1,1,0,2,16,1,1,0,1,1,0,0,0,44,35,1,0,0,16,32,6,0,0,1,0,1
161,1,1,0,0,0,1,0,0,3,1,1,0,1,1,0,0,0,49,33,1,0,0,11,25,2,0,0,1,0,1
90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,7,0,0,0,5,9,0,0,0,0,0,0
157,0,1,0,0,0,1,1,5,19,1,0,1,1,0,0,1,0,29,46,0,0,0,16,9,8,0,1,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,7,4,0,0,0,0,0,0
134,1,0,0,1,0,1,0,6,31,1,1,0,1,1,0,0,0,33,31,1,0,0,12,26,20,0,0,1,0,0
94,0,1,0,0,0,1,0,1,3,1,0,0,1,0,1,0,0,33,12,0,0,0,10,11,1,0,0,0,0,1
119,1,1,0,0,1,1,0,0,7,1,1,0,1,0,0,0,0,56,13,0,0,0,14,24,3,0,0,1,0,1
108,1,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,45,27,0,0,0,14,17,1,0,0,1,0,1
130,0,0,0,0,0,1,0,1,4,1,1,0,1,1,0,0,0,49,40,1,0,0,13,16,4,0,0,1,0,0
127,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,45,42,0,0,0,12,6,3,1,0,0,1,0
181,1,1,0,1,1,1,0,0,9,1,1,0,1,1,0,0,0,33,30,0,0,0,11,15,1,0,0,1,0,1
