n_permissions,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ljava_lang_Runtime___exec,n_urls,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSystemService,perm_android_permission_SEND_SMS,intent_com_android_vending_INSTALL_REFERRER,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_used_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_BOOT_COMPLETED,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_RECEIVE_USER_PRESENT,suspicious_Base64,suspicious_getPackageInfo,n_api_calls,n_activities,n_receivers,suspicious_getSimCountryIso,perm_android_permission_ACCESS_NETWORK_STATE,intent_android_intent_action_ACTION_POWER_CONNECTED,label
2,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,6,0,0,0,0,1,1,13,4,0,0,1,0,0
20,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0
7,1,0,1,0,1,0,0,0,0,13,1,1,1,0,0,0,6,0,0,0,0,1,1,21,5,0,0,1,0,0
7,0,0,0,0,0,8,0,0,0,6,0,0,1,0,1,0,9,0,0,0,0,1,1,17,3,4,0,1,0,0
3,0,0,0,0,0,0,0,1,0,33,1,0,1,0,0,0,10,0,0,0,0,1,1,19,11,1,0,1,0,0
17,1,0,1,1,1,7,0,0,0,97,1,1,1,0,0,0,10,1,1,0,0,1,1,24,32,3,1,1,1,0
24,0,0,0,0,0,8,0,0,0,17,0,1,1,0,1,0,7,0,0,0,0,1,1,19,9,4,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,0,0,1,0,0,0,0,0,0,10,0,1,1,0,0,0,5,0,0,0,0,0,1,9,4,0,1,1,0,0
17,0,0,1,1,0,4,1,0,0,3,1,0,1,1,0,0,3,0,1,0,0,0,1,9,12,1,0,1,1,0
5,0,0,0,0,0,3,0,0,0,24,1,0,1,0,1,0,7,0,0,0,0,1,1,18,3,4,0,1,0,1
2,0,0,0,0,0,0,0,0,0,22,1,0,1,0,0,0,6,0,0,0,0,1,1,23,3,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,33,1,1,1,0,0,0,8,0,0,0,0,1,1,26,4,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,32,1,0,1,0,0,0,6,0,0,0,0,1,1,15,9,0,1,1,0,0
3,0,0,1,0,0,0,0,0,0,22,0,0,1,0,0,0,7,0,0,0,0,0,1,23,5,0,0,1,0,0
14,0,0,1,0,1,7,0,1,0,54,0,1,1,0,0,0,10,0,0,0,0,1,1,25,36,4,0,1,0,0
7,0,0,0,0,0,8,0,0,0,34,1,0,1,0,1,0,9,0,0,0,0,1,1,21,5,5,1,1,0,0
8,0,1,0,0,1,3,1,0,0,22,1,0,1,0,1,0,7,0,1,0,0,1,1,18,4,5,0,1,0,0
10,0,0,0,0,0,3,0,0,0,15,0,0,1,0,0,0,6,0,0,0,0,1,1,19,17,4,0,1,0,1
25,0,0,0,0,0,10,0,0,1,19,0,0,1,0,1,0,9,0,0,0,0,1,1,21,3,7,0,1,0,0
2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,17,3,2,0,0,0,0
14,0,0,0,0,0,8,1,0,0,54,1,1,1,0,1,0,12,0,0,0,0,1,1,30,16,5,0,1,0,0
11,0,0,1,0,0,4,0,0,0,10,0,0,1,0,0,0,10,0,0,0,0,1,1,21,54,19,0,1,0,1
2,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,5,0,0,0,0,1,1,13,2,0,0,1,0,0
8,0,0,0,0,0,4,0,0,1,65,1,1,1,0,1,0,12,0,0,0,0,1,1,23,25,4,0,1,0,0
2,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,7,0,0,0,0,1,1,18,5,0,0,1,0,0
4,0,0,0,0,0,1,0,0,0,12,0,1,1,0,0,0,5,0,0,0,0,1,1,12,1,0,0,1,0,0
6,0,0,0,0,0,0,0,0,0,21,1,1,1,0,0,0,7,0,0,0,0,1,1,19,3,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,6,0,0,0,0,1,1,13,2,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,0,7,0,0,0,0,1,1,18,13,0,0,1,0,0
37,0,0,1,0,0,21,0,0,1,152,1,1,1,0,1,0,15,0,1,0,0,1,1,32,67,8,0,1,0,0
7,0,0,0,0,0,6,0,0,0,59,1,1,1,0,1,0,11,0,0,0,0,1,1,23,7,3,1,1,0,0
14,0,0,0,0,0,4,0,0,0,40,1,1,1,0,0,0,9,0,1,0,0,1,1,27,4,5,0,1,0,0
6,0,0,0,0,0,4,0,0,0,38,1,0,1,0,1,0,9,0,0,0,0,1,1,22,16,3,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,0,1,0,0,1,0,15,3,5,0,0,0,0
6,0,0,1,0,0,1,0,0,0,45,1,1,1,0,1,0,15,0,0,0,0,1,1,44,2,1,0,1,0,0
4,0,0,0,0,0,0,0,0,0,26,1,1,1,0,0,0,9,0,0,0,0,1,1,22,6,0,0,1,0,0
7,0,0,0,1,0,1,0,0,0,113,0,1,1,0,0,0,9,0,0,0,0,1,1,21,46,0,0,1,0,0
11,0,0,0,0,0,4,0,0,1,7,0,0,1,0,1,0,5,0,0,0,0,1,1,5,7,4,0,1,0,0
13,0,0,1,1,1,1,1,0,1,45,1,1,1,0,0,0,7,1,1,0,0,1,1,16,14,1,1,1,0,0
42,1,1,1,0,1,13,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,7,7,0,1,0,0
4,0,0,0,0,0,0,0,0,0,33,1,1,1,0,0,0,7,0,0,0,0,1,1,17,2,0,0,1,0,0
3,0,0,1,0,0,1,0,0,0,39,1,0,1,0,0,0,11,0,0,0,0,1,1,30,6,0,0,1,0,0
13,0,0,1,0,0,3,0,0,0,26,1,1,1,0,0,0,7,0,0,0,0,1,1,19,6,1,0,1,0,0
5,0,0,0,0,0,1,1,0,0,33,1,0,1,0,0,0,7,0,0,0,0,1,1,23,14,1,0,1,0,0
6,0,0,1,0,0,1,1,0,1,8,0,0,1,0,0,0,9,0,1,0,0,1,1,19,6,1,0,1,0,0
18,0,1,0,0,0,5,1,0,1,58,1,0,1,0,1,1,8,0,1,0,0,1,1,20,19,3,0,1,0,0
8,0,0,0,0,1,5,1,0,0,176,1,1,1,0,1,0,11,0,1,0,0,1,1,23,20,6,1,1,0,0
5,0,0,0,0,0,5,0,0,0,13,0,0,1,0,1,0,7,0,0,0,0,1,1,18,1,4,0,1,0,0
15,0,0,1,0,0,16,1,1,0,20,0,1,1,0,1,0,9,0,1,0,0,1,1,27,6,14,0,1,0,0
7,0,0,0,0,0,5,1,0,0,49,1,0,1,0,0,0,14,0,1,0,0,1,1,35,17,3,0,1,0,0
2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,0,0,0,0,17,3,0,0,1,0,0
27,1,0,1,1,1,3,0,0,1,136,1,1,1,1,0,0,17,1,0,0,0,1,1,71,40,1,1,1,0,0
10,0,0,0,0,0,14,1,0,1,40,0,1,1,0,1,0,5,0,0,0,0,1,1,11,25,8,0,1,0,0
7,0,0,0,0,0,7,0,0,0,12,0,1,1,0,1,0,8,0,0,0,0,1,1,17,9,9,0,1,0,1
5,0,0,0,0,0,1,0,0,0,60,1,1,1,0,0,0,13,0,0,0,0,1,1,25,16,0,1,1,0,0
4,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,6,0,0,0,0,1,1,13,9,0,0,0,0,0
5,0,0,0,0,0,2,1,0,1,8,0,0,1,0,0,0,8,0,1,0,0,1,1,21,4,1,0,1,0,0
71,1,1,1,0,1,11,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,27,6,0,1,0,1
4,0,0,0,0,0,3,0,0,0,9,0,1,1,0,0,0,6,0,0,0,0,1,1,19,5,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,0,5,0,0,0,0,1,1,12,7,0,0,1,0,0
14,0,0,1,1,1,0,0,0,0,99,0,1,1,1,0,0,9,0,0,0,0,1,1,30,22,2,0,1,0,0
30,0,0,1,0,1,6,1,0,0,5,1,1,1,1,0,0,10,1,1,0,0,0,0,19,2,1,0,1,0,0
26,0,0,0,0,1,6,1,0,1,34,1,1,1,0,1,0,14,0,1,0,0,1,1,27,4,5,0,1,0,0
5,0,0,0,0,0,8,0,0,0,38,1,0,1,0,1,0,9,0,0,0,0,1,1,22,7,3,0,1,0,0
21,0,0,0,0,0,12,1,0,1,80,1,1,1,0,1,0,13,0,1,0,0,1,1,32,62,16,1,1,0,0
13,0,0,1,0,0,10,0,0,1,71,1,1,1,0,1,0,9,0,0,0,0,1,1,21,8,6,1,1,0,0
5,0,0,0,0,0,2,0,0,0,22,1,0,1,0,1,0,7,0,0,0,0,1,1,18,4,4,0,1,0,0
11,0,0,0,0,0,6,1,1,1,43,1,1,1,0,1,0,7,0,1,0,0,1,1,13,16,4,1,1,0,0
8,0,0,0,0,0,0,1,0,0,26,1,1,1,0,0,0,9,0,1,0,0,1,1,22,19,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,12,1,0,0,0,0,0
30,0,0,0,0,0,10,1,0,1,33,1,1,1,0,0,0,11,0,1,0,0,1,1,28,14,5,0,1,0,0
3,0,0,0,0,0,1,0,0,0,22,1,1,1,0,0,0,11,0,0,0,0,1,1,30,6,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,0,0,0,0,1,1,20,1,0,0,1,0,0
11,0,0,1,0,0,15,1,1,1,31,0,1,1,0,0,0,10,0,1,0,0,1,1,36,20,12,0,1,0,0
