intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_NETWORK_STATE,intent_cn_jpush_android_intent_NOTIFICATION_CLICK_ACTION,suspicious_getSubscriberId,suspicious_getCellLocation,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_READ_LOGS,intent_android_intent_action_PACKAGE_ADDED,intent_com_tencent_smtt_tbs_video_PLAY,intent_com_sina_weibo_sdk_action_ACTION_SDK_REQ_ACTIVITY,perm_android_permission_GET_TASKS,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_android_permission_ACCESS_WIFI_STATE,n_permissions,intent_cn_jpush_android_intent_CONNECTION,intent_cn_jpush_android_intent_MESSAGE_RECEIVED,perm_android_permission_ACCESS_COARSE_LOCATION,intent_cn_jpush_android_intent_NOTIFICATION_RECEIVED_PROXY,intent_cn_jpush_android_intent_NOTIFICATION_RECEIVED,intent_cn_jpush_android_ui_PushActivity,intent_cn_jpush_android_intent_NOTIFICATION_OPENED,intent_cn_jpush_android_intent_DaemonService,intent_cn_jpush_android_intent_REGISTRATION,perm_android_permission_ACCESS_LOCATION_EXTRA_COMMANDS,n_urls,perm_android_permission_READ_PHONE_STATE,n_activities,n_services,label
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,66,0,11,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,52,0,8,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,65,0,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,59,0,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,62,0,10,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,58,1,11,3,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,37,0,25,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,45,0,11,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,49,0,10,2,0
0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,20,0,0,1,0,0,0,0,0,0,0,41,1,21,7,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,51,0,10,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,53,0,8,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,37,0,29,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,0,12,2,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,23,0,0,0,0,0,0,0,0,0,0,47,1,18,4,0
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,44,0,20,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,0,0,0,0,53,1,21,6,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,0,8,9,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,71,0,18,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,0,11,7,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,44,0,14,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,0,14,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,53,0,16,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,41,1,21,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,54,0,37,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,0,7,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,40,0,19,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,45,0,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,0,9,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,55,0,7,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,62,0,13,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,0,21,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,49,1,36,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,50,0,24,16,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,54,1,9,2,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,45,0,18,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,62,0,13,11,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,45,1,14,1,1
1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,45,1,14,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,0,10,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,40,0,24,4,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,0,11,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,37,0,27,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,44,0,34,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,0,34,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,68,1,15,2,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,44,0,20,0,0
0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,45,1,17,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,73,1,25,10,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,52,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,73,0,27,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,37,0,23,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,40,0,14,9,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,45,1,16,13,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,46,0,15,4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,63,1,7,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,0,18,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,0,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,63,1,8,7,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,41,0,23,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,0,8,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,43,1,13,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,48,0,12,2,0
1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,12,0,0,1,0,0,0,0,0,0,0,57,1,26,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,54,0,13,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,0,18,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,45,1,30,9,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,43,0,18,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,69,0,13,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,0,17,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,0,16,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,0,21,5,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,42,0,19,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,42,0,40,9,0
