perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_api_calls,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getWifiState,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_LOGS,perm_android_permission_READ_PHONE_STATE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getSubscriberId,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getCellLocation,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_RESTART_PACKAGES,intent_android_intent_action_PACKAGE_REMOVED,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_MESSAGING_EVENT,n_providers,suspicious_sendTextMessage,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_RECEIVE_SMS,suspicious_setWifiEnabled,perm_android_permission_ACCESS_WIFI_STATE,label
0,0,11,0,56,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,7,0,0,0,1,1
1,1,24,1,28,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,10,0,0,1,1,1
0,0,18,0,30,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,0,13,0,0,0,1,0
0,0,10,0,56,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,7,0,0,0,1,1
1,1,30,1,65,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,1,1,1,1
0,0,16,0,50,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,3,0,29,0,0,0,1,0
0,1,13,0,37,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,4,1,13,0,0,0,1,0
1,1,30,1,51,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,3,1,7,0,0,0,1,0
0,0,9,0,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,5,0,26,0,0,0,1,0
0,0,9,0,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,5,0,26,0,0,0,1,0
0,0,8,0,55,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,9,0,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,5,0,26,0,0,0,1,0
1,1,22,1,30,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,16,0,0,0,1,1
1,1,31,1,20,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,21,1,0,1,1,1
1,0,12,1,36,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,0
0,0,9,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,17,0,0,0,0,0
0,0,13,0,46,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,0,12,0,0,0,1,0
1,1,17,1,32,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,9,0,0,0,1,1
1,1,52,1,51,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,19,1,1,0,1,1
1,1,24,0,42,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,7,0,12,0,0,0,1,0
0,0,8,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,17,0,0,0,0,0
0,0,8,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,17,0,0,0,0,0
0,0,8,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,17,0,0,0,0,0
1,1,35,1,31,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,7,1,0,0,1,0
0,0,8,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,17,0,0,0,0,0
1,1,19,0,37,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,3,0,11,0,0,1,1,1
0,1,33,0,30,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,9,0,28,1,0,0,1,0
0,0,9,0,19,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,5,0,12,0,0,0,1,0
0,0,11,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,17,0,0,0,0,0
1,1,26,1,31,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,3,0,17,0,0,0,1,1
0,0,41,0,47,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,2,0,20,0,0,0,1,0
0,0,9,0,34,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,10,0,0,0,0,0
1,1,25,1,40,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,5,1,0,0,1,1
0,0,20,0,26,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,1,13,0,0,0,1,0
0,0,14,0,45,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,3,0,12,0,0,0,1,1
0,0,12,0,41,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,5,0,17,0,0,0,0,0
1,1,38,1,38,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,2,1,20,0,0,0,1,0
0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,0,0,0,1,0
1,1,19,1,38,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1
1,1,31,1,51,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,8,0,0,0,1,0
0,0,14,0,45,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,3,0,17,0,0,0,1,1
1,1,24,1,51,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,12,1,0,0,1,1
0,0,7,0,52,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,16,1,42,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0
0,0,8,0,23,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
0,0,13,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,13,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0
1,1,20,0,40,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,9,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,17,0,0,0,0,0
0,0,9,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,17,0,0,0,0,0
0,0,14,0,55,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,0,9,0,0,0,1,0
0,0,15,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,18,0,0,0,0,0
0,0,16,0,30,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,22,0,0,0,1,0
1,1,34,1,66,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,38,1,1,1,1,1
1,1,32,1,62,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,8,0,1,1,1,1
0,0,40,0,44,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,2,0,20,0,0,0,1,0
1,0,11,0,57,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0,13,0,23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,1,1,0
0,0,9,0,38,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
1,1,18,0,40,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,6,0,13,0,0,0,1,0
1,1,29,1,36,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,3,0,13,1,0,0,1,1
1,1,29,1,36,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,3,0,13,1,0,0,1,1
1,1,52,1,32,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,2,1,22,1,1,0,1,1
1,1,26,0,54,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,12,1,0,0,1,1
1,1,39,1,53,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,6,0,1,0,1,1
1,1,37,1,74,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,8,1,0,0,1,1
0,0,11,0,51,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,0,7,0,0,0,1,1
0,0,11,0,51,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,0,7,0,0,0,1,1
1,0,23,0,59,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,4,0,0,1,1,1
1,1,22,1,55,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,5,0,0,0,1,1
0,0,13,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,9,0,41,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,18,0,0,0,0,0
1,0,18,0,22,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,5,0,0,0,1,0
1,1,26,1,59,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
1,1,29,1,47,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,7,1,1,1,1,1
0,0,18,0,36,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,5,0,13,0,0,0,1,0
0,0,31,0,28,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,3,0,16,0,0,0,1,0
