intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,perm_android_permission_RECORD_AUDIO,perm_android_permission_CAMERA,suspicious_getSimCountryIso,intent_com_google_android_c2dm_intent_REGISTRATION,intent_android_intent_action_BOOT_COMPLETED,n_receivers,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_android_permission_READ_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,n_activities,perm_android_permission_ACCESS_WIFI_STATE,n_used_permissions,n_providers,suspicious_Ldalvik_system_PathClassLoader_,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_google_firebase_INSTANCE_ID_EVENT,n_services,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,perm_com_android_vending_BILLING,n_urls,n_api_calls,intent_com_google_android_c2dm_intent_RECEIVE,label
0,0,0,0,7,0,1,1,0,0,7,0,0,1,6,0,14,3,1,1,0,1,0,8,1,1,0,43,29,1,1
0,0,0,0,13,0,1,0,0,0,3,0,1,1,4,0,10,2,1,0,1,0,0,3,0,0,0,44,21,1,1
0,0,0,0,8,0,0,1,0,0,5,1,0,0,5,0,9,2,1,1,0,0,1,7,0,0,0,34,21,1,1
0,0,0,0,5,0,0,1,0,0,3,0,0,0,4,0,9,2,1,1,0,1,1,4,0,0,0,35,20,1,0
0,0,0,0,7,0,0,0,0,0,4,0,0,1,8,0,12,2,1,1,0,1,1,9,1,1,0,35,24,1,1
0,0,0,0,8,0,0,0,0,0,4,0,0,0,6,1,14,3,1,1,0,1,1,7,1,1,0,33,28,1,0
0,0,0,0,10,0,0,0,0,1,6,1,0,1,6,1,9,0,0,0,1,0,0,0,0,0,0,38,21,0,0
0,0,0,0,12,0,0,0,0,1,5,1,1,1,3,0,13,2,1,1,1,1,1,5,0,0,0,31,23,1,0
0,0,0,0,10,0,0,0,0,1,5,1,0,0,9,1,9,1,1,1,0,0,1,4,0,0,0,37,22,1,0
0,0,0,0,9,0,1,0,0,0,3,0,1,0,10,0,11,3,1,1,1,1,1,4,1,1,0,40,20,1,1
0,0,0,0,7,0,0,0,0,0,4,0,1,0,7,0,9,2,1,1,1,1,1,5,0,0,0,37,19,1,0
0,0,0,0,7,0,0,0,0,0,1,0,0,1,8,0,11,3,1,1,1,0,0,3,1,1,0,40,28,0,0
0,0,0,0,10,0,1,0,0,0,3,0,1,0,4,0,11,1,1,1,1,1,1,6,0,0,0,32,22,1,0
0,0,0,0,9,0,1,0,0,0,3,0,1,0,10,0,11,3,1,1,1,1,1,4,1,1,0,40,20,1,0
0,0,0,0,8,0,0,0,0,0,1,0,0,0,7,1,11,0,1,1,0,0,0,1,1,1,1,42,24,0,0
0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,9,1,1,1,0,0,1,4,1,1,0,35,20,1,0
0,0,0,0,8,0,0,0,0,0,3,0,1,0,9,0,9,5,1,1,1,0,1,6,0,0,0,40,23,1,0
0,0,0,0,8,0,0,0,0,0,1,0,0,0,7,1,11,0,1,1,0,0,0,1,1,1,1,42,24,0,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,11,1,1,1,0,1,1,5,1,1,1,40,24,1,0
0,0,0,0,9,0,0,0,0,0,4,1,0,1,6,1,10,1,1,1,0,0,1,7,0,0,0,33,22,1,0
0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,11,5,1,1,0,1,1,6,1,1,0,41,23,1,0
0,0,0,0,7,0,0,0,0,0,4,0,1,0,8,0,13,3,1,1,1,0,1,4,1,0,0,36,30,1,0
0,0,0,0,9,0,0,0,0,0,3,0,1,0,6,0,9,1,1,1,1,0,1,6,0,0,1,34,22,1,0
0,0,1,0,15,1,0,1,0,1,4,1,1,1,7,0,13,1,1,0,1,0,0,6,1,1,0,40,24,0,0
0,0,0,0,6,1,1,1,0,0,0,0,1,0,6,0,11,0,1,0,1,0,0,2,1,1,0,39,26,0,0
0,0,0,0,9,0,0,0,0,0,4,1,0,1,8,1,10,1,1,1,0,0,1,7,0,0,0,34,24,1,0
0,0,0,0,9,0,0,0,0,0,0,1,1,0,3,0,9,0,1,0,1,0,0,1,0,0,0,40,22,0,0
0,0,0,0,5,0,1,0,0,0,1,0,1,1,3,0,10,1,0,0,1,0,0,0,0,0,0,38,22,0,0
0,0,0,0,6,0,0,1,0,1,3,0,1,0,8,1,10,3,1,1,1,0,0,7,0,0,0,37,22,0,1
0,0,0,0,11,0,0,1,1,0,3,0,1,1,7,1,10,0,0,1,1,0,0,0,1,1,1,38,23,1,0
0,0,0,0,12,0,0,0,0,0,3,1,0,1,8,1,9,2,1,1,1,0,1,7,1,1,0,38,25,1,0
0,0,0,0,9,0,0,0,0,0,4,0,1,0,8,1,10,4,1,1,1,1,1,4,1,1,0,43,20,1,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,12,2,1,1,0,1,1,4,1,1,1,33,21,1,1
0,0,0,0,8,0,0,0,0,0,6,0,0,1,9,1,15,2,1,1,0,1,0,3,1,1,1,42,29,1,0
0,0,0,0,11,0,0,0,0,1,4,1,0,0,5,0,10,1,0,0,1,0,0,3,0,0,0,35,29,1,0
0,0,0,0,8,0,0,0,0,0,3,0,1,1,9,0,9,1,1,1,1,0,1,6,0,0,0,38,22,1,0
0,0,0,0,4,0,0,0,0,1,3,1,0,0,6,0,14,2,1,0,0,0,0,1,1,1,0,34,26,0,1
0,0,0,0,12,0,0,0,1,0,4,1,0,1,7,0,9,2,1,1,0,1,1,5,0,0,0,34,24,1,0
0,0,0,0,9,0,0,0,0,1,8,1,0,1,8,0,11,1,1,0,1,0,0,8,1,1,1,38,27,1,0
0,0,0,0,11,1,0,0,0,0,3,0,1,0,9,1,10,2,1,1,1,1,1,4,0,0,0,43,24,1,0
0,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,10,1,1,1,0,0,1,5,1,1,1,38,21,1,0
0,0,0,0,6,0,0,0,1,0,4,0,0,0,6,0,9,1,1,1,0,0,1,2,1,1,1,35,21,1,0
0,0,0,0,8,0,0,0,0,0,5,0,1,0,5,0,9,1,1,1,1,1,1,8,1,1,0,34,25,1,0
0,0,0,0,5,0,0,0,0,1,2,0,1,0,6,1,10,0,0,0,1,0,0,4,0,0,0,36,26,0,1
0,0,0,0,6,0,0,0,1,0,4,0,0,0,6,0,9,1,1,1,0,0,1,2,1,1,1,35,21,1,0
0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,10,2,1,1,0,1,1,5,0,0,0,35,19,1,0
0,0,0,0,6,0,1,0,0,0,2,0,0,1,8,0,11,0,1,0,0,0,0,3,1,1,0,35,24,0,0
0,0,0,0,9,0,0,0,0,0,4,0,1,0,3,0,7,2,1,1,1,0,1,5,0,0,0,40,19,1,0
0,0,0,0,6,0,1,0,0,0,2,0,0,1,8,0,11,0,1,0,0,0,0,3,1,1,0,35,24,0,0
0,0,0,0,8,0,1,1,0,0,0,0,1,0,7,0,12,1,1,0,1,0,0,0,1,1,1,37,23,0,0
0,0,0,0,8,0,0,0,1,0,4,0,0,1,7,0,10,2,1,1,1,0,1,3,1,1,0,34,20,1,0
0,0,0,0,14,0,0,0,0,0,4,0,0,0,5,0,10,2,1,1,0,1,1,8,0,0,0,38,21,1,0
0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,1,10,2,1,1,0,1,1,4,0,0,0,33,20,1,0
0,0,0,0,6,0,0,0,1,0,4,0,0,0,6,0,9,1,1,1,0,0,1,2,1,1,1,35,21,1,0
0,0,0,0,6,0,1,0,0,0,2,0,0,1,8,0,11,0,1,0,0,0,0,3,1,1,0,35,24,0,0
0,0,0,0,4,0,0,0,0,1,3,0,0,0,7,0,11,1,1,0,0,0,0,1,1,1,1,40,27,0,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,11,0,14,2,1,1,0,1,0,4,1,1,1,39,24,1,0
0,0,0,0,7,0,0,0,1,0,4,0,0,0,4,0,8,1,1,1,1,0,1,5,0,0,1,35,20,1,0
0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,10,1,1,1,0,0,0,2,1,0,0,38,24,0,0
0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,1,9,1,1,1,0,0,1,5,0,0,0,35,19,1,0
0,0,0,0,11,1,0,0,0,0,3,0,1,0,3,1,9,0,1,0,1,0,0,1,1,1,0,43,23,0,0
0,0,0,0,8,0,0,0,0,1,8,1,0,1,8,0,11,1,1,0,0,0,0,8,1,1,0,37,27,1,0
0,0,1,0,12,0,0,0,0,0,0,1,1,1,3,1,11,1,1,0,1,0,0,1,0,0,0,37,21,0,0
0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,1,11,1,1,0,1,0,0,0,1,0,0,39,26,0,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,11,0,14,2,1,1,0,1,0,4,1,1,1,39,24,1,0
0,0,0,0,13,1,1,0,0,0,4,0,1,0,6,1,13,2,1,1,1,1,0,2,1,1,0,33,26,0,0
0,0,0,0,7,0,0,0,0,1,5,1,0,0,7,0,9,4,1,1,0,1,1,7,0,0,0,34,22,1,0
0,0,0,0,14,0,0,0,1,1,6,1,0,0,7,1,10,1,1,1,0,0,1,5,0,0,0,42,23,1,0
0,0,0,0,6,0,0,0,0,0,3,0,0,1,6,0,10,1,1,1,0,0,1,3,0,0,0,44,20,1,0
0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,12,2,1,1,0,1,0,3,0,0,0,32,22,1,0
0,0,0,0,9,0,0,0,0,1,7,1,0,1,5,0,8,1,1,1,0,0,1,4,0,0,0,36,19,1,0
0,0,0,0,11,0,0,0,0,0,3,1,0,1,10,1,12,4,1,1,1,1,1,7,0,0,0,42,23,1,0
0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,0,9,2,1,1,0,1,1,5,1,1,0,44,22,1,0
0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,10,1,1,1,0,0,0,2,1,0,0,38,24,0,0
0,0,0,0,8,0,0,1,0,0,3,0,0,1,10,1,14,4,1,1,0,1,0,6,1,1,1,43,26,1,0
