perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_api_calls,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_LOGS,suspicious_setWifiEnabled,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_DISABLE_KEYGUARD,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_activities,intent_android_intent_action_USER_PRESENT,suspicious_getWifiState,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_PHONE_STATE,intent_com_igexin_sdk_action_refreshls,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,intent_android_media_browse_MediaBrowserService,n_urls,label
0,4,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0,15,0,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0
0,12,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,25,0
0,25,0,0,0,0,0,14,1,0,0,1,0,0,1,1,1,1,0,0,0,82,0,0,0,0,0,1,0,88,0
0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,34,0
0,17,0,0,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,23,0
0,16,0,0,0,0,0,5,0,0,0,1,0,0,1,1,0,1,0,0,0,9,0,0,0,0,0,0,0,15,0
0,19,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,21,0
0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0
0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0
0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0
1,61,0,0,1,0,1,25,1,1,1,0,0,1,0,0,0,0,0,0,0,117,0,1,0,1,0,0,0,118,0
0,18,0,0,0,0,0,7,0,0,0,1,0,0,1,1,1,1,0,0,0,14,0,0,0,0,0,0,0,36,0
0,8,0,0,0,0,0,7,0,0,0,1,0,0,1,1,1,1,0,0,0,12,0,0,0,0,0,0,0,26,0
0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,34,0
0,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,45,0
1,35,0,0,0,0,0,29,1,1,1,0,1,1,0,0,0,0,0,0,0,105,1,1,1,1,0,0,0,162,1
0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0
0,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,33,0
0,7,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0
0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,33,0
0,34,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,0
0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
0,12,0,0,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,118,0
0,20,0,0,0,0,0,11,0,0,1,1,0,0,1,1,1,1,0,0,1,153,0,0,0,0,0,0,0,25,0
0,16,1,0,0,0,0,36,1,0,1,1,1,1,1,0,0,0,0,0,0,257,0,0,0,1,0,0,0,155,0
0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,24,0
0,22,0,0,0,0,0,10,0,0,0,1,0,0,1,1,1,1,0,0,1,34,0,0,0,0,0,0,0,34,0
0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0
0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
0,19,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,59,0
0,37,1,0,0,0,0,27,0,0,0,1,0,0,1,1,1,1,0,0,1,11,0,0,0,1,0,0,0,108,1
0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,13,0
0,20,0,0,0,0,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,84,1,0,0,1,0,0,0,10,0
1,36,1,1,0,0,0,40,1,1,1,0,1,0,0,0,0,0,0,1,0,95,0,0,1,1,0,0,0,54,0
0,25,0,0,0,0,0,11,0,0,0,1,0,0,1,1,1,1,0,0,0,19,0,0,0,1,0,0,0,80,0
0,31,1,0,0,1,1,21,0,1,1,0,0,1,0,0,0,0,0,0,0,78,0,0,0,1,0,0,0,73,0
0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,23,0
0,48,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,1,0,0,0,54,0
0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,32,0
0,23,0,0,0,0,0,13,0,0,0,1,1,0,1,1,1,1,0,0,0,43,0,0,0,1,0,0,0,40,0
0,24,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,30,0
0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
0,21,0,0,0,0,0,10,0,0,0,1,1,0,1,1,1,1,0,0,0,11,0,0,0,0,0,0,0,29,0
0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,44,0
1,63,0,1,0,0,0,28,1,1,1,0,1,1,0,0,0,0,0,0,0,216,1,1,0,1,0,0,0,381,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,18,1
0,22,0,0,1,0,0,13,0,0,0,1,0,0,1,1,0,1,0,0,0,12,0,0,0,0,0,1,0,25,0
0,25,0,0,0,0,0,27,0,0,0,1,0,0,1,1,1,1,0,0,1,15,0,0,0,0,0,0,0,35,0
0,17,0,0,0,0,0,19,0,0,0,1,0,0,1,0,1,1,0,0,0,27,0,0,0,1,0,0,0,32,1
0,22,0,0,0,0,0,8,0,0,0,1,0,0,1,0,1,1,0,0,1,9,0,0,0,0,0,0,0,30,0
0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,35,0
1,26,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,33,0
0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,0,0,0,0,11,0,0,0,1,0,0,1,0,1,1,0,0,0,9,0,0,0,1,0,0,0,31,0
0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0
0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,23,0
0,21,0,0,0,0,0,25,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0
0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,0
0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,14,0
0,21,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,1,0,0,0,9,0,0,0,0,0,1,0,70,0
0,20,0,0,0,0,0,17,1,0,0,1,0,0,1,1,1,1,0,1,0,13,0,0,0,1,0,0,0,28,0
0,26,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0,0,1,0,0,0,13,0
0,9,0,0,0,0,0,10,0,0,0,1,0,0,1,1,1,1,0,0,1,15,1,0,0,0,0,0,0,45,0
0,24,0,1,0,0,0,20,0,0,0,1,0,1,1,0,1,0,0,0,0,12,0,0,0,1,0,0,0,40,0
0,14,0,0,0,0,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0
0,20,0,0,0,0,0,11,0,0,0,1,0,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,23,0
0,17,0,0,0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
0,29,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,52,0
0,29,0,0,1,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0
0,39,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,60,1
0,19,0,0,0,0,0,11,0,0,0,1,0,0,1,1,1,1,0,0,0,757,0,0,0,0,0,0,0,667,0
1,48,1,1,1,1,1,47,1,1,1,0,1,1,0,0,0,0,1,0,0,102,1,1,1,1,1,0,0,193,0
