perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_WRITE_SETTINGS,n_permissions,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_PACKAGE_ADDED,n_urls,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,perm_com_android_launcher_permission_READ_SETTINGS,n_api_calls,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,suspicious_Base64,suspicious_getSystemService,intent_android_intent_action_USER_PRESENT,suspicious_Cipher,intent_cn_jpush_android_intent_PushService,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getDeviceId,intent_cn_jpush_android_intent_REGISTRATION,intent_cn_jpush_android_ui_PushActivity,intent_cn_jpush_android_intent_NOTIFICATION_OPENED,intent_cn_jpush_android_intent_MESSAGE_RECEIVED,intent_cn_jpush_android_intent_REGISTER,intent_cn_jpush_android_intent_NOTIFICATION_RECEIVED_PROXY,label
1,1,20,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,0,1,1,0,0,1,33,9,1,1,0,28,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
0,1,35,1,1,1,1,1,1,3,4,1,1,0,6,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,31,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,15,7,0,1,0,11,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,29,1,1,1,1,0,0,3,3,1,1,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,33,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0
0,0,5,0,0,0,0,0,0,18,6,1,0,0,18,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,30,1,1,0,1,0,0,28,13,1,1,1,43,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,15,0,0,0,0,0,0,40,11,1,1,1,33,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,15,0,0,0,0,0,0,25,15,1,0,0,38,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,18,0,1,0,0,1,1,36,14,1,0,0,23,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,31,10,0,0,0,24,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,25,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0
0,0,10,0,0,1,0,0,0,39,12,0,0,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,24,1,0,0,0,1,1,4,18,1,1,0,47,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,29,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
1,1,30,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0
1,1,18,1,1,0,0,0,1,3,3,1,1,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,14,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,25,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,24,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,24,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,31,1,1,1,1,1,1,23,14,1,1,0,42,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,4,0,0,0,0,0,0,12,6,0,0,0,25,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,33,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,29,9,0,1,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,21,6,0,0,0,11,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,20,1,0,0,1,0,0,29,12,1,1,0,48,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,26,9,0,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,15,1,0,0,0,0,0,31,12,1,1,0,31,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,7,7,1,0,0,20,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,24,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,33,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,1,0,0,0,0,22,4,1,0,0,4,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,28,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,24,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,5,0,0,0,0,0,0,33,6,0,0,0,7,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,24,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,10,0,1,0,0,0,0,37,13,0,0,0,32,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,19,0,0,0,0,0,0,37,8,0,1,0,18,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,34,9,0,0,0,27,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,28,0,0,0,0,0,0,41,14,0,1,0,30,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,26,8,0,0,0,15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,18,1,1,0,1,1,0,9,11,1,1,0,28,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1,1,30,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
1,1,27,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,36,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,10,1,0,1,0,0,0,20,6,1,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,1,0,0,0,33,10,1,0,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,14,0,1,0,0,0,0,30,10,0,0,0,19,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,1,6,0,0,0,0,0,0,30,6,1,0,0,14,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,6,0,0,0,0,0,0,30,6,1,0,0,14,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,28,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,14,0,1,1,0,0,0,12,8,1,1,0,18,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1,1,32,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,21,4,0,0,0,5,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,18,7,0,0,0,13,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,43,1,1,1,1,1,1,8,5,1,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,15,1,0,0,0,0,0,39,6,1,0,0,15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,33,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,27,1,1,0,0,0,0,4,13,1,1,0,33,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,18,0,0,0,0,0,0,41,11,1,1,0,33,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,8,7,1,0,0,20,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
