perm_android_permission_READ_PHONE_STATE,n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_READ_LOGS,perm_android_permission_CHANGE_WIFI_STATE,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_PACKAGE_ADDED,n_services,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,n_used_permissions,suspicious_getCellSignalStrength,n_urls,label
1,43,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24,0,1,0,13,10,1,100,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,97,1
1,40,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,19,9,0,124,1
0,25,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,7,1,1,0,21,9,0,79,0
1,26,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,7,0,1,1,30,11,0,96,1
1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,8,0,83,0
0,30,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,3,1,0,0,0,11,1,1,1,33,12,0,97,1
1,42,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,1,1,1,1,11,1,1,1,31,14,0,126,1
1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,16,13,0,130,0
1,42,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,1,1,1,1,11,1,1,1,31,14,0,126,1
0,13,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9,1,1,0,0,11,1,0,0,17,7,0,112,0
1,46,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,9,1,1,0,0,9,1,1,1,17,16,0,107,0
1,52,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,6,0,1,0,22,15,0,116,0
1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,7,13,0,96,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,11,8,0,80,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,96,1
0,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,3,0,1,0,21,10,0,96,0
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,10,17,0,119,0
0,36,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,2,1,0,0,1,6,1,1,0,11,11,0,150,0
0,26,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,12,1,1,0,9,15,0,83,0
1,40,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6,0,1,0,25,14,0,93,1
1,13,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,11,1,1,0,18,6,0,92,0
0,37,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,6,1,0,0,1,32,1,1,1,10,14,0,88,0
0,23,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,0,17,1,0,0,18,11,0,92,0
0,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,1,0,4,16,1,126,0
1,20,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,5,1,1,0,0,13,1,1,0,14,10,0,77,0
0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,108,0
1,37,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,2,0,0,1,1,4,0,1,1,33,10,0,108,1
1,33,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,5,1,1,1,1,21,1,1,1,34,13,1,145,1
1,19,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11,1,0,0,0,20,1,1,0,17,12,0,77,0
1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,8,8,1,86,1
0,25,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,9,1,0,0,0,41,1,1,0,38,11,1,130,0
0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,0,7,12,0,140,0
0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,11,1,1,1,15,7,0,124,0
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,0,0,21,17,0,119,0
1,19,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,15,10,0,143,1
0,39,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,11,1,1,0,10,18,0,87,0
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,0,0,21,17,0,120,0
1,51,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,5,1,0,0,1,19,1,1,1,12,16,0,102,0
1,56,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,3,1,1,0,1,9,1,1,1,24,14,1,103,1
0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,0,6,12,0,140,0
1,54,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,0,1,1,22,17,1,111,1
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,0,0,23,17,0,113,0
1,55,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,8,0,1,1,1,21,0,1,1,26,20,1,108,1
1,40,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,11,0,1,1,40,13,1,93,1
0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,8,6,0,80,0
1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,1,0,8,10,0,93,0
1,45,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,1,20,13,0,89,1
1,27,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,5,1,0,0,13,11,1,78,1
0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,20,1,0,0,14,6,0,139,0
0,33,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,7,1,1,0,0,12,1,1,0,18,18,0,78,0
1,51,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,12,0,1,1,23,17,0,137,1
0,33,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,0,27,1,1,1,27,12,1,99,0
1,55,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,19,0,1,0,26,14,0,102,1
1,55,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,19,0,1,0,26,14,0,102,1
0,31,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,8,13,0,86,1
1,55,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,19,0,1,0,26,14,0,102,1
0,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,1,1,11,11,0,127,0
1,17,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,0,0,0,17,1,0,1,25,8,0,82,0
1,48,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,6,0,1,1,30,16,0,107,1
0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,12,0,96,0
0,28,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,1,0,0,10,11,0,128,0
0,54,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,10,1,1,0,30,13,1,128,0
0,48,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,19,1,1,0,10,16,1,98,0
0,33,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,13,1,0,1,0,28,1,1,1,19,12,0,83,0
0,23,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,12,1,0,0,16,10,0,117,0
0,23,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,12,1,0,0,16,10,0,117,0
0,34,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,5,16,0,86,0
1,55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,9,1,1,0,14,15,1,109,0
0,23,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,1,0,0,12,1,0,0,12,12,0,82,0
0,30,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,5,1,1,1,0,16,1,1,1,38,12,0,125,0
0,46,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,8,1,0,0,0,9,1,1,0,11,20,0,113,0
1,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,6,1,0,0,9,12,0,82,0
0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,8,12,0,98,0
1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,0,12,15,1,95,1
1,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,14,11,0,104,0
1,47,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1,0,0,1,9,1,1,0,11,12,0,125,0
