n_permissions,perm_android_permission_READ_PHONE_STATE,n_urls,perm_android_permission_ACCESS_WIFI_STATE,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,suspicious_getSystemService,suspicious_Base64,suspicious_getDeviceId,perm_android_permission_GET_TASKS,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,intent_android_appwidget_action_APPWIDGET_UPDATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_WRITE_SETTINGS,suspicious_setWifiEnabled,intent_com_urbanairship_push_RECEIVED,suspicious_getWifiState,suspicious_system_bin_su,intent_com_urbanairship_push_CHANNEL_UPDATED,intent_com_google_android_gms_iid_InstanceID,intent_com_amazon_device_messaging_intent_RECEIVE,label
5,0,30,1,21,8,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,42,1,33,9,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
14,0,118,0,33,11,1,1,1,1,1,1,0,1,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40,1,339,1,25,12,1,1,1,1,1,1,1,1,1,1,0,0,13,1,1,1,1,1,0,1,1,0,0,0,0
2,0,28,0,20,11,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,2,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,21,0,22,9,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,6,0,17,6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,35,1,22,9,1,1,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6,0,23,0,6,5,1,0,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5,0,35,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10,1,28,1,28,10,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,0,44,0,22,10,1,1,1,1,1,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0
7,1,28,0,33,8,1,1,1,1,1,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
25,1,99,1,29,9,1,1,1,1,1,1,1,1,1,1,0,0,19,1,1,0,1,0,0,1,0,0,0,0,0
5,0,22,1,38,11,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
7,0,23,0,6,5,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7,0,62,1,31,11,1,1,1,1,1,1,1,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
12,1,0,0,20,8,1,1,0,1,1,1,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
25,0,66,1,21,10,1,1,0,1,1,1,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
8,0,18,1,31,11,1,1,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,83,1,27,12,1,1,1,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,24,0,14,7,1,1,0,1,1,1,0,0,1,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0
7,0,46,0,14,5,1,1,1,1,1,1,0,1,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
6,0,8,0,18,8,1,0,0,1,1,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,0,46,0,31,10,1,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,1,6,0,24,10,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,26,1,8,5,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,30,0,20,11,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
6,0,35,0,21,9,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,23,0,7,5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,38,0,26,12,1,0,1,1,1,1,0,0,1,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
7,0,18,1,32,13,1,0,1,1,1,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
8,0,28,1,14,7,1,1,0,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
5,0,21,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,7,1,54,16,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32,0,25,12,1,1,1,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7,0,21,1,23,10,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20,0,19,7,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12,0,156,1,24,9,1,1,1,1,1,1,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
14,0,13,0,18,8,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9,1,21,1,8,4,1,1,1,1,1,1,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
6,0,35,0,14,6,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,36,1,24,10,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,1,3,0,9,3,1,0,1,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,0,17,9,1,0,1,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
25,1,209,1,24,9,1,1,1,1,1,1,1,1,1,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0
7,0,22,0,14,7,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,14,0,15,5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,44,1,22,9,1,1,1,1,1,1,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
5,0,35,0,19,7,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,0,34,0,18,7,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,18,0,19,9,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,3,1,13,5,1,1,1,1,1,0,1,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
28,0,30,0,29,12,1,1,1,1,1,1,0,1,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0
9,0,38,1,12,5,1,1,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,0,2,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,74,0,18,7,1,1,0,1,1,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
16,1,42,1,25,8,1,1,0,1,1,1,0,1,1,1,1,0,5,1,1,0,0,1,0,0,0,0,0,0,0
5,0,41,1,32,11,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,2,0,4,3,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,21,0,6,5,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,17,1,14,6,1,0,0,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
9,1,176,0,23,11,1,1,1,1,1,1,0,0,1,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
38,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,28,1,1,1,1,0,0,0,0,0,0,0,0
9,0,36,1,19,10,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,0,38,0,22,12,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,8,1,23,13,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,18,0,17,7,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,29,1,26,10,1,0,0,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
37,1,199,1,69,28,1,1,1,1,1,1,1,1,1,1,0,1,4,0,1,1,1,1,0,1,1,0,0,0,0
19,1,96,1,15,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,46,0,20,9,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,11,0,16,7,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
