perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_PHONE_STATE,perm_com_android_browser_permission_WRITE_HISTORY_BOOKMARKS,suspicious_getSubscriberId,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_ADDED,suspicious_sendTextMessage,intent_com_google_firebase_INSTANCE_ID_EVENT,n_api_calls,n_permissions,perm_android_permission_READ_LOGS,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SMS,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_SEND_SMS,perm_android_permission_CHANGE_WIFI_STATE,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_PHONE_STATE,intent_android_intent_action_PACKAGE_INSTALL,n_providers,n_services,n_activities,label
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,1,0,11,0
0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27,4,0,0,0,0,0,0,1,0,0,1,2,11,0
0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,16,0
1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,26,13,0,0,0,0,0,0,0,0,0,0,3,13,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,1,0,9,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,8,0,0,0,1,0,0,1,0,0,0,5,9,0
0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,33,17,0,0,0,1,0,0,0,0,0,2,1,10,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,37,6,0,0,0,0,0,0,0,0,0,0,1,9,1
0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,25,11,0,1,0,0,0,1,0,0,0,2,1,9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,7,0,0,0,1,0,0,1,0,0,3,12,27,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18,9,0,0,0,1,0,0,1,0,0,1,8,19,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30,9,0,0,0,1,0,0,1,0,0,0,1,6,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1,4,18,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,23,9,0,0,0,1,0,0,1,0,0,2,7,16,0
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,25,7,0,0,0,0,0,0,0,0,0,2,1,13,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,1,6,20,0
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,20,11,0,0,0,1,0,0,1,0,0,2,4,10,0
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,32,12,0,0,0,0,0,0,0,0,0,0,3,9,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,38,14,0,1,0,1,0,1,1,0,0,0,2,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,2,1,18,0
1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,40,11,0,0,0,1,0,1,1,0,0,0,6,29,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,1,0,11,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,31,14,0,0,0,1,0,0,1,0,0,0,3,10,0
1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,33,10,0,0,0,0,0,1,0,0,0,1,5,8,1
1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,30,9,0,0,0,1,0,0,1,0,0,1,3,11,0
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,9,0
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,30,15,0,0,0,1,0,0,1,0,0,0,3,10,0
0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,19,14,0,1,1,0,1,1,0,0,0,0,0,27,1
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,21,9,0,0,0,1,0,0,1,0,0,1,7,16,0
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,30,18,0,1,0,0,1,1,0,0,0,0,3,31,1
0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,19,14,0,1,1,0,1,1,0,0,0,0,0,27,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,3,15,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,7,0,0,0,0,0,1,0,0,0,0,1,24,0
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,22,11,0,0,0,1,0,0,1,0,0,4,8,19,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,36,14,0,0,0,1,0,0,1,0,0,1,9,14,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,16,8,0,0,0,1,0,0,1,0,0,1,2,14,0
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,28,12,0,0,0,1,0,0,1,0,1,2,6,29,1
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,18,10,0,0,0,1,0,1,1,0,0,2,6,25,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,29,15,0,0,0,1,0,0,1,0,0,4,9,30,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,21,9,0,0,0,1,0,0,1,0,0,0,3,10,1
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,5,28,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,1,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,18,8,0,0,0,1,0,0,1,0,0,3,4,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,4,1,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,1,0,23,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,35,7,0,1,0,0,0,0,0,0,0,0,1,17,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,10,0,0,0,1,0,0,1,0,0,0,2,6,0
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,3,10,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,23,11,0,0,0,1,0,0,1,0,0,2,5,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,26,13,0,0,0,1,0,0,1,0,0,4,6,9,0
1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,40,8,0,0,0,0,0,1,0,0,0,1,0,15,1
0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,36,11,0,0,0,0,1,0,0,0,0,0,2,9,1
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,32,12,0,1,0,0,0,1,0,0,0,1,0,8,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,27,10,0,0,0,1,0,0,1,0,0,3,10,13,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,1,2,16,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,27,11,0,0,0,1,0,0,1,0,0,2,2,6,0
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,21,10,0,0,0,1,0,0,1,0,0,2,3,10,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,1,1,8,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,38,7,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,38,7,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,9,1
