n_used_permissions,n_api_calls,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SEND_SMS,n_permissions,suspicious_getSubscriberId,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,suspicious_getSystemService,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_LOGS,suspicious_Base64,perm_android_permission_RECEIVE_SMS,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,intent_android_intent_action_PACKAGE_ADDED,perm_com_ty_launcher_permission_READ_SETTINGS,perm_com_tencent_mm_permission_MM_MESSAGE,intent_show_fold,intent_com_excelliance_kxqp_action_swpmain,intent_show_encourage,label
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,21,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,22,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
8,21,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
9,19,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,16,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,21,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,23,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9,19,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,17,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,22,0,0,0,28,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8,19,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,18,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7,18,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,22,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,20,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
9,19,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,18,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,19,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,22,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
8,19,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,19,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
9,18,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,22,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,22,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,20,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9,20,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,17,0,0,0,27,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8,18,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,20,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,20,0,1,0,26,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,23,0,0,0,23,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9,21,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9,22,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,22,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,19,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
9,19,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,19,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
6,23,0,0,0,23,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9,22,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9,21,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,18,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
