intent_com_baidu_location_service_v2_2,perm_com_android_launcher_permission_WRITE_SETTINGS,intent_com_dzbook_service_PerpareDataService,perm_com_android_launcher3_permission_READ_SETTINGS,intent_com_igexin_sdk_action_pushmanager,perm_android_permission_WRITE_SETTINGS,intent_com_igexin_sdk_action_7fjUl2Z3LH6xYy7NQK4ni4,intent_com_igexin_sdk_action_64kVIzqls49c7TJxrBbWG4,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_android_launcher2_permission_READ_SETTINGS,intent_com_igexin_sdk_action_refreshls,suspicious_getWifiState,n_api_calls,n_permissions,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,perm_android_permission_RECEIVE_MMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_system_bin_su,perm_android_permission_ACCESS_SUPERUSER,suspicious_getSubscriberId,perm_android_permission_RECORD_VIDEO,perm_android_permission_UPDATE_APP_OPS_STATS,perm_com_google_android_c2dm_permission_RECEIVE,perm_ANDROID_PERMISSION_WRITE_APN_SETTINGS,n_receivers,perm_android_permission_WRITE_SMS,n_providers,suspicious_getCellLocation,label
0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,1,0,0,0,0,0,0,1,0,11,0,2,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,45,18,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,27,40,0,1,1,0,0,0,1,0,0,1,0,24,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,1,0,0,0,0,0,0,1,0,15,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,1,0,0,0,0,0,0,1,0,13,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,31,41,0,0,0,1,0,0,1,0,0,1,0,15,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,60,55,0,0,0,1,1,0,1,0,0,1,0,10,1,4,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,60,55,0,0,0,1,1,0,1,0,0,1,0,10,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,1,0,0,0,0,0,0,1,0,8,0,4,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,65,47,0,0,1,0,0,0,1,0,0,1,0,19,0,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,0,0,1,0,0,0,0,0,0,1,0,12,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,19,32,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,24,38,0,0,1,0,0,0,0,0,0,1,0,10,0,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0,0,1,0,0,0,0,0,0,1,0,7,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,1,67,44,0,0,1,1,0,0,1,0,0,1,0,15,0,15,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,1,0,0,0,0,0,0,1,0,8,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,1,0,0,0,0,0,0,1,0,3,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0,0,1,0,0,0,0,0,0,1,0,8,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,1,0,0,0,0,0,0,1,0,15,0,6,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,35,31,0,0,0,0,0,0,1,0,0,0,0,11,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,30,8,0,0,1,0,0,0,0,0,0,1,0,8,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,6,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,0,0,1,0,0,0,0,0,0,1,0,4,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,1,0,0,0,0,0,0,1,0,7,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,1,0,0,0,1,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,38,24,0,0,0,1,1,0,1,1,0,0,0,6,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,1,0,0,0,0,0,0,1,0,15,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,1,0,0,0,0,0,0,1,0,8,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,38,29,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,44,23,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,41,15,0,0,0,0,1,0,1,0,0,0,0,1,0,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,78,29,0,1,0,0,0,0,1,0,0,0,0,16,1,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,1,0,0,0,0,0,0,1,0,6,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,26,28,0,0,1,0,0,0,0,0,0,1,0,31,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,38,22,0,0,1,0,0,0,1,0,0,1,0,6,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,56,22,0,0,0,1,1,0,1,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,1,0,1,0,0,0,0,1,0,6,0,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,43,36,0,0,0,1,1,0,1,0,0,0,0,7,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,0,1,0,0,0,1,0,0,1,0,3,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,27,22,0,0,1,0,0,0,0,0,0,1,0,19,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,0,0,0,0,1,0,1,0,0,0,0,21,0,12,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,20,38,0,0,1,0,0,0,0,0,0,1,0,9,0,13,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,24,22,0,0,0,1,0,0,1,0,0,0,0,2,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,1,0,0,0,0,0,0,1,0,6,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,1,0,0,0,0,0,0,1,0,5,0,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,31,19,0,0,1,0,0,0,0,0,0,1,0,15,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,1,0,0,0,0,0,0,1,0,26,0,7,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,61,26,0,0,0,1,0,0,1,0,0,0,0,9,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,20,17,0,0,1,0,0,0,0,0,0,1,0,6,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,1,0,0,0,1,0,0,1,0,13,0,5,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,20,38,0,0,1,0,0,0,0,0,0,1,0,9,0,13,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,39,23,0,0,0,1,1,0,1,0,0,0,0,5,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,0,1,0,0,0,0,0,0,1,0,3,0,5,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,24,20,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,0,0,1,0,0,0,0,0,0,1,0,9,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,1,0,1,0,0,0,0,1,0,7,0,2,0,1
0,0,0,0,0,1,0,0,0,1,0,0,0,43,28,0,0,1,1,1,0,1,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,45,27,0,0,0,1,0,0,1,0,0,0,0,4,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,1,0,0,0,0,0,0,1,0,39,0,4,1,0
