suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,intent_android_intent_action_USER_PRESENT,suspicious_sendTextMessage,n_permissions,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_ADDED,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Landroid_telephony_SmsMessage___getMessageBody,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_MY_PACKAGE_REPLACED,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Base64,suspicious_getCellLocation,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_READ_EXTERNAL_STORAGE,n_api_calls,intent_pushy_me,suspicious_getDeviceId,n_urls,perm_android_permission_CAMERA,n_receivers,n_services,label
1,1,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,22,0,1,42,0,0,0,0
0,0,0,0,9,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,29,0,1,72,0,7,4,0
0,1,0,0,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,19,0,1,9,0,6,6,0
0,1,1,0,21,0,1,1,0,1,4,0,1,0,0,1,0,1,1,0,1,0,1,18,0,1,37,0,3,15,0
0,1,0,0,37,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,1,22,0,1,53,0,7,11,0
0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,43,0,1,25,0,0,0,0
1,1,1,0,15,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,19,0,1,72,1,3,3,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,0,1,17,0,0,1,1
1,0,1,0,15,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,31,0,1,58,0,11,11,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,16,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,11,0,0,0,0
0,0,0,0,17,0,0,0,0,0,4,1,0,0,1,1,0,1,1,0,1,0,0,22,0,1,31,0,5,9,0
1,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,20,0,1,44,0,2,3,0
1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,30,0,1,12,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,16,0,0,0,0
0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1,35,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,1,35,0,0,0,0
0,0,0,0,7,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,38,0,1,70,0,5,4,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,0,1,30,0,0,0,0
0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,16,0,1,27,0,3,2,0
0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,0,1,17,0,0,0,0
0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,0,46,0,1,98,0,4,6,0
0,1,0,0,31,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,21,0,0,24,1,2,3,1
0,1,0,0,17,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,29,0,1,46,0,1,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,21,0,1,30,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,11,0,0,0,0
1,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,39,0,1,159,0,5,7,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,1,1,0
0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1,32,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,1,5,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,1,27,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,17,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,17,0,1,9,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,34,0,0,1,0
0,0,0,0,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,17,0,0,22,0,5,8,0
0,0,0,0,24,1,0,0,0,0,3,1,0,0,1,1,1,0,1,0,1,0,0,8,0,1,39,0,7,13,1
0,0,0,0,10,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,35,0,1,48,0,4,10,0
0,0,0,0,19,0,0,0,0,0,9,1,0,0,1,1,0,1,1,0,1,0,1,53,0,1,110,1,17,36,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,1,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1,1,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,29,0,1,21,1,3,3,0
0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,2,0,2,0,0
0,1,0,0,15,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,23,0,1,31,0,3,7,0
0,1,0,0,18,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,1,21,0,1,139,1,7,9,0
0,0,0,0,13,0,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,18,0,1,39,0,7,5,0
1,1,0,0,30,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,36,0,1,124,0,1,1,0
1,1,1,0,23,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,6,0,1,2,0,2,4,0
1,1,0,0,51,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,33,0,1,25,1,1,1,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,22,0,0,0,0
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,28,0,1,20,0,1,3,0
0,1,0,0,21,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,16,0,1,55,1,5,8,0
0,0,0,0,26,1,1,0,0,0,5,1,0,0,1,1,1,0,1,0,1,0,0,35,0,1,69,0,15,14,0
0,1,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,23,0,1,22,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,24,0,1,36,0,0,1,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,1,33,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,33,0,1,33,0,1,3,0
0,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,12,0,1,16,0,4,3,0
0,0,0,1,14,1,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,1,30,0,1,145,1,3,7,1
0,0,0,0,6,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,13,0,1,40,0,2,1,0
0,0,0,0,10,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,12,0,1,67,1,6,8,0
0,1,0,0,12,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,23,0,1,29,0,1,2,0
1,0,0,0,15,1,1,1,0,0,4,1,0,1,1,1,1,1,1,1,1,0,1,41,0,1,230,0,13,10,0
1,1,0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,27,0,1,36,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,14,0,3,1,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,10,1,0,0,0
0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,108,1,0,0,0
0,1,0,0,11,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,8,0,1,35,0,3,8,0
0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,23,0,1,176,0,6,5,0
0,0,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,27,0,1,37,0,3,7,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,1,11,0,0,0,0
1,1,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,0,1,22,0,2,0,0
0,1,0,0,18,1,1,0,0,0,2,1,0,0,0,1,0,1,1,0,1,1,1,32,0,1,106,1,5,13,0
