intent_ACTION_TAPCORE_MESSAGE,intent_ACTION_TAPCORE_SYNC,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_BROADCAST_STICKY,intent_com_yandex_metrica_IMetricaService,intent_com_inmobi_share_id,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,suspicious_system_bin_su,suspicious_setWifiEnabled,n_providers,intent_android_intent_action_DATA_SMS_RECEIVED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_ACCESS_COARSE_UPDATES,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_UPDATE_DEVICE_STATS,n_api_calls,n_services,suspicious_getSubscriberId,intent_android_intent_action_MEDIA_UNMOUNTED,perm_android_permission_WRITE_APN_SETTINGS,intent_safiap_framework_ACTION_NETWORK_ERROR_FRAMEWORK,intent_com_google_firebase_MESSAGING_EVENT,n_activities,n_urls,perm_android_permission_ACCESS_WIFI_STATE,label
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,45,80,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,45,80,0,0
0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,1,0,0,23,1,0,0,0,0,0,41,71,1,1
0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,39,1,0,0,0,0,0,42,77,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,39,1,0,0,0,0,0,42,77,0,0
0,0,0,0,0,0,0,0,1,0,20,0,0,8,0,0,0,1,0,0,36,15,1,0,0,0,1,58,75,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,20,12,0,0,0,0,0,46,70,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,25,16,0,0,0,0,1,54,87,0,1
0,0,0,0,0,0,0,0,0,1,13,0,0,4,0,0,0,1,0,0,22,11,1,0,0,0,1,52,89,0,0
0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,27,3,0,0,0,0,0,44,70,0,0
0,0,0,0,0,0,0,0,0,1,7,1,0,3,0,0,0,1,0,0,42,3,0,0,0,0,0,55,90,1,0
0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,0,1,1,0,28,2,1,0,0,0,0,48,61,1,1
0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,1,0,1,0,0,25,7,0,0,0,0,0,48,79,1,0
0,0,0,0,0,0,1,1,1,0,24,0,0,0,0,0,0,1,0,0,19,2,1,0,0,0,0,53,69,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,22,6,0,0,0,0,1,47,60,1,0
0,0,0,0,0,0,0,0,1,0,22,0,0,2,0,0,0,0,0,0,28,8,0,0,0,0,1,49,71,1,0
0,0,0,0,0,0,0,0,0,0,12,1,0,9,0,0,0,0,0,0,23,8,0,0,0,0,1,50,88,1,1
0,0,0,0,0,0,1,0,1,0,15,0,0,2,0,0,0,0,0,0,18,4,0,0,0,0,0,61,55,0,0
0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,22,6,0,0,0,0,0,53,55,0,1
0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,19,11,0,0,0,0,1,52,60,0,0
0,0,0,0,0,0,1,0,1,1,20,0,0,3,0,0,0,0,0,0,31,10,1,0,0,0,0,51,85,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,24,13,0,0,0,0,1,48,68,0,0
0,0,0,0,0,0,0,0,1,1,12,1,0,3,0,0,0,0,0,0,37,12,1,0,0,0,1,51,64,1,1
0,0,1,0,0,0,0,0,0,0,17,1,0,2,0,0,0,1,0,0,36,20,0,0,0,0,1,66,77,1,0
0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,1,0,0,30,17,0,0,0,0,1,72,75,0,0
0,0,0,0,0,0,0,0,1,0,16,0,0,4,0,0,0,1,0,0,27,7,0,0,0,0,0,49,86,1,0
0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,1,0,1,0,0,32,2,0,0,0,0,0,51,90,1,0
0,0,0,0,0,0,0,0,1,1,17,0,0,4,0,0,0,1,0,0,25,17,0,0,0,0,1,68,71,0,0
0,0,0,0,0,0,0,0,1,1,14,0,0,1,0,1,0,1,0,0,14,11,0,0,0,0,1,53,83,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,0,1,0,0,20,10,0,0,0,0,1,51,88,0,0
0,0,0,0,0,0,0,0,0,1,12,0,0,4,0,1,0,0,0,0,34,7,0,0,0,0,0,48,65,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,42,63,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,1,0,0,24,13,0,0,0,0,1,48,68,0,0
0,0,0,0,1,0,0,0,0,0,8,1,0,1,0,0,0,0,1,0,38,8,0,0,0,0,0,44,75,1,0
0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,27,3,0,0,0,0,0,46,92,1,0
0,0,0,0,0,0,0,0,0,0,10,1,0,7,0,0,0,0,0,0,16,9,0,0,0,0,1,63,57,0,1
0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,28,5,0,0,0,0,1,41,71,1,0
0,0,1,0,0,1,0,0,1,0,17,0,1,1,0,1,0,1,0,0,37,6,1,0,0,0,0,48,84,1,1
0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,1,0,0,24,13,0,0,0,0,1,48,68,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,1,0,0,24,13,0,0,0,0,1,48,68,0,0
0,0,0,1,0,0,0,0,0,0,18,0,0,3,0,1,0,1,0,0,29,7,0,0,0,0,0,80,61,1,0
0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,0,0,0,0,19,2,0,0,0,0,0,51,92,1,0
0,0,0,0,0,0,0,0,0,1,13,0,1,2,0,1,0,1,0,0,28,5,0,0,0,0,0,45,86,1,1
0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,42,83,1,0
0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,1,0,0,20,5,1,0,0,0,0,55,94,1,0
0,0,0,0,0,0,0,0,0,0,7,0,1,4,0,0,0,0,0,0,31,11,0,0,0,0,0,44,66,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,44,85,1,0
0,0,0,0,0,0,0,0,1,0,14,0,0,3,0,0,0,0,0,0,26,9,0,0,0,0,1,43,71,1,0
0,0,0,0,0,0,1,0,0,0,16,0,0,4,0,0,0,1,0,0,35,7,0,0,0,0,1,84,69,1,0
0,0,0,0,1,1,0,0,0,0,24,1,0,1,0,0,0,0,1,0,39,8,0,0,0,0,0,56,77,0,0
0,0,0,0,0,0,1,1,0,0,17,1,0,3,0,1,0,0,0,0,36,11,1,0,0,0,0,52,64,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,13,6,0,0,0,0,0,52,87,0,1
0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,0,0,0,0,29,12,0,0,0,0,0,55,83,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,1,0,0,21,8,0,0,0,0,0,48,61,0,0
0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,24,2,0,0,0,0,0,46,58,1,0
0,0,0,0,0,0,0,0,0,1,11,0,0,8,0,0,0,0,0,0,42,12,1,0,0,0,1,64,67,1,0
0,0,1,0,0,0,1,1,1,1,18,0,0,1,0,1,0,1,0,0,25,9,0,0,0,0,0,51,67,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,27,6,0,0,0,0,0,47,90,1,0
0,0,0,0,0,0,0,0,1,1,14,0,0,1,0,1,0,1,0,0,14,11,0,0,0,0,1,52,83,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,17,11,0,0,0,0,1,52,60,0,0
0,0,0,0,0,0,0,0,1,0,18,0,0,1,0,0,0,1,0,0,20,7,0,0,0,0,1,46,70,1,1
0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,1,0,0,27,15,0,0,0,0,1,54,62,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,1,0,0,35,9,0,0,0,0,1,47,83,1,0
0,0,0,0,0,0,0,0,1,0,22,0,0,3,0,1,0,1,0,0,24,10,0,0,0,0,1,72,63,0,1
0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,1,0,0,24,13,0,0,0,0,1,48,68,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,1,0,0,0,0,35,6,0,0,0,0,0,45,82,1,0
0,0,0,0,0,0,1,1,1,1,25,1,0,1,0,0,0,1,1,0,24,10,1,0,0,0,0,68,85,1,0
0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,0,0,0,1,0,29,11,1,0,0,0,1,50,60,1,0
0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,1,0,0,24,4,1,0,0,0,0,44,63,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,38,14,0,0,0,0,1,50,79,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,38,14,0,0,0,0,1,50,79,1,0
0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,1,0,0,24,4,1,0,0,0,0,44,63,1,0
0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,1,0,0,23,0,0,0,0,0,0,71,58,0,0
0,0,0,0,0,0,0,0,1,0,26,0,0,4,0,0,0,1,0,0,20,10,0,0,0,0,1,62,75,1,0
0,0,0,0,0,0,0,0,1,1,18,0,0,1,0,1,0,1,0,0,14,5,0,0,0,0,0,53,64,1,0
0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,1,0,0,23,0,0,0,0,0,0,71,58,0,1
0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,1,0,1,0,0,20,14,1,0,0,0,1,46,78,0,0
