perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,intent_android_intent_action_USER_PRESENT,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ljava_lang_Runtime___exec,suspicious_getCellLocation,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_CREATE_SHORTCUT,suspicious_Ldalvik_system_PathClassLoader_,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_COARSE_LOCATION,n_providers,perm_android_permission_ACCESS_FINE_LOCATION,intent_android_intent_action_PACKAGE_ADDED,suspicious_Landroid_telephony_SmsMessage___getMessageBody,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_CHANGE_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getCellSignalStrength,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Base64,n_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Cipher,n_api_calls,n_services,intent_android_intent_action_SEND,n_activities,label
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,18,0,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,19,0,0,7,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,18,0,0,13,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,10,1,1,23,7,0,11,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,18,2,0,6,0
0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,9,1,1,20,8,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,17,4,0,8,0
0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,9,1,1,20,8,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,5,0,1,20,6,0,4,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,19,1,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,12,2,0,8,0
0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,9,1,1,20,8,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,12,2,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,6,0,1,20,3,0,10,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,7,1,1,18,2,0,5,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,7,1,1,11,6,0,6,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,18,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,1,19,9,0,8,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,1,1,21,1,0,8,1
0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,13,1,1,20,3,0,15,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,9,0,1,23,7,0,7,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7,1,0,14,2,0,7,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,8,1,1,21,12,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,17,0,0,12,0
0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,1,1,6,1,1,12,5,0,13,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,21,1,0,7,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,23,1,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,19,2,0,5,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,1,1,18,1,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,20,1,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,18,0,0,10,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,18,1,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0,1,18,3,0,6,0
0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5,0,1,20,1,0,6,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,8,1,1,13,3,0,13,0
0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,1,25,1,0,17,0
0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,12,1,1,23,2,0,11,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,19,1,0,11,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,19,0,0,10,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,8,1,1,13,3,0,13,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,18,3,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,24,0,0,14,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,20,1,0,6,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,5,0,1,14,6,0,6,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,5,0,1,19,5,0,6,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,14,0,0,8,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,12,0,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,7,0,1,25,9,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,22,0,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,18,3,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,10,2,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,18,0,0,7,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,6,0,1,18,5,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7,1,1,18,3,0,9,0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,10,1,1,25,3,0,15,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,6,0,1,16,2,0,5,0
1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,18,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7,1,1,18,3,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,5,0,1,18,2,0,10,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,9,0,1,23,7,0,6,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,19,0,0,7,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,8,1,1,10,4,0,11,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,10,1,1,20,4,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,8,1,1,19,2,0,6,0
1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,10,0,1,20,7,0,7,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,7,0,1,23,4,0,5,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,21,0,0,8,0
0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,1,1,9,1,1,25,4,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,1,1,7,1,1,12,4,0,12,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,9,1,1,17,2,0,7,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,12,1,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,12,1,1,21,5,0,9,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,12,1,0,9,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,12,1,1,20,1,0,17,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,12,1,0,9,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,5,0,1,22,4,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,12,1,1,21,5,0,9,0
