n_api_calls,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getSubscriberId,n_activities,suspicious_getExternalStorageDirectory,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_SCREEN_OFF,suspicious_getDeviceId,n_providers,suspicious_sendTextMessage,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,n_used_permissions,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_DOWNLOAD_COMPLETE,intent_com_baoruan_launcher3_ACTION_THEME,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ljava_lang_System___load,perm_android_permission_VIBRATE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,n_urls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_permissions,n_receivers,suspicious_Base64,perm_android_permission_RECEIVE_USER_PRESENT,intent_android_net_wifi_WIFI_STATE_CHANGED,label
63,1,1,0,1,1,316,1,1,0,1,9,0,0,16,1,0,0,0,1,1,0,0,141,0,31,9,1,0,0,0
2,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0
19,0,0,0,0,0,10,1,0,0,1,1,0,0,10,0,0,0,0,0,0,1,0,42,0,10,1,1,0,0,0
23,0,0,0,0,0,10,1,0,0,1,0,0,0,9,0,0,0,1,0,0,1,0,56,0,7,2,1,0,0,0
20,0,0,0,0,0,29,1,0,0,1,3,0,0,9,0,0,0,1,1,0,1,1,80,0,11,5,1,0,0,0
13,0,0,0,0,0,7,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,22,0,2,0,1,0,0,0
20,0,0,0,0,0,24,1,0,0,1,1,0,0,9,0,0,0,1,1,1,1,1,105,1,25,6,1,0,0,0
28,0,0,0,1,0,42,1,0,0,1,5,0,0,15,0,0,0,1,1,0,1,1,114,0,17,10,1,0,0,0
31,0,0,0,0,0,23,1,0,0,1,5,0,0,12,0,0,0,1,1,1,1,1,40,0,12,7,1,0,0,0
20,0,0,0,0,0,38,1,0,0,1,1,0,0,9,0,0,0,1,1,0,1,1,151,0,21,5,1,0,0,0
8,0,0,0,0,0,3,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,32,0,6,0,1,0,0,0
37,1,0,0,0,1,106,1,1,0,1,8,0,0,14,0,1,0,1,1,1,1,1,207,0,28,11,1,0,1,0
19,0,0,0,0,0,33,1,1,0,1,2,0,1,8,0,1,0,1,1,0,1,1,45,0,8,11,1,0,0,0
27,0,0,0,0,0,72,1,0,0,1,2,0,0,10,0,0,0,1,1,1,1,1,155,0,12,6,1,0,0,0
21,0,0,0,0,0,8,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,15,0,5,0,1,0,0,0
12,0,0,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,1,1,1,1,0,5,1,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,24,1,18,1,0,0,0,0
31,0,0,0,1,0,5,1,0,0,1,4,0,0,13,0,1,0,1,1,1,1,1,40,0,17,8,1,0,0,0
30,0,0,0,0,1,3,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,12,0,13,0,1,0,0,1
49,1,1,1,1,1,141,1,1,1,1,4,0,0,21,1,0,0,0,1,1,0,0,271,1,120,25,1,0,0,0
12,0,0,0,0,0,6,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,27,0,4,2,1,0,0,0
21,0,0,0,0,0,28,1,0,0,1,3,0,0,10,0,0,0,1,0,0,1,1,103,0,10,4,1,0,0,0
21,0,0,0,0,0,23,1,0,0,1,3,0,0,12,0,0,0,1,1,0,1,1,24,0,7,4,1,0,0,0
51,0,1,0,1,1,77,1,1,0,1,0,0,0,16,0,0,0,0,0,1,0,0,67,1,23,4,1,1,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18,0,0,0,0,0,16,1,0,0,0,1,0,0,8,0,0,0,1,1,1,1,0,32,0,20,10,1,0,0,0
17,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,0,0,0,0,0,15,1,1,0,1,0,0,0,8,0,0,0,0,1,0,0,0,38,0,5,2,1,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,15,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,64,3,0,0,0,0
19,0,0,0,0,0,79,1,0,0,1,5,0,0,8,0,0,0,1,0,0,1,1,99,0,12,15,1,0,0,0
33,0,0,0,0,0,19,1,0,0,1,0,0,0,13,0,0,0,1,0,1,1,0,38,0,26,5,1,0,0,0
37,0,0,0,0,0,3,1,0,0,1,0,0,0,12,0,0,0,1,0,1,1,1,16,0,15,5,1,0,0,0
23,0,0,0,1,0,20,1,0,0,1,0,0,0,11,0,0,0,1,1,0,1,1,176,0,9,6,1,0,0,0
64,0,0,0,0,0,7,1,1,0,1,2,0,0,13,0,0,0,1,1,1,1,0,34,0,16,6,1,0,0,0
19,0,0,0,0,0,31,1,0,0,1,2,0,0,10,0,0,0,1,0,0,1,1,61,0,11,5,1,0,0,0
42,1,0,0,1,1,101,1,1,0,1,2,1,1,14,1,1,0,0,1,1,0,0,213,1,37,9,1,0,0,0
47,1,0,0,1,1,25,1,0,0,1,0,0,0,12,0,0,0,0,1,1,0,0,197,0,15,0,1,0,0,0
58,0,0,0,0,0,6,1,0,0,1,0,1,0,18,0,0,0,1,1,1,1,1,14,0,15,8,1,0,0,0
30,0,1,1,1,0,43,1,1,1,1,8,0,0,13,1,0,0,1,1,1,1,1,58,1,33,14,1,1,1,0
25,0,0,0,0,0,5,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,46,0,4,0,1,0,0,0
25,0,0,0,0,0,5,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,46,0,4,0,1,0,0,0
22,0,0,0,0,1,10,1,0,0,1,1,0,0,9,0,0,0,1,1,0,1,1,21,0,6,4,1,0,0,0
5,0,0,0,0,0,5,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0
5,1,0,0,0,0,10,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0
35,1,0,0,1,1,21,1,0,0,1,2,0,0,12,0,0,0,1,1,1,1,1,72,1,19,7,1,1,0,0
18,0,0,0,0,0,12,1,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,29,0,8,0,1,0,0,0
19,0,0,0,0,0,8,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,6,1,1,0,0,0
17,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,1,0,1,1,0,1,0,10,1,1,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
13,0,0,0,0,0,17,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,2,0,1,0,0,0
10,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0
21,0,0,0,0,0,15,1,0,0,1,0,0,0,7,0,0,0,0,1,1,0,1,46,0,9,4,1,1,0,0
23,0,0,0,1,0,17,1,0,0,1,3,0,0,11,0,0,0,1,0,0,1,1,57,0,8,3,1,0,0,0
13,0,0,0,0,0,8,1,0,0,1,4,0,0,10,0,0,0,1,0,0,1,1,60,0,10,4,1,0,0,0
30,0,0,0,0,0,6,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,37,0,5,0,1,0,0,0
8,0,0,0,0,0,1,1,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,10,0,1,0,1,0,0,0
21,0,0,0,0,0,3,1,0,0,1,3,0,0,11,0,0,0,1,0,0,1,1,39,0,7,3,1,0,0,0
17,0,0,0,0,0,7,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,13,0,2,0,1,0,0,0
20,0,0,1,0,0,11,1,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,31,0,3,1,1,0,0,0
0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0
22,0,0,0,1,0,14,1,0,0,1,3,0,0,10,0,0,0,1,1,0,1,1,76,0,32,6,1,0,1,0
8,0,0,0,0,0,1,1,0,0,1,2,0,0,5,0,0,0,1,0,0,1,1,21,0,8,4,1,0,0,0
18,0,0,0,0,0,82,1,0,0,1,1,0,0,9,0,0,0,1,0,1,1,0,12,0,9,1,1,0,0,0
16,0,0,0,0,0,17,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,23,0,2,0,1,0,0,0
58,0,1,0,1,1,64,1,1,0,1,2,0,0,19,0,0,0,1,1,0,1,1,171,0,32,24,1,0,0,1
50,0,0,0,0,0,41,1,0,0,1,2,0,0,15,0,0,0,1,1,0,1,1,95,0,12,4,1,0,0,0
28,0,0,1,0,0,16,1,0,0,1,0,0,0,11,0,0,0,0,1,1,1,0,64,0,7,3,1,0,0,0
21,0,0,0,0,0,8,1,0,0,1,3,0,0,7,0,0,0,1,0,1,1,0,12,0,26,5,1,0,0,0
25,1,0,0,1,0,51,1,1,0,1,1,0,0,10,0,0,0,1,0,0,1,1,67,0,18,13,1,0,0,0
26,0,0,0,1,0,11,1,0,0,1,1,0,0,11,0,0,0,1,0,1,1,0,43,0,27,5,1,0,0,0
32,1,1,0,1,1,5,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,57,1,17,0,1,0,0,0
22,0,0,0,0,0,9,1,0,0,1,1,0,0,8,0,0,0,0,1,0,0,0,35,0,3,4,1,0,0,0
18,0,0,0,0,0,6,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,7,0,5,0,1,0,0,0
20,0,0,0,0,0,7,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,34,0,3,0,1,0,0,0
