intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_GET_TASKS,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_QUICKBOOT_POWERON,suspicious_getSubscriberId,n_services,intent_com_google_firebase_INSTANCE_ID_EVENT,n_api_calls,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_VIEW,intent_android_app_action_DEVICE_ADMIN_ENABLED,intent_cryopiggy_start,n_used_permissions,n_activities,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,n_urls,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,9,10,0,35,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,6,1,17,0,1,0,0,0,0,0,0,0,6,2,0,6,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,6,11,0,11,0
0,0,0,0,0,0,0,5,1,0,1,1,0,0,13,1,19,0,0,0,0,0,0,1,0,0,9,6,0,56,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,6,7,0,15,1
0,0,1,0,1,1,1,2,0,1,0,0,0,0,17,0,4,1,0,0,0,1,0,1,0,0,3,87,0,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,10,4,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,87,0,111,0
0,0,0,0,0,0,0,4,1,1,1,1,0,0,14,1,28,1,1,0,0,0,0,1,0,0,14,55,0,72,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,8,36,0,29,0
0,0,0,0,0,0,0,4,1,1,1,1,0,0,11,1,29,0,1,0,0,0,0,0,0,0,13,24,0,26,0
1,0,1,0,1,1,0,6,1,1,1,1,0,1,11,1,24,1,1,0,0,1,0,1,0,0,9,47,0,122,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,3,1,17,0,1,0,0,0,0,0,0,0,6,1,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,3,0,27,0
0,0,0,0,0,0,0,5,1,1,1,1,0,0,9,1,22,0,1,0,0,0,0,1,0,0,9,14,0,58,0
0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,28,1,0,0,0,0,0,0,0,0,12,5,0,55,0
1,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,21,0,1,0,0,0,0,0,0,0,8,12,0,48,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,1,18,0,0,0,0,0,0,0,0,0,7,4,0,12,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,42,0,0,0,0,1,0,1,0,0,14,37,0,23,0
0,0,0,0,0,1,0,1,1,0,1,1,0,0,6,1,18,0,0,0,0,0,0,0,0,0,8,4,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,4,0
1,0,1,1,1,1,1,3,1,0,1,0,0,1,11,0,41,0,1,0,0,1,1,1,0,0,15,55,0,72,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,33,0,0,0,0,0,1,1,0,0,10,40,0,33,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,10,15,0,16,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,42,0,0,0,0,1,0,1,0,0,14,23,0,164,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,0,14,9,0,14,0
0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,46,0,0,0,0,0,0,0,0,0,15,62,0,35,0
0,0,0,0,0,0,0,4,1,1,1,1,0,1,18,1,34,0,1,0,0,0,0,0,0,0,14,27,0,120,0
0,0,1,1,0,0,1,1,0,1,1,0,1,0,23,0,34,1,1,1,1,1,1,0,0,0,16,37,0,41,0
0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,8,27,0,19,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,8,0,32,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,5,0,16,0
0,0,0,0,0,0,1,2,1,1,1,0,0,0,4,1,20,1,1,0,0,0,0,0,0,0,9,6,0,31,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33,0,0,0,0,0,0,1,0,0,9,7,0,50,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,13,3,0,7,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,0,18,0,0,0,0,0,0,0,0,0,8,12,0,20,1
0,0,0,0,0,1,0,2,1,0,1,0,1,0,4,0,32,0,0,0,0,0,0,0,0,0,10,18,0,41,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,9,0,357,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,18,1,23,0,1,0,0,0,0,1,0,0,9,27,0,32,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,6,0,28,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,11,14,0,37,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,16,0
0,0,0,0,0,1,0,3,1,1,1,1,0,0,13,1,42,1,1,0,0,0,0,1,0,0,16,58,0,68,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,14,2,0,44,0
0,0,1,0,0,1,1,1,1,0,1,0,0,1,11,0,46,1,0,0,0,0,0,1,0,0,13,236,0,159,0
0,0,0,0,0,1,0,3,1,1,1,1,0,0,6,1,20,0,1,0,0,0,0,1,0,0,7,2,0,7,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,7,11,0,93,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,9,5,0,1,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,4,0,28,0,0,0,0,0,0,0,0,0,12,0,0,4,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,11,4,0,32,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,3,0,22,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,47,0,1,1,0,0,0,0,0,0,13,42,0,105,0
0,0,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,1,0,0,0,0,9,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,9,16,0,4,0
0,0,0,0,0,1,0,1,1,0,1,1,0,1,8,1,36,0,1,0,0,0,0,0,0,0,11,36,0,98,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,33,1,0,0,0,1,0,0,0,0,12,10,0,18,1
0,0,1,0,0,0,0,5,1,1,1,1,0,0,12,1,29,0,1,1,1,0,0,1,0,0,12,27,0,54,0
0,0,0,0,0,1,0,5,1,1,1,0,0,0,19,1,50,0,1,1,1,0,0,1,0,0,13,19,0,82,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,7,1,24,0,1,0,0,0,0,0,0,0,10,137,0,29,0
0,0,0,0,0,1,0,2,1,0,1,0,0,0,7,0,39,0,0,0,0,0,0,1,0,0,11,12,0,23,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,7,3,0,16,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,23,0,27,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,10,102,0,101,0
0,0,0,0,0,0,0,5,1,1,1,1,0,0,10,0,16,0,1,0,0,0,0,1,0,0,6,20,0,62,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,9,0,1,0,0,0,0,0,0,0,6,3,0,7,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,7,17,0,32,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,9,3,0,27,0
0,0,0,0,0,0,0,4,1,1,1,1,0,1,6,1,25,0,1,0,0,0,0,0,0,0,11,6,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,1,0,2,0
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,12,21,0,78,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,6,33,0,24,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,52,1,0,0,0,0,0,0,0,0,12,13,0,91,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,6,6,0,23,0
