intent_android_intent_action_BATTERY_CHANGED,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_BATTERY_STATS,intent_android_intent_action_PACKAGE_INSTALL,suspicious_getCellSignalStrength,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,perm_android_permission_READ_LOGS,intent_android_intent_action_DOWNLOAD_COMPLETE,intent_android_appwidget_action_APPWIDGET_UPDATE,intent_android_intent_action_BOOT_COMPLETED,intent_com_inmobi_share_id,perm_com_google_android_c2dm_permission_RECEIVE,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_vending_BILLING,n_api_calls,n_services,n_used_permissions,suspicious_getSimCountryIso,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,n_receivers,suspicious_Base64,suspicious_Cipher,label
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,20,10,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,23,10,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,20,5,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,24,0,11,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,3,10,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,21,9,7,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,12,10,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,1,0,0,4,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,22,8,11,0,1,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,19,8,11,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,15,10,8,1,1,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,7,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,10,8,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,10,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,13,7,6,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,17,4,7,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,0,0,5,1,1,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,23,12,9,1,0,0,6,1,1,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,23,12,9,1,0,0,6,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,1,0,1,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,0,8,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,11,7,0,1,1,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,9,9,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,8,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,8,0,1,0,3,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,22,3,9,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,25,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,15,5,8,1,1,0,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,25,1,13,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,25,8,11,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,18,7,7,0,0,0,5,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,25,8,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,25,8,11,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,22,3,10,1,1,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,10,1,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,25,1,13,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,24,7,11,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,4,8,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,20,9,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,24,9,9,0,1,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,7,10,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,16,3,7,0,1,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,24,7,12,0,0,0,4,1,1,0
0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,23,8,10,1,1,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,16,3,7,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,16,14,8,1,1,0,6,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,8,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,17,4,7,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,22,1,12,1,0,0,2,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,21,10,8,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,20,3,9,0,0,0,2,1,1,0
