n_permissions,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,n_used_permissions,perm_android_permission_GET_TASKS,suspicious_Base64,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,suspicious_Cipher,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,suspicious_getExternalStorageDirectory,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getSystemService,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_USER_PRESENT,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_PACKAGE_REMOVED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_system_bin_su,perm_android_permission_CHANGE_WIFI_STATE,n_services,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_MANAGE_ACCOUNTS,label
13,0,0,118,14,0,1,6,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,7,0,0,0,0
6,0,0,32,8,1,1,3,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,37,22,0,0,12,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,0,0,39,8,0,0,7,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,13,1,0,0,0
4,0,0,5,19,0,0,9,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,11,8,1,1,6,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,3,0,1,0,1
29,0,0,34,17,0,1,7,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,4,0,0,0,0
9,1,0,20,16,0,0,6,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
5,0,0,42,34,0,1,15,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,106,36,0,1,12,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,11,1,0,0,0
4,0,0,31,17,0,0,9,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
8,1,0,176,23,0,0,11,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,5,0,0,0,0
24,0,0,55,26,0,1,11,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,10,0,0,0,0
22,1,0,99,19,1,1,11,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,13,1,0,0,0
11,0,0,52,22,0,0,11,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,7,1,0,0,0
4,0,0,29,25,0,0,13,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2,0,0,23,20,0,0,6,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,20,13,0,0,5,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,17,0,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,55,16,0,0,7,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0
2,0,0,13,17,0,0,6,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,38,21,0,0,10,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
125,1,1,202,69,1,1,21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,57,0,1,1,0
9,1,0,33,22,0,1,9,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0
9,0,0,48,25,1,1,9,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0
7,0,0,37,8,0,0,6,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,8,1,0,0,0
5,0,0,30,5,0,0,4,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,49,42,1,1,12,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0
10,0,0,17,12,0,1,5,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0
8,0,0,105,47,0,1,13,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0
2,0,0,9,30,0,0,9,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,7,15,1,1,7,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
25,0,0,34,46,0,1,15,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0
10,0,0,113,37,0,1,15,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,16,0,0,0,0
7,0,0,20,17,1,0,7,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0
13,0,0,57,19,0,1,9,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,5,0,0,0,0
16,0,0,60,19,0,1,7,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,7,1,0,0,0
11,0,0,44,33,1,1,11,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,2,0,1,0,0
7,0,0,25,6,0,0,5,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
4,0,0,21,19,0,1,6,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,0,0
8,0,0,34,20,0,1,9,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,0,0,44,25,0,1,16,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,7,0,0,0,1
5,0,0,21,20,0,0,7,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0
3,0,0,2,7,0,0,5,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,30,12,0,1,5,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,17,5,0,0,4,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,21,19,0,1,10,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,8,1,0,0,0
3,0,0,25,18,0,0,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,3,9,1,0,3,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1
28,0,0,4,21,1,0,9,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,3,0,0,0,1
0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,184,40,1,0,16,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,17,1,0,0,0
6,0,0,32,4,1,1,3,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,36,22,0,0,8,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,5,19,0,0,9,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,27,18,0,0,8,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
17,0,0,21,22,1,1,9,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,8,1,0,0,0
29,1,0,94,27,1,0,11,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,27,1,0,0,0
43,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,11,0,0,0,0
10,1,0,25,12,1,1,6,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,14,5,0,0,5,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,5,1,0,0,0
7,0,0,32,30,0,1,10,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7,0,0,8,16,0,1,6,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0
5,0,0,22,18,0,0,7,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0
27,1,0,44,26,0,1,11,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,9,0,0,0,1
6,0,0,30,15,0,1,6,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0
20,0,0,56,40,1,1,13,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
15,0,0,53,29,0,0,15,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,8,1,0,0,0
23,0,0,6,18,0,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0
5,0,0,11,12,0,0,5,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,71,51,0,1,21,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,26,22,0,1,13,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,17,0,0,8,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,36,27,0,0,11,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,5,0,0,0,0
