n_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_SYSTEM_ALERT_WINDOW,n_receivers,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_USER_PRESENT,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,n_api_calls,n_used_permissions,n_urls,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,suspicious_getPackageInfo,n_activities,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getSystemService,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_RECEIVE_BOOT_COMPLETED,suspicious_getDeviceId,perm_android_permission_GET_ACCOUNTS,suspicious_Cipher,intent_android_accessibilityservice_AccessibilityService,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,label
4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,0,0,1,1,3,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,1,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
10,1,1,1,0,1,0,0,0,0,1,4,2,1,1,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,7,1,0,1,0,0,1,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,1,1,4,1,1,0,0,3,3,2,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0
8,1,1,6,1,1,5,1,1,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,0,1,0,1,0,1,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
12,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,2,0,0,0,0,0,0,1,4,3,3,1,1,1,5,1,1,1,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
12,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,8,1,0,1,0,0,1,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
