n_api_calls,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_android_permission_GET_TASKS,suspicious_getSubscriberId,intent_android_intent_action_ACTION_POWER_DISCONNECTED,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_ACTION_POWER_CONNECTED,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_WRITE_SMS,perm_android_permission_RECEIVE_SMS,perm_android_permission_SEND_SMS,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_READ_SETTINGS,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,perm_android_permission_READ_SMS,n_services,label
40,1,0,0,0,0,0,1,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,25,0,16,1
19,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,2,0
35,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,16,0,2,1
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,0
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
22,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,1,0,0,10,0,11,0
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,11,0,7,1
34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0
23,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,10,0
21,0,0,0,0,0,0,0,0,0,1,0,1,1,6,1,0,0,1,0,0,0,1,0,1,0,0,14,0,7,0
31,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,12,1
35,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,10,0,11,0
25,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,8,0,8,0
31,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,4,1
37,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,8,0,6,0
45,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,29,0,10,1
35,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,0,1,0,0,10,0,9,0
44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,11,0,6,1
36,0,0,0,0,0,1,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,1,0,0,15,0,10,0
54,0,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,1,1,1,0,0,35,0,23,0
37,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,17,0,6,0
44,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1
48,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,19,0,7,1
49,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,27,0,10,1
38,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,18,0,0,1
36,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0
18,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,14,0,6,0
31,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,34,1,3,1
35,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
35,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
33,1,1,0,0,0,0,1,0,0,1,1,1,1,5,1,0,0,1,0,0,0,1,0,1,0,1,18,0,13,0
33,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,15,0,6,0
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,38,1,10,1
21,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0
46,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0
24,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0,3,0
33,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1
23,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,16,0,1,0
44,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,27,1,4,1
25,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,10,0,6,0
32,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
38,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,16,0,0,1
31,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,23,0,2,0
30,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,0,14,0
32,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13,0,5,0
22,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,8,0
31,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,0,0,1,0,0,0,1,0,1,0,0,39,0,25,0
57,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,13,0,9,1
55,1,1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,9,0
36,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
36,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
53,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,26,0,13,0
19,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,19,0,0,1
53,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,26,0,13,0
53,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,26,0,13,0
59,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,19,0,10,0
49,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,23,0,3,1
28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,18,0
24,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,0,1,0
59,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,40,0,13,1
59,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,40,0,13,1
59,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,40,0,13,1
